Competizione,Turno,Data,Casa,Ospite,Periodo,Lato,Squadra,ID partita,Goal previsti (xG),Possesso palla,Tiri totali,Tiri in porta,Grandi occasioni,Calci d'angolo,Passaggi,Cartellini gialli,Cartellini rossi,xG sui Tiri in porta (xGOT),Tiri fuori,Tiri fermati,Tiri dall'area di rigore,Tiri da fuori area,Pali colpiti,Gol di testa,Palloni toccati nell'area avversaria,Passaggi filtranti riusciti,Fuorigioco,Punizioni,Passaggi lunghi,Passaggi offensivi,Cross,Assist previsti (xA),Rimesse Laterali,Falli,Tackles,Contrasti vinti,Respinte difensive,Palle intercettate,Errori che hanno portato al tiro,Errori che hanno portato al gol,Parate,xGot affrontati,Gol evitati
FA Cup,4° turno,14.02.2026,Southampton,Leicester,Totale,Ospite,Leicester,j97fFiGl,1.02,55%,17,4,3,7,84% (540/643),4.0,,0.63,4,9,11,6,0,0.0,30,0,2,16,47% (27/57),74% (124/167),17% (3/18),0.74,32,21,62% (16/26),73,38,15,0,0,2,1.57,-0.43
FA Cup,4° turno,14.02.2026,Southampton,Leicester,1° tempo,Casa,Southampton,j97fFiGl,0.87,46%,3,1,1,1,84% (167/199),0.0,,0.84,1,1,3,0,1,,7,0,2,12,45% (9/20),71% (36/51),11% (1/9),0.16,7,5,78% (7/9),25,10,7,1,0,3,0.21,0.21
FA Cup,4° turno,14.02.2026,Southampton,Leicester,1° tempo,Ospite,Leicester,j97fFiGl,0.24,54%,6,3,1,1,84% (205/244),1.0,,0.21,1,2,5,1,0,,9,0,1,5,59% (13/22),70% (45/64),25% (1/4),0.19,16,12,42% (5/12),35,13,6,0,0,0,0.84,-0.16
FA Cup,4° turno,14.02.2026,Southampton,Leicester,2° tempo,Casa,Southampton,j97fFiGl,0.26,53%,7,2,0,4,83% (184/222),1.0,,0.47,1,4,2,5,0,,12,0,0,4,24% (6/25),49% (19/39),0% (0/5),0.29,9,8,85% (11/13),23,14,1,1,0,0,0.42,-0.58
FA Cup,4° turno,14.02.2026,Southampton,Leicester,2° tempo,Ospite,Leicester,j97fFiGl,0.58,47%,7,1,2,4,83% (158/191),2.0,,0.42,2,4,5,2,0,,14,0,1,8,39% (7/18),73% (44/60),13% (1/8),0.38,9,4,75% (6/8),25,15,4,0,0,2,0.47,0.47
FA Cup,4° turno,14.02.2026,Southampton,Leicester,Supplementari,Casa,Southampton,j97fFiGl,0.26,34%,3,1,1,1,74% (80/108),1.0,,0.26,0,2,2,1,0,1.0,6,0,2,5,26% (6/23),62% (29/47),0% (0/1),0.08,5,3,43% (3/7),17,6,2,0,0,0,0.0,0.0
FA Cup,4° turno,14.02.2026,Southampton,Leicester,Supplementari,Ospite,Leicester,j97fFiGl,0.2,66%,4,0,0,2,85% (177/208),1.0,,0.0,1,3,1,3,0,0.0,7,0,0,3,41% (7/17),81% (35/43),17% (1/6),0.17,7,5,83% (5/6),13,10,5,0,0,0,0.26,-0.74
FA Cup,4° turno,14.02.2026,Norwich,West Brom,Totale,Casa,Norwich,zZxWMrIc,2.82,54%,21,7,3,12,86% (383/445),3.0,,2.91,8,6,17,4,0,2.0,34,1,2,8,49% (17/35),75% (94/125),22% (7/32),2.07,16,7,60% (9/15),39,15,9,0,0,4,1.58,0.58
FA Cup,4° turno,14.02.2026,Norwich,West Brom,Totale,Ospite,West Brom,zZxWMrIc,0.76,46%,7,5,1,3,84% (328/391),3.0,,1.58,1,1,4,3,1,0.0,11,1,3,7,44% (15/34),65% (45/69),0% (0/16),0.37,17,8,50% (6/12),38,35,11,0,0,4,2.91,-0.09
FA Cup,4° turno,14.02.2026,Norwich,West Brom,1° tempo,Casa,Norwich,zZxWMrIc,1.0,72%,13,4,1,11,90% (276/305),0.0,,1.22,6,3,11,2,0,1.0,21,0,1,4,50% (8/16),82% (58/71),19% (5/27),0.94,8,1,33% (1/3),14,6,4,0,0,1,0.14,0.14
FA Cup,4° turno,14.02.2026,Norwich,West Brom,1° tempo,Ospite,West Brom,zZxWMrIc,0.15,28%,2,1,0,1,76% (96/126),1.0,,0.14,1,0,2,0,1,0.0,5,0,2,1,39% (7/18),47% (7/15),0% (0/3),0.12,2,4,44% (4/9),16,19,4,0,0,3,1.22,0.22
FA Cup,4° turno,14.02.2026,Norwich,West Brom,2° tempo,Casa,Norwich,zZxWMrIc,1.82,35%,8,3,2,1,76% (107/140),3.0,,1.69,2,3,6,2,0,1.0,13,1,1,4,47% (9/19),67% (36/54),40% (2/5),1.13,8,6,67% (8/12),25,9,5,0,0,3,1.44,0.44
FA Cup,4° turno,14.02.2026,Norwich,West Brom,2° tempo,Ospite,West Brom,zZxWMrIc,0.61,65%,5,4,1,2,88% (232/265),2.0,,1.44,0,1,2,3,0,0.0,6,1,1,6,50% (8/16),70% (38/54),0% (0/13),0.25,15,4,67% (2/3),22,16,7,0,0,1,1.69,-0.31
FA Cup,4° turno,14.02.2026,Aston Villa,Newcastle,Totale,Casa,Aston Villa,UXVvLMnA,0.77,43%,8,2,2,6,81% (294/362),2.0,1.0,0.52,3,3,6,2,0,,26,1,1,10,41% (18/44),72% (60/83),54% (7/13),1.21,13,11,33% (7/21),55,25,11,0,1,0,1.22,-1.78
FA Cup,4° turno,14.02.2026,Aston Villa,Newcastle,Totale,Ospite,Newcastle,UXVvLMnA,1.21,57%,12,3,3,5,86% (407/476),3.0,0.0,1.22,5,4,8,4,1,,32,0,3,11,57% (24/42),76% (138/182),17% (3/18),0.89,16,10,53% (9/17),48,21,5,0,0,1,0.52,-0.48
FA Cup,4° turno,14.02.2026,Aston Villa,Newcastle,1° tempo,Casa,Aston Villa,UXVvLMnA,0.72,44%,6,2,2,3,82% (169/205),2.0,1.0,0.52,2,2,5,1,0,,17,1,0,6,36% (9/25),77% (33/43),50% (3/6),0.99,4,6,43% (3/7),24,5,5,0,0,0,0.0,0.0
FA Cup,4° turno,14.02.2026,Aston Villa,Newcastle,1° tempo,Ospite,Newcastle,UXVvLMnA,0.3,56%,4,0,1,0,86% (223/259),1.0,0.0,0.0,3,1,3,1,1,,13,0,2,6,59% (16/27),74% (54/73),40% (2/5),0.4,6,6,50% (5/10),26,9,3,0,0,1,0.52,-0.48
FA Cup,4° turno,14.02.2026,Aston Villa,Newcastle,2° tempo,Casa,Aston Villa,UXVvLMnA,0.05,41%,2,0,0,3,80% (125/157),0.0,,0.0,1,1,1,1,0,,9,0,1,4,47% (9/19),68% (27/40),57% (4/7),0.22,9,5,29% (4/14),31,20,6,0,1,0,1.22,-1.78
FA Cup,4° turno,14.02.2026,Aston Villa,Newcastle,2° tempo,Ospite,Newcastle,UXVvLMnA,0.91,59%,8,3,2,5,85% (184/217),2.0,,1.22,2,3,5,3,0,,19,0,1,5,53% (8/15),77% (84/109),8% (1/13),0.49,10,4,57% (4/7),22,12,2,0,0,0,0.0,0.0
FA Cup,4° turno,14.02.2026,Liverpool,Brighton,Totale,Casa,Liverpool,A5IItPkR,2.0,47%,13,5,2,5,85% (333/391),0.0,,2.3,2,6,11,2,0,,28,0,4,19,50% (18/36),83% (81/98),8% (1/13),0.63,18,15,57% (8/14),54,26,7,0,0,3,0.25,0.25
FA Cup,4° turno,14.02.2026,Liverpool,Brighton,Totale,Ospite,Brighton,A5IItPkR,1.29,53%,18,3,2,6,85% (380/449),4.0,,0.25,7,8,10,8,0,,27,0,2,15,53% (28/53),76% (108/143),29% (4/14),1.17,14,19,64% (14/22),51,20,11,0,0,2,2.3,-0.7
FA Cup,4° turno,14.02.2026,Liverpool,Brighton,1° tempo,Casa,Liverpool,A5IItPkR,0.87,44%,7,3,1,4,84% (144/172),0.0,,1.25,1,3,6,1,0,,15,0,2,10,44% (8/18),78% (36/46),11% (1/9),0.4,10,10,83% (5/6),27,7,5,0,0,2,0.22,0.22
FA Cup,4° turno,14.02.2026,Liverpool,Brighton,1° tempo,Ospite,Brighton,A5IItPkR,0.42,56%,7,2,2,1,84% (193/231),3.0,,0.22,2,3,4,3,0,,7,0,0,10,51% (18/35),64% (34/53),50% (1/2),0.29,8,10,63% (5/8),24,6,4,0,0,2,1.25,0.25
FA Cup,4° turno,14.02.2026,Liverpool,Brighton,2° tempo,Casa,Liverpool,A5IItPkR,1.13,49%,6,2,1,1,86% (189/219),0.0,,1.05,1,3,5,1,0,,13,0,2,9,56% (10/18),87% (45/52),0% (0/4),0.23,8,5,38% (3/8),27,19,2,0,0,1,0.03,0.03
FA Cup,4° turno,14.02.2026,Liverpool,Brighton,2° tempo,Ospite,Brighton,A5IItPkR,0.87,51%,11,1,0,5,86% (187/218),1.0,,0.03,5,5,6,5,0,,20,0,2,5,56% (10/18),82% (74/90),25% (3/12),0.88,6,9,64% (9/14),27,14,7,0,0,0,1.05,-0.95
FA Cup,4° turno,15.02.2026,Birmingham,Leeds,Totale,Casa,Birmingham,AHz58q34,1.22,55%,18,5,3,13,82% (430/527),3.0,,0.41,8,5,15,3,2,,49,0,1,14,48% (46/96),73% (131/179),11% (4/35),0.86,41,16,41% (11/27),73,36,8,1,0,2,0.59,-0.42
FA Cup,4° turno,15.02.2026,Birmingham,Leeds,Totale,Ospite,Leeds,AHz58q34,0.9,45%,19,3,0,10,75% (332/443),0.0,,0.59,4,12,10,9,0,,38,0,3,16,36% (27/76),55% (65/118),19% (4/21),0.65,27,14,73% (22/30),88,65,11,0,0,4,0.41,-0.59
FA Cup,4° turno,15.02.2026,Birmingham,Leeds,1° tempo,Casa,Birmingham,AHz58q34,0.66,56%,8,4,1,3,86% (211/245),2.0,,0.23,1,3,6,2,1,,19,0,0,7,59% (20/34),78% (74/95),20% (2/10),0.42,13,7,36% (4/11),26,8,4,0,0,1,0.18,0.18
FA Cup,4° turno,15.02.2026,Birmingham,Leeds,1° tempo,Ospite,Leeds,AHz58q34,0.07,44%,3,1,0,3,78% (149/190),0.0,,0.18,1,1,0,3,0,,5,0,0,7,27% (7/26),61% (22/36),0% (0/8),0.09,13,7,75% (6/8),26,19,2,0,0,4,0.23,0.23
FA Cup,4° turno,15.02.2026,Birmingham,Leeds,2° tempo,Casa,Birmingham,AHz58q34,0.5,55%,9,1,1,8,79% (130/165),,,0.18,6,2,8,1,1,,19,0,1,5,40% (14/35),69% (27/39),13% (2/16),0.3,15,7,33% (3/9),25,19,2,0,0,0,0.34,-0.67
FA Cup,4° turno,15.02.2026,Birmingham,Leeds,2° tempo,Ospite,Leeds,AHz58q34,0.56,45%,10,1,0,4,71% (98/139),,,0.34,2,7,7,3,0,,16,0,0,7,50% (15/30),46% (21/46),29% (2/7),0.26,9,5,70% (7/10),42,29,3,0,0,0,0.18,-0.82
FA Cup,4° turno,15.02.2026,Birmingham,Leeds,Supplementari,Casa,Birmingham,AHz58q34,0.06,51%,1,0,1,2,76% (89/117),1.0,,0.0,1,0,1,0,0,,11,0,0,2,44% (12/27),67% (30/45),0% (0/9),0.14,13,2,57% (4/7),22,9,2,1,0,1,0.07,0.07
FA Cup,4° turno,15.02.2026,Birmingham,Leeds,Supplementari,Ospite,Leeds,AHz58q34,0.27,49%,6,1,0,3,75% (85/114),0.0,,0.07,1,4,3,3,0,,17,0,3,2,25% (5/20),61% (22/36),33% (2/6),0.3,5,2,75% (9/12),20,17,6,0,0,0,0.0,0.0
FA Cup,4° turno,15.02.2026,Grimsby,Wolves,Totale,Casa,Grimsby,0KhC2EWr,1.2,55%,11,1,2,8,63% (192/306),2.0,,0.61,4,6,8,3,0,,17,1,5,12,23% (17/75),57% (74/130),14% (4/29),1.18,41,10,57% (8/14),51,54,16,1,0,0,0.89,-0.11
FA Cup,4° turno,15.02.2026,Grimsby,Wolves,Totale,Ospite,Wolves,0KhC2EWr,1.15,45%,14,1,2,2,58% (146/251),2.0,,0.89,7,6,7,7,1,,19,1,1,10,27% (18/66),61% (78/128),12% (3/26),1.3,34,12,52% (12/23),60,45,7,1,0,1,0.61,0.61
FA Cup,4° turno,15.02.2026,Grimsby,Wolves,1° tempo,Casa,Grimsby,0KhC2EWr,0.35,53%,3,0,1,4,61% (82/134),1.0,,0.0,2,1,2,1,0,,2,0,2,9,17% (5/30),56% (31/55),7% (1/15),0.26,16,5,60% (3/5),21,25,8,0,0,0,0.0,0.0
FA Cup,4° turno,15.02.2026,Grimsby,Wolves,1° tempo,Ospite,Wolves,0KhC2EWr,0.42,47%,7,0,0,1,61% (75/122),2.0,,0.0,3,4,2,5,1,,4,1,1,5,31% (10/32),63% (37/59),15% (2/13),0.3,15,9,63% (5/8),24,22,2,0,0,0,0.0,0.0
FA Cup,4° turno,15.02.2026,Grimsby,Wolves,2° tempo,Casa,Grimsby,0KhC2EWr,0.85,57%,8,1,1,4,64% (110/172),1.0,,0.61,2,5,6,2,0,,15,1,3,3,27% (12/45),57% (43/75),21% (3/14),0.92,25,5,56% (5/9),30,29,8,1,0,0,0.89,-0.11
FA Cup,4° turno,15.02.2026,Grimsby,Wolves,2° tempo,Ospite,Wolves,0KhC2EWr,0.73,43%,7,1,2,1,55% (71/129),0.0,,0.89,4,2,5,2,0,,15,0,0,5,24% (8/34),59% (41/69),8% (1/13),1.0,19,3,47% (7/15),36,23,5,1,0,1,0.61,0.61
FA Cup,4° turno,15.02.2026,Oxford Utd,Sunderland,Totale,Casa,Oxford Utd,dnnL0h1e,0.87,46%,11,3,1,5,75% (249/330),2.0,,0.28,4,4,7,4,0,,20,0,1,11,42% (29/69),55% (51/93),6% (1/18),0.43,21,18,65% (11/17),49,29,11,1,0,8,2.33,1.33
FA Cup,4° turno,15.02.2026,Oxford Utd,Sunderland,Totale,Ospite,Sunderland,dnnL0h1e,1.46,54%,17,9,2,5,82% (320/388),5.0,,2.33,6,2,9,8,0,,26,0,1,18,43% (22/51),66% (83/125),42% (5/12),0.52,12,11,62% (8/13),65,36,11,0,0,3,0.28,0.28
FA Cup,4° turno,15.02.2026,Oxford Utd,Sunderland,1° tempo,Casa,Oxford Utd,dnnL0h1e,0.34,44%,5,1,1,2,77% (125/162),1.0,,0.03,2,2,2,3,0,,10,0,1,6,46% (16/35),52% (26/50),10% (1/10),0.19,7,10,75% (6/8),20,11,8,0,0,1,0.92,-0.08
FA Cup,4° turno,15.02.2026,Oxford Utd,Sunderland,1° tempo,Ospite,Sunderland,dnnL0h1e,1.01,56%,6,2,2,0,83% (176/211),2.0,,0.92,4,0,4,2,0,,10,0,1,10,29% (7/24),60% (30/50),50% (2/4),0.18,7,6,43% (3/7),33,19,3,0,0,1,0.03,0.03
FA Cup,4° turno,15.02.2026,Oxford Utd,Sunderland,2° tempo,Casa,Oxford Utd,dnnL0h1e,0.53,49%,6,2,0,3,74% (124/168),1.0,,0.25,2,2,5,1,0,,10,0,0,5,38% (13/34),58% (25/43),0% (0/8),0.24,14,8,56% (5/9),29,18,3,1,0,7,1.41,1.41
FA Cup,4° turno,15.02.2026,Oxford Utd,Sunderland,2° tempo,Ospite,Sunderland,dnnL0h1e,0.45,51%,11,7,0,5,81% (144/177),3.0,,1.41,2,2,5,6,0,,16,0,0,8,56% (15/27),71% (53/75),38% (3/8),0.34,5,5,83% (5/6),32,17,8,0,0,2,0.25,0.25
FA Cup,4° turno,15.02.2026,Stoke,Fulham,Totale,Casa,Stoke,WOQNKDhR,0.38,32%,8,3,0,1,78% (219/280),1.0,,0.85,2,3,2,6,1,,12,0,5,10,43% (17/40),58% (36/62),25% (3/12),0.19,17,5,30% (3/10),40,34,10,1,1,6,2.41,0.41
FA Cup,4° turno,15.02.2026,Stoke,Fulham,Totale,Ospite,Fulham,WOQNKDhR,1.57,68%,17,8,3,11,86% (508/588),2.0,,2.41,7,2,13,4,0,,53,0,1,5,58% (29/50),77% (135/175),20% (5/25),1.69,14,10,53% (8/15),41,32,11,0,0,2,0.85,-0.15
FA Cup,4° turno,15.02.2026,Stoke,Fulham,1° tempo,Casa,Stoke,WOQNKDhR,0.19,30%,4,2,0,0,77% (101/132),0.0,,0.38,0,2,1,3,0,,2,0,4,6,47% (9/19),31% (5/16),33% (1/3),0.04,7,2,14% (1/7),25,16,6,1,0,4,1.15,1.15
FA Cup,4° turno,15.02.2026,Stoke,Fulham,1° tempo,Ospite,Fulham,WOQNKDhR,0.77,70%,10,4,2,8,87% (270/310),1.0,,1.15,5,1,7,3,0,,28,0,1,2,68% (15/22),82% (70/85),31% (5/16),1.21,9,6,67% (2/3),12,10,5,0,0,1,0.38,-0.62
FA Cup,4° turno,15.02.2026,Stoke,Fulham,2° tempo,Casa,Stoke,WOQNKDhR,0.19,35%,4,1,0,1,80% (118/148),1.0,,0.47,2,1,1,3,1,,10,0,1,4,38% (8/21),67% (31/46),22% (2/9),0.15,10,3,67% (2/3),15,18,4,0,1,2,1.26,-0.74
FA Cup,4° turno,15.02.2026,Stoke,Fulham,2° tempo,Ospite,Fulham,WOQNKDhR,0.8,65%,7,4,1,3,86% (238/278),1.0,,1.26,2,1,6,1,0,,25,0,0,3,50% (14/28),72% (65/90),0% (0/9),0.48,5,4,50% (6/12),29,22,6,0,0,1,0.47,0.47
FA Cup,4° turno,15.02.2026,Arsenal,Wigan,Totale,Casa,Arsenal,x4xcA5Yi,2.29,73%,17,6,5,5,91% (588/649),2.0,,2.79,4,7,12,5,1,,45,6,4,13,69% (22/32),82% (176/214),17% (2/12),2.78,12,9,67% (8/12),44,15,2,0,0,2,0.35,0.35
FA Cup,4° turno,15.02.2026,Arsenal,Wigan,Totale,Ospite,Wigan,x4xcA5Yi,0.48,27%,2,2,1,0,72% (165/229),2.0,,0.35,0,0,1,1,0,,5,0,1,9,24% (10/42),31% (12/39),0% (0/10),0.04,12,13,32% (6/19),36,28,10,0,0,2,2.79,-0.21
FA Cup,4° turno,15.02.2026,Arsenal,Wigan,1° tempo,Casa,Arsenal,x4xcA5Yi,1.81,71%,9,4,4,3,90% (295/327),,,2.32,2,3,6,3,0,,21,4,2,6,65% (11/17),83% (88/106),25% (1/4),1.86,6,1,63% (5/8),27,12,1,0,0,2,0.35,0.35
FA Cup,4° turno,15.02.2026,Arsenal,Wigan,1° tempo,Ospite,Wigan,x4xcA5Yi,0.48,29%,2,2,1,0,75% (97/129),,,0.35,0,0,1,1,0,,5,0,0,1,32% (8/25),40% (10/25),0% (0/5),0.03,9,6,23% (3/13),20,11,3,0,0,0,2.32,-0.68
FA Cup,4° turno,15.02.2026,Arsenal,Wigan,2° tempo,Casa,Arsenal,x4xcA5Yi,0.48,75%,8,2,1,2,91% (293/322),2.0,,0.47,2,4,6,2,1,,24,2,2,7,73% (11/15),81% (88/108),13% (1/8),0.92,6,8,75% (3/4),17,3,1,0,0,0,0.0,0.0
FA Cup,4° turno,15.02.2026,Arsenal,Wigan,2° tempo,Ospite,Wigan,x4xcA5Yi,0.0,25%,0,0,0,0,68% (68/100),2.0,,0.0,0,0,0,0,0,,0,0,1,8,12% (2/17),14% (2/14),0% (0/5),0.01,3,7,50% (3/6),16,17,7,0,0,2,0.47,0.47
FA Cup,4° turno,16.02.2026,Macclesfield,Brentford,Totale,Casa,Macclesfield,8SppauQj,0.46,26%,7,1,0,2,42% (71/168),2.0,,0.16,3,3,5,2,0,,10,0,2,14,16% (10/61),29% (28/95),31% (4/13),0.14,16,7,50% (8/16),54,44,7,1,0,1,0.67,0.67
FA Cup,4° turno,16.02.2026,Macclesfield,Brentford,Totale,Ospite,Brentford,8SppauQj,1.53,74%,16,1,1,9,81% (394/487),2.0,,0.67,7,8,14,2,0,,33,0,1,7,46% (39/85),75% (121/161),29% (9/31),1.44,26,14,80% (8/10),49,29,2,2,0,1,0.16,0.16
FA Cup,4° turno,16.02.2026,Macclesfield,Brentford,1° tempo,Casa,Macclesfield,8SppauQj,0.14,23%,3,0,0,2,48% (38/79),0.0,,0.0,2,1,1,2,0,,2,0,1,7,13% (3/23),36% (15/42),0% (0/5),0.02,10,4,57% (4/7),23,18,0,1,0,1,0.67,0.67
FA Cup,4° turno,16.02.2026,Macclesfield,Brentford,1° tempo,Ospite,Brentford,8SppauQj,0.74,77%,7,1,0,2,86% (229/265),1.0,,0.67,1,5,6,1,0,,15,0,0,4,54% (19/35),81% (65/80),25% (3/12),0.5,8,7,80% (4/5),21,15,0,1,0,0,0.0,0.0
FA Cup,4° turno,16.02.2026,Macclesfield,Brentford,2° tempo,Casa,Macclesfield,8SppauQj,0.32,29%,4,1,0,0,37% (33/89),2.0,,0.16,1,2,4,0,0,,8,0,1,7,18% (7/38),25% (13/53),50% (4/8),0.12,6,3,44% (4/9),31,26,7,0,0,0,0.0,0.0
FA Cup,4° turno,16.02.2026,Macclesfield,Brentford,2° tempo,Ospite,Brentford,8SppauQj,0.79,71%,9,0,1,7,74% (165/222),1.0,,0.0,6,3,8,1,0,,18,0,1,3,40% (20/50),69% (56/81),32% (6/19),0.94,18,7,80% (4/5),28,14,2,1,0,1,0.16,0.16
FA Cup,4° turno,03.03.2026,Port Vale,Bristol City,Totale,Casa,Port Vale,MefAn2to,1.72,28%,11,4,4,5,53% (147/280),5.0,,1.39,6,1,8,3,0,,24,0,0,15,28% (26/92),37% (36/98),21% (3/14),0.77,38,14,70% (16/23),61,39,9,0,0,2,0.24,0.24
FA Cup,4° turno,03.03.2026,Port Vale,Bristol City,Totale,Ospite,Bristol City,MefAn2to,0.97,72%,16,2,2,11,84% (619/737),2.0,,0.24,4,10,10,6,0,,34,0,4,14,40% (36/90),65% (111/170),10% (3/30),0.52,43,15,57% (13/23),70,59,7,1,1,2,1.39,0.39
FA Cup,4° turno,03.03.2026,Port Vale,Bristol City,1° tempo,Casa,Port Vale,MefAn2to,0.78,32%,6,1,1,4,56% (74/132),1.0,,0.27,4,1,4,2,0,,13,0,0,5,24% (9/37),38% (19/50),22% (2/9),0.58,13,6,80% (8/10),25,13,7,0,0,0,0.0,0.0
FA Cup,4° turno,03.03.2026,Port Vale,Bristol City,1° tempo,Ospite,Bristol City,MefAn2to,0.25,68%,5,0,1,2,82% (247/302),1.0,,0.0,1,4,3,2,0,,10,0,1,6,29% (11/38),62% (36/58),0% (0/5),0.12,14,5,56% (5/9),30,28,4,0,0,1,0.27,0.27
FA Cup,4° turno,03.03.2026,Port Vale,Bristol City,2° tempo,Casa,Port Vale,MefAn2to,0.03,22%,1,0,0,0,44% (34/77),2.0,,0.0,1,0,0,1,0,,6,0,0,4,29% (9/31),26% (5/19),0% (0/3),0.08,19,5,56% (5/9),17,18,2,0,0,1,0.08,0.08
FA Cup,4° turno,03.03.2026,Port Vale,Bristol City,2° tempo,Ospite,Bristol City,MefAn2to,0.36,78%,3,1,1,7,85% (232/274),0.0,,0.08,1,1,2,1,0,,11,0,2,5,49% (18/37),57% (35/61),7% (1/15),0.22,17,4,40% (2/5),24,19,2,0,0,0,0.0,0.0
FA Cup,4° turno,03.03.2026,Port Vale,Bristol City,Supplementari,Casa,Port Vale,MefAn2to,0.91,30%,4,3,3,1,55% (39/71),2.0,,1.12,1,0,4,0,0,,5,0,0,6,33% (8/24),41% (12/29),50% (1/2),0.11,6,3,75% (3/4),19,8,0,0,0,1,0.16,0.16
FA Cup,4° turno,03.03.2026,Port Vale,Bristol City,Supplementari,Ospite,Bristol City,MefAn2to,0.36,70%,8,1,0,2,87% (140/161),1.0,,0.16,2,5,5,3,0,,13,0,1,3,47% (7/15),78% (40/51),20% (2/10),0.18,12,6,67% (6/9),16,12,1,1,1,1,1.12,0.12
FA Cup,5° turno,06.03.2026,Wolves,Liverpool,Totale,Casa,Wolves,EuLBpXrm,0.44,33%,4,3,1,0,81% (251/310),2.0,,1.07,1,0,2,2,0,,8,0,0,7,38% (15/40),68% (42/62),20% (2/10),0.13,9,13,33% (5/15),38,28,5,2,0,6,2.45,-0.55
FA Cup,5° turno,06.03.2026,Wolves,Liverpool,Totale,Ospite,Liverpool,EuLBpXrm,1.91,67%,20,9,1,11,92% (575/628),1.0,,2.45,5,6,9,11,0,,36,0,3,13,58% (25/43),86% (214/248),23% (6/26),2.0,16,7,54% (7/13),42,13,6,0,0,2,1.07,0.07
FA Cup,5° turno,06.03.2026,Wolves,Liverpool,1° tempo,Casa,Wolves,EuLBpXrm,0.0,29%,0,0,0,0,80% (109/137),1.0,,0.0,0,0,0,0,0,,4,0,0,3,18% (3/17),69% (18/26),17% (1/6),0.05,4,5,44% (4/9),20,16,2,2,0,3,0.32,0.32
FA Cup,5° turno,06.03.2026,Wolves,Liverpool,1° tempo,Ospite,Liverpool,EuLBpXrm,0.61,71%,11,3,0,8,93% (315/337),0.0,,0.32,2,6,4,7,0,,18,0,2,5,79% (15/19),88% (136/154),21% (4/19),0.5,8,3,50% (4/8),20,6,4,0,0,0,0.0,0.0
FA Cup,5° turno,06.03.2026,Wolves,Liverpool,2° tempo,Casa,Wolves,EuLBpXrm,0.44,37%,4,3,1,0,82% (142/173),1.0,,1.07,1,0,2,2,0,,4,0,0,4,52% (12/23),67% (24/36),25% (1/4),0.08,5,8,17% (1/6),18,12,3,0,0,3,2.13,-0.87
FA Cup,5° turno,06.03.2026,Wolves,Liverpool,2° tempo,Ospite,Liverpool,EuLBpXrm,1.3,63%,9,6,1,3,89% (260/291),1.0,,2.13,3,0,5,4,0,,18,0,1,8,42% (10/24),83% (78/94),29% (2/7),1.5,8,4,60% (3/5),22,7,2,0,0,2,1.07,0.07
FA Cup,5° turno,07.03.2026,Mansfield,Arsenal,Totale,Casa,Mansfield,nRvZvTCO,1.99,33%,18,5,1,4,74% (192/260),4.0,,1.11,9,4,11,7,0,,28,0,1,6,40% (22/55),56% (45/80),29% (6/21),0.87,16,16,23% (5/22),44,28,7,1,0,5,2.44,0.44
FA Cup,5° turno,07.03.2026,Mansfield,Arsenal,Totale,Ospite,Arsenal,nRvZvTCO,2.46,67%,19,8,4,8,84% (461/546),2.0,,2.44,6,5,17,2,1,,57,3,1,16,45% (21/47),72% (113/157),8% (1/12),2.49,16,6,80% (8/10),50,33,3,3,1,4,1.11,0.11
FA Cup,5° turno,07.03.2026,Mansfield,Arsenal,1° tempo,Casa,Mansfield,nRvZvTCO,1.21,32%,11,1,0,2,72% (99/137),,,0.1,8,2,6,5,0,,16,0,0,2,36% (10/28),55% (23/42),30% (3/10),0.28,5,9,17% (2/12),22,15,3,1,0,3,1.13,0.13
FA Cup,5° turno,07.03.2026,Mansfield,Arsenal,1° tempo,Ospite,Arsenal,nRvZvTCO,1.31,68%,10,4,2,3,86% (267/309),,,1.13,3,3,8,2,1,,25,2,1,9,50% (11/22),72% (59/82),0% (0/4),1.02,8,2,60% (3/5),25,13,2,3,0,1,0.1,0.1
FA Cup,5° turno,07.03.2026,Mansfield,Arsenal,2° tempo,Casa,Mansfield,nRvZvTCO,0.78,35%,7,4,1,2,76% (93/123),4.0,,1.01,1,2,5,2,0,,12,0,1,4,44% (12/27),58% (22/38),27% (3/11),0.59,11,7,30% (3/10),22,13,4,0,0,2,1.31,0.31
FA Cup,5° turno,07.03.2026,Mansfield,Arsenal,2° tempo,Ospite,Arsenal,nRvZvTCO,1.15,65%,9,4,2,5,82% (194/237),2.0,,1.31,3,2,9,0,0,,32,1,0,7,40% (10/25),72% (54/75),13% (1/8),1.47,8,4,100% (5/5),25,20,1,0,1,3,1.01,0.01
FA Cup,5° turno,07.03.2026,Wrexham,Chelsea,Totale,Casa,Wrexham,fJMRtkrC,1.87,32%,19,5,2,9,79% (360/456),2.0,1.0,1.54,6,8,12,7,0,,27,3,5,6,37% (26/70),64% (68/106),15% (4/27),1.28,23,11,54% (15/28),54,34,11,0,0,3,1.78,-1.22
FA Cup,5° turno,07.03.2026,Wrexham,Chelsea,Totale,Ospite,Chelsea,fJMRtkrC,1.72,68%,21,7,3,4,91% (920/1010),3.0,0.0,1.78,8,6,14,7,1,,47,1,1,11,45% (22/49),81% (217/269),12% (3/26),1.49,30,6,36% (4/11),51,30,11,1,0,2,1.54,-0.46
