Competizione,Turno,Data,Casa,Ospite,Periodo,Lato,Squadra,ID partita,Goal previsti (xG),Possesso palla,Tiri totali,Tiri in porta,Grandi occasioni,Calci d'angolo,Passaggi,Cartellini gialli,Cartellini rossi,xG sui Tiri in porta (xGOT),Tiri fuori,Tiri fermati,Tiri dall'area di rigore,Tiri da fuori area,Pali colpiti,Gol di testa,Palloni toccati nell'area avversaria,Passaggi filtranti riusciti,Fuorigioco,Punizioni,Passaggi lunghi,Passaggi offensivi,Cross,Assist previsti (xA),Rimesse Laterali,Falli,Tackles,Contrasti vinti,Respinte difensive,Palle intercettate,Errori che hanno portato al tiro,Errori che hanno portato al gol,Parate,xGot affrontati,Gol evitati
FA Cup,3° turno,11.01.2026,West Ham,QPR,1° tempo,Casa,West Ham,GWlnLcM0,0.88,74%,4,3,2,3,89% (312/351),,,1.36,0,1,4,0,0,,10,0,0,5,42% (10/24),68% (58/85),20% (2/10),0.23,7,5,100% (5/5),19,9,4,0,0,0,0.0,0.0
FA Cup,3° turno,11.01.2026,West Ham,QPR,1° tempo,Ospite,QPR,GWlnLcM0,0.15,26%,3,0,0,1,69% (85/123),,,0.0,3,0,2,1,0,,7,1,0,5,30% (8/27),64% (30/47),33% (2/6),0.22,10,5,100% (5/5),19,13,6,0,1,2,1.36,0.36
FA Cup,3° turno,11.01.2026,West Ham,QPR,2° tempo,Casa,West Ham,GWlnLcM0,0.5,65%,10,1,0,5,85% (243/285),3.0,,0.06,1,8,7,3,0,,19,0,0,4,34% (10/29),65% (51/78),36% (5/14),1.0,12,9,100% (4/4),22,11,5,0,0,2,0.45,-0.55
FA Cup,3° turno,11.01.2026,West Ham,QPR,2° tempo,Ospite,QPR,GWlnLcM0,0.21,35%,5,3,0,1,73% (115/157),3.0,,0.45,1,1,5,0,0,,9,1,0,9,36% (9/25),45% (17/38),60% (3/5),0.4,8,4,69% (11/16),38,23,4,0,0,1,0.06,0.06
FA Cup,3° turno,11.01.2026,West Ham,QPR,Supplementari,Casa,West Ham,GWlnLcM0,0.65,61%,5,3,2,3,83% (136/163),0.0,,1.21,1,1,5,0,0,1.0,11,0,0,4,37% (7/19),75% (49/65),22% (2/9),0.35,5,4,83% (5/6),20,19,1,0,0,0,0.0,0.0
FA Cup,3° turno,11.01.2026,West Ham,QPR,Supplementari,Ospite,QPR,GWlnLcM0,0.07,39%,2,0,0,1,65% (70/107),1.0,,0.0,1,1,1,1,0,0.0,8,0,0,4,21% (4/19),47% (20/43),50% (1/2),0.24,9,4,100% (5/5),25,11,3,0,0,2,1.21,0.21
FA Cup,3° turno,11.01.2026,Norwich,Walsall,Totale,Casa,Norwich,M9TC6b77,3.11,78%,23,15,6,10,91% (688/760),,,3.2,4,4,20,3,0,,50,1,1,7,64% (28/44),79% (166/209),29% (8/28),2.66,17,10,52% (13/25),49,21,9,1,0,0,0.02,-0.98
FA Cup,3° turno,11.01.2026,Norwich,Walsall,Totale,Ospite,Walsall,M9TC6b77,0.32,22%,5,1,0,3,67% (143/215),,,0.02,3,1,2,3,0,,4,0,2,10,33% (17/51),48% (24/50),33% (4/12),0.23,20,7,52% (13/25),48,32,11,1,0,8,3.2,-1.8
FA Cup,3° turno,11.01.2026,Norwich,Walsall,1° tempo,Casa,Norwich,M9TC6b77,1.92,81%,12,8,4,5,88% (370/421),,,1.45,2,2,11,1,0,,28,0,1,0,54% (13/24),73% (90/124),36% (5/14),1.33,8,5,47% (8/17),30,10,6,0,0,0,0.0,0.0
FA Cup,3° turno,11.01.2026,Norwich,Walsall,1° tempo,Ospite,Walsall,M9TC6b77,0.0,19%,0,0,0,0,59% (61/103),,,0.0,0,0,0,0,0,,0,0,0,5,16% (4/25),29% (7/24),0% (0/1),0.01,13,0,55% (6/11),20,22,8,1,0,4,1.45,-0.55
FA Cup,3° turno,11.01.2026,Norwich,Walsall,2° tempo,Casa,Norwich,M9TC6b77,1.19,74%,11,7,2,5,94% (318/339),,,1.75,2,2,9,2,0,,22,1,0,7,75% (15/20),89% (76/85),21% (3/14),1.33,9,5,63% (5/8),19,11,3,1,0,0,0.02,-0.98
FA Cup,3° turno,11.01.2026,Norwich,Walsall,2° tempo,Ospite,Walsall,M9TC6b77,0.32,26%,5,1,0,3,73% (82/112),,,0.02,3,1,2,3,0,,4,0,2,5,50% (13/26),65% (17/26),36% (4/11),0.22,7,7,50% (7/14),28,10,3,0,0,4,1.75,-1.25
FA Cup,3° turno,11.01.2026,Hull,Blackburn,Totale,Casa,Hull,G6NaiM2d,1.45,56%,19,2,2,10,74% (412/559),4.0,,0.46,12,5,11,8,1,,33,0,2,18,40% (44/109),59% (91/153),18% (5/28),1.22,35,15,50% (18/36),89,38,14,1,0,1,0.59,0.59
FA Cup,3° turno,11.01.2026,Hull,Blackburn,Totale,Ospite,Blackburn,G6NaiM2d,0.67,44%,10,1,0,6,67% (294/438),3.0,,0.59,6,3,6,4,0,,19,0,5,15,37% (31/84),58% (87/151),12% (3/25),0.45,38,18,61% (17/28),78,48,19,1,0,2,0.46,0.46
FA Cup,3° turno,11.01.2026,Hull,Blackburn,1° tempo,Casa,Hull,G6NaiM2d,0.4,53%,4,1,1,1,77% (164/214),1.0,,0.35,1,2,2,2,0,,8,0,1,8,49% (20/41),52% (22/42),25% (1/4),0.4,12,6,53% (8/15),34,16,8,0,0,0,0.0,0.0
FA Cup,3° turno,11.01.2026,Hull,Blackburn,1° tempo,Ospite,Blackburn,G6NaiM2d,0.14,47%,4,0,0,4,71% (132/185),1.0,,0.0,2,2,2,2,0,,7,0,2,6,36% (9/25),64% (36/56),15% (2/13),0.14,17,8,58% (7/12),30,15,7,0,0,1,0.35,0.35
FA Cup,3° turno,11.01.2026,Hull,Blackburn,2° tempo,Casa,Hull,G6NaiM2d,0.47,59%,9,0,0,8,73% (156/213),2.0,,0.0,7,2,5,4,0,,11,0,0,5,31% (12/39),63% (42/67),7% (1/14),0.17,14,6,50% (8/16),30,8,3,1,0,0,0.0,0.0
FA Cup,3° turno,11.01.2026,Hull,Blackburn,2° tempo,Ospite,Blackburn,G6NaiM2d,0.24,41%,4,0,0,1,63% (96/153),1.0,,0.0,3,1,2,2,0,,6,0,2,6,33% (12/36),51% (26/51),0% (0/4),0.19,14,5,58% (7/12),32,20,7,1,0,0,0.0,0.0
FA Cup,3° turno,11.01.2026,Hull,Blackburn,Supplementari,Casa,Hull,G6NaiM2d,0.58,57%,6,1,1,1,70% (92/132),1.0,,0.11,4,1,4,2,1,,14,0,1,5,41% (12/29),61% (27/44),30% (3/10),0.65,9,3,40% (2/5),25,14,3,0,0,1,0.59,0.59
FA Cup,3° turno,11.01.2026,Hull,Blackburn,Supplementari,Ospite,Blackburn,G6NaiM2d,0.29,43%,2,1,0,1,66% (66/100),1.0,,0.59,1,0,2,0,0,,6,0,1,3,43% (10/23),57% (25/44),13% (1/8),0.12,7,5,75% (3/4),16,13,5,0,0,1,0.11,0.11
FA Cup,3° turno,11.01.2026,Swansea,West Brom,Totale,Casa,Swansea,O8rLb4AM,2.59,60%,23,7,5,13,82% (564/688),1.0,,2.8,12,4,16,7,1,,38,0,2,15,46% (36/79),71% (119/168),34% (10/29),1.81,30,8,63% (12/19),59,22,14,0,0,1,1.75,-0.25
FA Cup,3° turno,11.01.2026,Swansea,West Brom,Totale,Ospite,West Brom,O8rLb4AM,1.45,40%,13,3,0,5,72% (336/464),3.0,,1.75,5,5,8,5,1,,19,0,2,8,33% (27/82),51% (51/100),21% (3/14),0.62,33,15,58% (14/24),60,42,10,0,0,5,2.8,0.8
FA Cup,3° turno,11.01.2026,Swansea,West Brom,1° tempo,Casa,Swansea,O8rLb4AM,0.61,55%,9,2,1,3,84% (214/256),,,0.72,7,0,6,3,0,,13,0,0,2,36% (9/25),71% (41/58),38% (3/8),0.52,8,2,70% (7/10),20,8,5,0,0,0,0.0,0.0
FA Cup,3° turno,11.01.2026,Swansea,West Brom,1° tempo,Ospite,West Brom,O8rLb4AM,0.24,45%,5,0,0,2,81% (166/205),,,0.0,3,2,3,2,0,,7,0,2,2,42% (11/26),69% (27/39),29% (2/7),0.3,13,2,45% (5/11),26,13,2,0,0,2,0.72,0.72
FA Cup,3° turno,11.01.2026,Swansea,West Brom,2° tempo,Casa,Swansea,O8rLb4AM,1.45,64%,10,3,3,6,81% (204/253),1.0,,1.44,4,3,8,2,0,,14,0,1,8,47% (14/30),68% (40/59),38% (5/13),1.03,14,4,60% (3/5),23,5,6,0,0,0,0.88,-0.12
FA Cup,3° turno,11.01.2026,Swansea,West Brom,2° tempo,Ospite,West Brom,O8rLb4AM,0.74,36%,3,1,0,2,70% (102/145),2.0,,0.88,0,2,2,1,1,,3,0,0,4,30% (10/33),35% (8/23),0% (0/4),0.01,9,8,71% (5/7),19,15,3,0,0,2,1.44,0.44
FA Cup,3° turno,11.01.2026,Swansea,West Brom,Supplementari,Casa,Swansea,O8rLb4AM,0.53,62%,4,2,1,4,82% (146/179),0.0,,0.64,1,1,2,2,1,,11,0,1,5,54% (13/24),75% (38/51),25% (2/8),0.26,8,2,50% (2/4),16,9,3,0,0,1,0.87,-0.13
FA Cup,3° turno,11.01.2026,Swansea,West Brom,Supplementari,Ospite,West Brom,O8rLb4AM,0.47,38%,5,2,0,1,60% (68/114),1.0,,0.87,2,1,3,2,0,,9,0,0,2,26% (6/23),42% (16/38),33% (1/3),0.31,11,5,67% (4/6),15,14,5,0,0,1,0.64,-0.36
FA Cup,3° turno,11.01.2026,Sheffield Utd,Mansfield,Totale,Casa,Sheffield Utd,WE5nFPf3,2.27,79%,23,5,3,11,89% (669/748),2.0,,1.62,10,8,20,3,0,,44,0,3,8,56% (23/41),77% (205/265),28% (8/29),1.22,18,6,86% (12/14),54,21,4,1,1,2,2.23,-1.77
FA Cup,3° turno,11.01.2026,Sheffield Utd,Mansfield,Totale,Ospite,Mansfield,WE5nFPf3,1.16,21%,12,6,2,5,63% (125/197),1.0,,2.23,4,2,5,7,0,,8,0,1,6,30% (17/56),55% (47/85),20% (2/10),0.25,9,8,58% (15/26),49,47,5,0,0,3,1.62,-0.38
FA Cup,3° turno,11.01.2026,Sheffield Utd,Mansfield,1° tempo,Casa,Sheffield Utd,WE5nFPf3,0.77,78%,9,1,1,3,90% (358/396),,,0.17,3,5,7,2,0,,18,0,1,4,57% (13/23),77% (92/120),17% (2/12),0.55,6,4,78% (7/9),25,13,2,0,0,2,0.61,-1.39
FA Cup,3° turno,11.01.2026,Sheffield Utd,Mansfield,1° tempo,Ospite,Mansfield,WE5nFPf3,0.27,22%,5,4,0,4,69% (78/113),,,0.61,1,0,1,4,0,,2,0,0,4,35% (9/26),53% (18/34),0% (0/7),0.06,5,4,50% (5/10),19,14,2,0,0,0,0.17,-0.83
FA Cup,3° turno,11.01.2026,Sheffield Utd,Mansfield,2° tempo,Casa,Sheffield Utd,WE5nFPf3,1.5,81%,14,4,2,8,88% (311/352),2.0,,1.45,7,3,13,1,0,,26,0,2,4,56% (10/18),78% (113/145),35% (6/17),0.67,12,2,100% (5/5),29,8,2,1,1,0,1.62,-0.38
FA Cup,3° turno,11.01.2026,Sheffield Utd,Mansfield,2° tempo,Ospite,Mansfield,WE5nFPf3,0.89,19%,7,2,2,1,56% (47/84),1.0,,1.62,3,2,4,3,0,,6,0,1,2,27% (8/30),57% (29/51),67% (2/3),0.19,4,4,63% (10/16),30,33,3,0,0,3,1.45,0.45
FA Cup,3° turno,11.01.2026,Manchester Utd,Brighton,Totale,Casa,Manchester Utd,Y7LCyJ6s,1.3,60%,19,8,2,6,85% (445/523),4.0,1.0,1.62,8,3,13,6,0,1.0,31,1,5,15,60% (24/40),74% (117/159),24% (6/25),1.11,22,11,52% (12/23),56,13,8,1,0,1,1.54,-0.46
FA Cup,3° turno,11.01.2026,Manchester Utd,Brighton,Totale,Ospite,Brighton,Y7LCyJ6s,1.24,40%,13,4,4,1,82% (294/360),1.0,0.0,1.54,5,4,9,4,0,0.0,23,1,4,11,52% (28/54),74% (61/82),38% (3/8),1.06,13,15,50% (11/22),49,30,8,1,0,7,1.62,0.62
FA Cup,3° turno,11.01.2026,Manchester Utd,Brighton,1° tempo,Casa,Manchester Utd,Y7LCyJ6s,0.85,62%,12,4,2,4,87% (242/277),,,0.81,5,3,6,6,0,,17,1,3,9,63% (12/19),76% (65/85),30% (3/10),0.66,10,3,46% (6/13),32,11,6,1,0,1,0.79,-0.21
FA Cup,3° turno,11.01.2026,Manchester Utd,Brighton,1° tempo,Ospite,Brighton,Y7LCyJ6s,0.89,38%,7,3,3,1,81% (137/169),,,0.79,2,2,6,1,0,,16,1,2,3,50% (14/28),75% (30/40),43% (3/7),0.91,6,9,50% (3/6),16,16,2,1,0,4,0.81,0.81
FA Cup,3° turno,11.01.2026,Manchester Utd,Brighton,2° tempo,Casa,Manchester Utd,Y7LCyJ6s,0.45,57%,7,4,0,2,83% (203/246),4.0,1.0,0.81,3,0,7,0,0,1.0,14,0,2,6,57% (12/21),70% (52/74),20% (3/15),0.45,12,8,60% (6/10),24,2,2,0,0,0,0.75,-0.25
FA Cup,3° turno,11.01.2026,Manchester Utd,Brighton,2° tempo,Ospite,Brighton,Y7LCyJ6s,0.35,43%,6,1,1,0,82% (157/191),1.0,0.0,0.75,3,2,3,3,0,0.0,7,0,2,8,54% (14/26),74% (31/42),0% (0/1),0.15,7,6,50% (8/16),33,14,6,0,0,3,0.81,-0.19
FA Cup,3° turno,12.01.2026,Liverpool,Barnsley,Totale,Casa,Liverpool,80rUVEzJ,2.04,75%,21,7,2,11,91% (668/732),1.0,,2.33,3,11,14,7,1,,44,1,0,7,46% (17/37),86% (261/302),12% (4/33),2.45,21,6,50% (6/12),43,17,7,0,1,2,1.01,0.01
FA Cup,3° turno,12.01.2026,Liverpool,Barnsley,Totale,Ospite,Barnsley,80rUVEzJ,1.21,25%,9,4,1,5,75% (173/232),0.0,,1.01,3,2,4,5,1,,18,0,2,6,35% (16/46),64% (37/58),29% (4/14),0.48,11,7,75% (9/12),36,33,14,0,0,3,2.33,-1.67
FA Cup,3° turno,12.01.2026,Liverpool,Barnsley,1° tempo,Casa,Liverpool,80rUVEzJ,0.44,78%,9,3,0,5,92% (368/399),1.0,,0.44,0,6,5,4,0,,20,1,0,4,47% (9/19),87% (125/144),6% (1/17),0.67,10,4,33% (1/3),15,6,2,0,1,2,1.01,0.01
FA Cup,3° turno,12.01.2026,Liverpool,Barnsley,1° tempo,Ospite,Barnsley,80rUVEzJ,0.96,22%,5,3,1,1,74% (81/110),0.0,,1.01,2,0,2,3,1,,7,0,1,4,30% (7/23),59% (13/22),40% (2/5),0.21,6,4,80% (4/5),18,17,8,0,0,1,0.44,-1.56
FA Cup,3° turno,12.01.2026,Liverpool,Barnsley,2° tempo,Casa,Liverpool,80rUVEzJ,1.6,72%,12,4,2,6,90% (300/333),,,1.89,3,5,9,3,1,,24,0,0,3,44% (8/18),86% (136/158),19% (3/16),1.78,11,2,56% (5/9),28,11,5,0,0,0,0.0,0.0
FA Cup,3° turno,12.01.2026,Liverpool,Barnsley,2° tempo,Ospite,Barnsley,80rUVEzJ,0.25,28%,4,1,0,4,75% (92/122),,,0.0,1,2,2,2,0,,11,0,1,2,39% (9/23),67% (24/36),22% (2/9),0.27,5,3,71% (5/7),18,16,6,0,0,2,1.89,-0.11
FA Cup,3° turno,20.01.2026,Salford,Swindon,Totale,Casa,Salford,UZELZdyf,1.54,45%,12,5,4,3,55% (165/302),1.0,,2.29,4,3,7,5,0,1.0,18,2,2,10,29% (26/89),46% (51/111),42% (5/12),1.09,25,12,55% (11/20),56,27,8,0,0,2,1.27,-0.73
FA Cup,3° turno,20.01.2026,Salford,Swindon,Totale,Ospite,Swindon,UZELZdyf,1.25,55%,17,4,2,5,64% (238/370),2.0,,1.27,9,4,7,10,0,1.0,22,2,1,12,32% (30/93),57% (81/143),21% (3/14),1.38,28,10,85% (17/20),55,36,7,0,0,2,2.29,-0.71
FA Cup,3° turno,20.01.2026,Salford,Swindon,1° tempo,Casa,Salford,UZELZdyf,0.25,53%,4,1,1,3,59% (106/181),0.0,,0.73,1,2,3,1,0,1.0,6,1,0,5,29% (14/48),46% (32/70),40% (4/10),0.54,17,6,50% (3/6),27,4,4,0,0,1,0.03,0.03
FA Cup,3° turno,20.01.2026,Salford,Swindon,1° tempo,Ospite,Swindon,UZELZdyf,0.21,47%,5,1,0,2,62% (101/163),1.0,,0.03,4,0,1,4,0,0.0,4,1,1,6,31% (14/45),44% (22/50),17% (1/6),0.41,11,5,82% (9/11),27,30,4,0,0,0,0.73,-0.27
FA Cup,3° turno,20.01.2026,Salford,Swindon,2° tempo,Casa,Salford,UZELZdyf,1.29,37%,8,4,3,0,49% (59/121),1.0,,1.56,3,1,4,4,0,0.0,12,1,2,5,29% (12/41),46% (19/41),50% (1/2),0.55,8,6,57% (8/14),29,23,4,0,0,1,1.24,-0.76
FA Cup,3° turno,20.01.2026,Salford,Swindon,2° tempo,Ospite,Swindon,UZELZdyf,1.04,63%,12,3,2,3,66% (137/207),1.0,,1.24,5,4,6,6,0,1.0,18,1,0,6,33% (16/48),63% (59/93),25% (2/8),0.97,17,5,89% (8/9),28,6,3,0,0,2,1.56,-0.44
FA Cup,4° turno,13.02.2026,Hull,Chelsea,Totale,Casa,Hull,GU556NXG,0.87,24%,10,3,1,7,67% (158/237),2.0,,0.86,3,4,7,3,1,,23,1,4,10,27% (16/59),52% (47/91),24% (5/21),1.11,16,6,50% (10/20),48,20,13,0,0,3,1.75,-2.25
FA Cup,4° turno,13.02.2026,Hull,Chelsea,Totale,Ospite,Chelsea,GU556NXG,1.36,76%,13,8,2,4,92% (746/814),2.0,,1.75,3,2,8,5,1,,30,2,1,6,56% (15/27),75% (115/153),22% (2/9),1.31,15,10,40% (4/10),50,39,6,2,0,3,0.86,0.86
FA Cup,4° turno,13.02.2026,Hull,Chelsea,1° tempo,Casa,Hull,GU556NXG,0.64,24%,5,1,1,1,65% (86/133),0.0,,0.05,2,2,3,2,0,,8,0,2,5,21% (7/34),50% (22/44),25% (2/8),0.73,10,2,57% (4/7),19,13,6,0,0,1,0.47,-0.53
FA Cup,4° turno,13.02.2026,Hull,Chelsea,1° tempo,Ospite,Chelsea,GU556NXG,0.9,76%,7,3,1,1,92% (417/452),1.0,,0.47,2,2,4,3,1,,16,2,0,2,60% (6/10),76% (81/107),17% (1/6),0.66,3,5,40% (2/5),25,19,3,1,0,1,0.05,0.05
FA Cup,4° turno,13.02.2026,Hull,Chelsea,2° tempo,Casa,Hull,GU556NXG,0.23,24%,5,2,0,6,69% (72/104),2.0,,0.81,1,2,4,1,1,,15,1,2,5,36% (9/25),53% (25/47),23% (3/13),0.38,6,4,46% (6/13),29,7,7,0,0,2,1.28,-1.72
FA Cup,4° turno,13.02.2026,Hull,Chelsea,2° tempo,Ospite,Chelsea,GU556NXG,0.46,76%,6,5,1,3,91% (329/362),1.0,,1.28,1,0,4,2,0,,14,0,1,4,53% (9/17),74% (34/46),33% (1/3),0.65,12,5,40% (2/5),25,20,3,1,0,2,0.81,0.81
FA Cup,4° turno,13.02.2026,Wrexham,Ipswich,Totale,Casa,Wrexham,p8SFMZNE,1.46,46%,13,5,2,8,80% (359/450),0.0,,1.23,4,4,5,8,0,,13,0,2,7,19% (12/62),71% (100/140),13% (3/23),0.93,20,8,73% (16/22),47,28,7,0,0,1,0.0,0.0
FA Cup,4° turno,13.02.2026,Wrexham,Ipswich,Totale,Ospite,Ipswich,p8SFMZNE,1.25,54%,10,0,4,5,85% (448/529),1.0,,0.0,4,6,8,2,0,,29,0,1,8,41% (19/46),76% (113/149),29% (6/21),1.37,21,7,38% (6/16),51,28,14,0,1,4,1.23,0.23
FA Cup,4° turno,13.02.2026,Wrexham,Ipswich,1° tempo,Casa,Wrexham,p8SFMZNE,1.19,50%,6,4,2,6,82% (215/262),,,1.12,2,0,2,4,0,,6,0,1,1,31% (10/32),72% (56/78),7% (1/14),0.68,13,3,70% (7/10),20,5,2,0,0,0,0.0,0.0
FA Cup,4° turno,13.02.2026,Wrexham,Ipswich,1° tempo,Ospite,Ipswich,p8SFMZNE,0.45,50%,3,0,1,2,84% (221/262),,,0.0,3,0,3,0,0,,11,0,0,3,38% (9/24),74% (54/73),50% (4/8),0.94,11,1,60% (6/10),23,16,7,0,1,3,1.12,0.12
FA Cup,4° turno,13.02.2026,Wrexham,Ipswich,2° tempo,Casa,Wrexham,p8SFMZNE,0.27,41%,7,1,0,2,77% (144/188),0.0,,0.11,2,4,3,4,0,,7,0,1,6,7% (2/30),71% (44/62),22% (2/9),0.25,7,5,75% (9/12),27,23,5,0,0,1,0.0,0.0
FA Cup,4° turno,13.02.2026,Wrexham,Ipswich,2° tempo,Ospite,Ipswich,p8SFMZNE,0.8,59%,7,0,3,3,85% (227/267),1.0,,0.0,1,6,5,2,0,,18,0,1,5,45% (10/22),78% (59/76),15% (2/13),0.43,10,6,0% (0/6),28,12,7,0,0,1,0.11,0.11
FA Cup,4° turno,14.02.2026,Burton,West Ham,Totale,Casa,Burton,Of9D412T,1.02,38%,19,3,1,7,65% (244/375),2.0,0.0,0.22,7,9,12,7,0,,52,0,4,14,35% (24/68),59% (124/209),26% (10/38),1.9,37,8,55% (16/29),73,43,11,1,0,4,0.96,-0.04
FA Cup,4° turno,14.02.2026,Burton,West Ham,Totale,Ospite,West Ham,Of9D412T,1.3,62%,18,5,1,12,84% (538/642),1.0,1.0,0.96,4,9,14,4,0,,37,1,4,8,39% (29/75),73% (104/143),17% (5/30),1.41,24,14,55% (12/22),76,81,13,0,0,2,0.22,0.22
FA Cup,4° turno,14.02.2026,Burton,West Ham,1° tempo,Casa,Burton,Of9D412T,0.33,33%,7,2,0,1,54% (64/118),,,0.15,1,4,4,3,0,,12,0,2,4,28% (7/25),47% (34/73),38% (3/8),0.48,17,1,67% (8/12),26,11,6,0,0,1,0.27,0.27
FA Cup,4° turno,14.02.2026,Burton,West Ham,1° tempo,Ospite,West Ham,Of9D412T,0.07,67%,2,1,0,2,83% (206/249),,,0.27,1,0,0,2,0,,5,0,2,1,42% (13/31),73% (35/48),14% (1/7),0.12,13,4,86% (6/7),22,29,7,0,0,1,0.15,0.15
FA Cup,4° turno,14.02.2026,Burton,West Ham,2° tempo,Casa,Burton,Of9D412T,0.09,30%,1,0,0,2,61% (69/113),,,0.0,1,0,1,0,0,,9,0,2,8,27% (6/22),63% (40/63),13% (2/15),0.19,14,5,42% (5/12),30,26,3,0,0,3,0.38,0.38
FA Cup,4° turno,14.02.2026,Burton,West Ham,2° tempo,Ospite,West Ham,Of9D412T,0.89,70%,12,3,0,8,87% (242/278),,,0.38,1,8,11,1,0,,24,1,0,5,39% (9/23),77% (54/70),20% (4/20),1.16,8,8,50% (4/8),30,22,2,0,0,0,0.0,0.0
FA Cup,4° turno,14.02.2026,Burton,West Ham,Supplementari,Casa,Burton,Of9D412T,0.6,57%,11,1,1,4,77% (111/144),2.0,0.0,0.07,5,5,7,4,0,,31,0,0,2,52% (11/21),68% (50/73),33% (5/15),1.23,6,2,60% (3/5),17,6,2,1,0,0,0.31,-0.69
FA Cup,4° turno,14.02.2026,Burton,West Ham,Supplementari,Ospite,West Ham,Of9D412T,0.34,43%,4,1,1,2,78% (90/115),1.0,1.0,0.31,2,1,3,1,0,,8,0,2,2,33% (7/21),60% (15/25),0% (0/3),0.13,3,2,29% (2/7),24,30,4,0,0,1,0.07,0.07
FA Cup,4° turno,14.02.2026,Manchester City,Salford,Totale,Casa,Manchester City,pUikwmj4,2.36,81%,19,4,3,7,91% (625/687),0.0,,1.74,6,9,15,4,1,,38,1,5,6,66% (25/38),85% (222/260),9% (1/11),1.75,12,8,82% (9/11),37,26,3,0,0,2,0.57,0.57
FA Cup,4° turno,14.02.2026,Manchester City,Salford,Totale,Ospite,Salford,pUikwmj4,0.42,19%,6,2,0,6,55% (86/157),2.0,,0.57,1,3,4,2,0,,13,0,3,8,41% (20/49),46% (31/67),42% (5/12),0.43,10,6,45% (10/22),42,19,15,0,0,3,1.74,0.74
FA Cup,4° turno,14.02.2026,Manchester City,Salford,1° tempo,Casa,Manchester City,pUikwmj4,0.11,85%,4,0,0,2,92% (371/403),0.0,,0.0,2,2,1,3,0,,10,0,4,3,68% (17/25),83% (114/137),0% (0/5),0.34,5,5,60% (3/5),14,9,1,0,0,1,0.47,0.47
FA Cup,4° turno,14.02.2026,Manchester City,Salford,1° tempo,Ospite,Salford,pUikwmj4,0.31,15%,4,1,0,3,49% (32/65),1.0,,0.47,1,2,3,1,0,,10,0,3,5,38% (9/24),48% (16/33),80% (4/5),0.39,2,3,45% (5/11),20,8,6,0,0,0,0.0,0.0
FA Cup,4° turno,14.02.2026,Manchester City,Salford,2° tempo,Casa,Manchester City,pUikwmj4,2.25,75%,15,4,3,5,89% (254/284),0.0,,1.74,4,7,14,1,1,,28,1,1,3,62% (8/13),88% (108/123),17% (1/6),1.41,7,3,100% (6/6),23,17,2,0,0,1,0.1,0.1
FA Cup,4° turno,14.02.2026,Manchester City,Salford,2° tempo,Ospite,Salford,pUikwmj4,0.11,25%,2,1,0,3,59% (54/92),1.0,,0.1,0,1,1,1,0,,3,0,0,3,44% (11/25),44% (15/34),14% (1/7),0.04,8,3,45% (5/11),22,11,9,0,0,3,1.74,0.74
FA Cup,4° turno,14.02.2026,Burnley,Mansfield,Totale,Casa,Burnley,4CkTbWV7,3.65,64%,22,4,5,9,84% (461/551),4.0,,1.5,8,10,17,5,0,0.0,50,2,4,13,43% (23/53),74% (117/158),11% (3/27),1.98,23,14,36% (5/14),45,21,10,1,0,1,1.38,-0.62
FA Cup,4° turno,14.02.2026,Burnley,Mansfield,Totale,Ospite,Mansfield,4CkTbWV7,0.89,36%,8,3,1,1,71% (212/298),2.0,,1.38,3,2,4,4,0,1.0,13,0,0,14,41% (27/66),56% (45/81),19% (4/21),0.47,10,13,38% (3/8),43,36,24,0,0,3,1.5,0.5
FA Cup,4° turno,14.02.2026,Burnley,Mansfield,1° tempo,Casa,Burnley,4CkTbWV7,2.56,64%,7,2,4,5,86% (280/326),2.0,,1.12,4,1,5,2,0,,18,2,0,8,43% (13/30),76% (54/71),0% (0/11),1.29,15,7,17% (1/6),17,12,8,0,0,0,0.0,0.0
FA Cup,4° turno,14.02.2026,Burnley,Mansfield,1° tempo,Ospite,Mansfield,4CkTbWV7,0.03,36%,1,0,0,0,81% (139/172),0.0,,0.0,1,0,0,1,0,,6,0,0,7,57% (16/28),58% (25/43),9% (1/11),0.08,5,8,33% (1/3),17,11,13,0,0,1,1.12,0.12
FA Cup,4° turno,14.02.2026,Burnley,Mansfield,2° tempo,Casa,Burnley,4CkTbWV7,1.09,64%,15,2,1,4,80% (181/225),2.0,,0.38,4,9,12,3,0,0.0,32,0,4,5,43% (10/23),72% (63/87),19% (3/16),0.69,8,7,50% (4/8),28,9,2,1,0,1,1.38,-0.62
FA Cup,4° turno,14.02.2026,Burnley,Mansfield,2° tempo,Ospite,Mansfield,4CkTbWV7,0.86,36%,7,3,1,1,58% (73/126),2.0,,1.38,2,2,4,3,0,1.0,7,0,0,7,29% (11/38),53% (20/38),30% (3/10),0.39,5,5,40% (2/5),26,25,11,0,0,2,0.38,0.38
FA Cup,4° turno,14.02.2026,Southampton,Leicester,Totale,Casa,Southampton,j97fFiGl,1.39,45%,13,4,2,6,81% (431/529),2.0,,1.57,2,7,7,6,1,1.0,25,0,4,21,31% (21/68),61% (84/137),7% (1/15),0.53,21,16,72% (21/29),65,30,10,2,0,3,0.63,-0.37
