Giornata,Data,Squadra,Campo,Avversario,Risultato squadra,Esito,Periodo,Goal previsti (xG),Possesso palla %,Tiri totali,Tiri in porta,Grandi occasioni,Calci d'angolo,Passaggi riusciti,Passaggi totali,Passaggi %,Cartellini gialli,Cartellini rossi,xG sui Tiri in porta (xGOT),Tiri fuori,Tiri fermati,Tiri dall'area di rigore,Tiri da fuori area,Pali colpiti,Palloni toccati nell'area avversaria,Passaggi filtranti riusciti,Fuorigioco,Punizioni,Passaggi lunghi riusciti,Passaggi lunghi totali,Passaggi lunghi %,Passaggi offensivi riusciti,Passaggi offensivi totali,Passaggi offensivi %,Cross riusciti,Cross totali,Cross %,Assist previsti (xA),Rimesse Laterali,Falli,Tackles riusciti,Tackles totali,Tackles %,Contrasti vinti,Respinte difensive,Palle intercettate,Errori che hanno portato al tiro,Errori che hanno portato al gol,Parate,xGot affrontati,Gol evitati,Gol di testa
22,25.01.2026,Genoa,Casa,Bologna,3-2,V,Totale,0.53,49,8,6,2,5,252,330,76,2,0,2.13,1,1,4,4,0,18,0,1,17,23,57,40,58,95,61,4,24,17,0.6,25,14,7,9,78,50,21,4,0,0,2,0.14,-0.86,
22,25.01.2026,Bologna,Trasferta,Genoa,2-3,P,Totale,0.55,51,13,3,0,2,279,358,78,2,1,0.14,4,6,7,6,0,22,0,2,14,23,71,32,78,116,67,8,16,50,0.63,14,17,6,12,50,42,34,5,0,0,3,2.13,-0.87,
22,25.01.2026,Genoa,Casa,Bologna,3-2,V,1° tempo,0.15,37,1,0,0,1,98,138,71,,,0,0,1,1,0,0,6,0,1,9,12,31,39,13,26,50,1,10,10,0.33,16,5,4,6,67,24,12,2,0,0,2,0.14,-0.86,
22,25.01.2026,Bologna,Trasferta,Genoa,2-3,P,1° tempo,0.44,63,10,3,0,1,210,242,87,,,0.14,3,4,4,6,0,14,0,1,5,12,29,41,62,77,81,6,12,50,0.39,8,9,5,7,71,23,15,3,0,0,0,0,0,
22,25.01.2026,Genoa,Casa,Bologna,3-2,V,2° tempo,0.38,63,7,6,2,4,154,192,80,2,0,2.13,1,0,3,4,0,12,0,0,8,11,26,42,45,69,65,3,14,21,0.27,9,9,3,3,100,26,9,2,0,0,0,0,0,
22,25.01.2026,Bologna,Trasferta,Genoa,2-3,P,2° tempo,0.11,37,3,0,0,1,69,116,59,2,1,0,1,2,3,0,0,8,0,1,9,11,42,26,16,39,41,2,4,50,0.24,6,8,1,5,20,19,19,2,0,0,3,2.13,-0.87,
22,23.01.2026,Inter,Casa,Pisa,6-2,V,Totale,5.07,66,34,14,10,7,469,534,88,2,,6.54,13,7,31,3,2,78,0,0,11,27,41,66,174,208,84,18,43,42,3.06,23,8,11,16,69,55,22,3,0,1,1,0.76,-1.24,3
22,23.01.2026,Pisa,Trasferta,Inter,2-6,P,Totale,0.35,34,8,3,1,5,215,274,78,3,,0.76,2,3,5,3,0,10,0,2,8,18,44,41,27,45,60,4,18,22,0.27,12,11,11,23,48,45,39,19,0,0,5,6.54,0.54,1
22,23.01.2026,Inter,Casa,Pisa,6-2,V,1° tempo,2.64,80,16,4,5,3,278,310,90,1,,3.38,7,5,15,1,1,37,0,0,4,15,22,68,113,131,86,10,27,37,1.68,15,5,4,6,67,26,14,1,0,1,0,0.75,-1.25,2
22,23.01.2026,Pisa,Trasferta,Inter,2-6,P,1° tempo,0.21,20,6,2,0,4,52,76,68,1,,0.75,1,3,4,2,0,6,0,0,5,5,20,25,10,16,63,2,9,22,0.11,5,4,4,8,50,19,26,9,0,0,1,3.38,0.38,1
22,23.01.2026,Inter,Casa,Pisa,6-2,V,2° tempo,2.43,54,18,10,5,4,191,224,85,1,,3.16,6,2,16,2,1,41,0,0,7,12,19,63,61,77,79,8,16,50,1.38,8,3,7,10,70,29,8,2,0,0,1,0.01,0.01,1
22,23.01.2026,Pisa,Trasferta,Inter,2-6,P,2° tempo,0.14,46,2,1,1,1,163,198,82,2,,0.01,1,0,1,1,0,4,0,2,3,13,24,54,17,29,59,2,9,22,0.16,7,7,7,15,47,26,13,10,0,0,4,3.16,0.16,0
22,25.01.2026,Juventus,Casa,Napoli,3-0,V,Totale,1.49,42,12,6,3,2,374,446,84,1,,1.47,3,3,7,5,1,20,2,1,11,22,50,44,106,133,80,1,12,8,1.08,15,21,17,26,65,47,15,9,1,0,1,0.61,0.61,
22,25.01.2026,Napoli,Trasferta,Juventus,0-3,P,Totale,0.51,58,9,1,1,2,544,612,89,2,,0.61,4,4,2,7,0,15,0,1,21,9,24,38,87,106,82,0,12,0,0.74,24,11,7,11,64,42,18,9,2,1,2,1.47,-1.53,
22,25.01.2026,Juventus,Casa,Napoli,3-0,V,1° tempo,1.09,43,6,3,2,2,188,223,84,0,,0.74,2,1,5,1,1,14,2,1,4,10,18,56,55,67,82,1,8,13,0.85,8,9,11,15,73,24,10,2,1,0,1,0.61,0.61,
22,25.01.2026,Napoli,Trasferta,Juventus,0-3,P,1° tempo,0.16,57,5,1,0,1,264,301,88,1,,0.61,1,3,0,5,0,7,0,0,9,4,11,36,61,73,84,0,7,0,0.52,14,4,6,7,86,22,10,5,1,0,1,0.74,-0.26,
22,25.01.2026,Juventus,Casa,Napoli,3-0,V,2° tempo,0.4,41,6,3,1,0,186,223,83,1,,0.73,1,2,2,4,0,6,0,0,7,12,32,38,51,66,77,0,4,0,0.23,7,12,6,11,55,23,5,7,0,0,0,0,0,
22,25.01.2026,Napoli,Trasferta,Juventus,0-3,P,2° tempo,0.35,59,4,0,1,1,280,311,90,1,,0,3,1,2,2,0,8,0,1,12,5,13,38,26,33,79,0,5,0,0.22,10,7,1,4,25,20,8,4,1,1,1,0.73,-1.27,
22,24.01.2026,Lecce,Casa,Lazio,0-0,N,Totale,0.59,39,15,2,0,4,271,343,79,2,,0.26,6,7,7,8,1,18,0,0,6,18,47,38,70,107,65,5,17,29,0.6,25,16,20,24,83,56,22,9,0,0,1,0.21,0.21,
22,24.01.2026,Lazio,Trasferta,Lecce,0-0,N,Totale,0.39,61,6,1,1,1,474,559,85,1,,0.21,2,3,5,1,0,16,1,0,16,12,36,33,63,108,58,0,10,0,0.36,25,6,9,12,75,50,17,4,0,0,2,0.26,0.26,
22,24.01.2026,Lecce,Casa,Lazio,0-0,N,1° tempo,0.26,43,7,1,0,1,187,215,87,,,0.12,3,3,3,4,1,10,0,0,2,13,21,62,54,68,79,2,8,25,0.49,15,10,10,11,91,29,10,6,0,0,0,0,0,
22,24.01.2026,Lazio,Trasferta,Lecce,0-0,N,1° tempo,0,57,0,0,0,0,251,291,86,,,0,0,0,0,0,0,1,0,0,10,4,13,31,34,56,61,0,2,0,0.04,9,2,7,10,70,28,7,2,0,0,1,0.12,0.12,
22,24.01.2026,Lecce,Casa,Lazio,0-0,N,2° tempo,0.33,33,8,1,0,3,84,128,66,2,,0.14,3,4,4,4,0,8,0,0,4,5,26,19,16,39,41,3,9,33,0.11,10,6,10,13,77,27,12,3,0,0,1,0.21,0.21,
22,24.01.2026,Lazio,Trasferta,Lecce,0-0,N,2° tempo,0.39,67,6,1,1,1,223,268,83,1,,0.21,2,3,5,1,0,15,1,0,6,8,23,35,29,52,56,0,8,0,0.32,16,4,2,2,100,22,10,2,0,0,1,0.14,0.14,
22,25.01.2026,Roma,Casa,Milan,1-1,N,Totale,2.73,58,15,7,4,5,511,586,87,0,,2.59,3,5,11,4,0,47,1,1,11,25,41,61,196,246,80,5,27,19,1.56,23,15,6,12,50,43,12,10,0,0,1,1.01,0.01,0
22,25.01.2026,Milan,Trasferta,Roma,1-1,N,Totale,0.44,42,5,2,1,3,359,434,83,4,,1.01,2,1,4,1,0,12,0,1,15,19,47,40,53,78,68,2,11,18,0.46,15,11,9,21,43,50,26,9,2,0,6,2.59,1.59,1
22,25.01.2026,Roma,Casa,Milan,1-1,N,1° tempo,1.77,57,11,5,3,3,273,309,88,,,1.6,3,3,9,2,0,30,1,0,4,17,24,71,100,127,79,3,13,23,1.29,12,7,4,7,57,20,6,5,0,0,0,0,0,
22,25.01.2026,Milan,Trasferta,Roma,1-1,N,1° tempo,0.02,43,1,0,0,1,201,242,83,,,0,1,0,0,1,0,2,0,0,7,13,26,50,32,46,70,0,5,0,0.05,8,4,5,11,45,23,11,9,2,0,5,1.6,1.6,
22,25.01.2026,Roma,Casa,Milan,1-1,N,2° tempo,0.96,59,4,2,1,2,238,277,86,0,,0.99,0,2,2,2,0,17,0,1,7,8,17,47,96,119,81,2,14,14,0.27,11,8,2,5,40,23,6,5,0,0,1,1.01,0.01,0
22,25.01.2026,Milan,Trasferta,Roma,1-1,N,2° tempo,0.42,41,4,2,1,2,158,192,82,4,,1.01,1,1,4,0,0,10,0,1,8,6,21,29,21,32,66,2,6,33,0.41,7,7,4,10,40,27,15,0,0,0,1,0.99,-0.01,1
22,25.01.2026,Sassuolo,Casa,Cremonese,1-0,V,Totale,1.06,45,13,7,2,3,311,377,82,1,,1.64,5,1,7,6,1,17,0,4,14,20,50,40,86,119,72,3,6,50,0.4,21,13,7,12,58,42,30,10,0,0,4,0.42,0.42,
22,25.01.2026,Cremonese,Trasferta,Sassuolo,0-1,P,Totale,0.65,55,10,4,1,5,358,444,81,2,,0.42,2,4,4,6,0,15,1,3,13,21,57,37,99,147,67,1,25,4,0.52,21,14,12,20,60,44,12,6,0,1,6,1.64,0.64,
22,25.01.2026,Sassuolo,Casa,Cremonese,1-0,V,1° tempo,0.67,42,7,5,1,0,148,174,85,0,,1.33,2,0,2,5,0,6,0,3,8,12,19,63,46,60,77,1,3,33,0.16,8,5,4,6,67,24,18,7,0,0,2,0.16,0.16,
22,25.01.2026,Cremonese,Trasferta,Sassuolo,0-1,P,1° tempo,0.37,58,5,2,1,4,192,230,83,1,,0.16,1,2,2,3,0,7,0,0,5,9,24,38,54,78,69,0,17,0,0.19,13,8,1,5,20,12,3,4,0,1,4,1.33,0.33,
22,25.01.2026,Sassuolo,Casa,Cremonese,1-0,V,2° tempo,0.39,49,6,2,1,3,163,203,80,1,,0.31,3,1,5,1,1,11,0,1,6,8,31,26,40,59,68,2,3,67,0.24,13,8,3,6,50,18,12,3,0,0,2,0.26,0.26,
22,25.01.2026,Cremonese,Trasferta,Sassuolo,0-1,P,2° tempo,0.28,51,5,2,0,1,166,214,78,1,,0.26,1,2,2,3,0,8,1,3,8,12,33,36,45,69,65,1,8,13,0.33,8,6,11,15,73,32,9,2,0,0,2,0.31,0.31,
22,26.01.2026,Verona,Casa,Udinese,1-3,P,Totale,0.87,53,7,4,0,3,340,434,78,2,,1.37,1,2,5,2,0,10,1,1,11,15,62,24,87,130,67,2,12,17,0.49,18,8,12,25,48,60,23,9,0,1,4,1.99,-1.01,
22,26.01.2026,Udinese,Trasferta,Verona,3-1,V,Totale,1.69,47,20,7,2,8,322,383,84,0,,1.99,6,7,11,9,0,34,0,2,8,14,36,39,79,104,76,3,18,17,0.67,21,11,13,17,76,61,27,10,0,0,3,1.37,0.37,
22,26.01.2026,Verona,Casa,Udinese,1-3,P,1° tempo,0.27,41,3,2,0,1,114,164,70,,,0.64,0,1,2,1,0,3,0,0,5,8,32,25,35,59,59,0,7,0,0.11,9,3,5,12,42,25,16,3,0,1,2,0.59,-0.41,
22,26.01.2026,Udinese,Trasferta,Verona,3-1,V,1° tempo,0.64,59,8,3,0,2,203,239,85,,,0.59,2,3,4,4,0,16,0,2,3,6,17,35,43,57,75,1,7,14,0.42,15,5,5,8,63,30,14,6,0,0,1,0.64,-0.36,
22,26.01.2026,Verona,Casa,Udinese,1-3,P,2° tempo,0.6,64,4,2,0,2,226,270,84,2,,0.73,1,1,3,1,0,7,1,1,6,7,30,23,52,71,73,2,5,40,0.38,9,5,7,13,54,35,7,6,0,0,2,1.4,-0.6,
22,26.01.2026,Udinese,Trasferta,Verona,3-1,V,2° tempo,1.05,36,12,4,2,6,119,144,83,0,,1.4,4,4,7,5,0,18,0,0,5,8,19,42,36,47,77,2,11,18,0.25,6,6,8,9,89,31,13,4,0,0,2,0.73,0.73,
23,03.02.2026,Bologna,Casa,Milan,0-3,P,Totale,0.46,54,13,2,0,5,430,491,88,3,,0.15,9,2,7,6,0,29,0,0,10,50,64,78,134,169,79,10,26,38,0.91,20,14,7,18,39,47,11,7,0,2,4,2.58,-0.42,
23,03.02.2026,Milan,Trasferta,Bologna,3-0,V,Totale,2.66,46,10,7,9,0,361,429,84,0,,2.58,2,1,10,0,0,20,1,1,14,24,49,49,49,63,78,4,6,67,0.97,18,10,6,14,43,43,28,7,0,0,2,0.15,0.15,
23,03.02.2026,Bologna,Casa,Milan,0-3,P,1° tempo,0.38,56,9,1,0,3,201,231,87,,,0.01,6,2,6,3,0,18,0,0,5,26,35,74,64,81,79,4,12,33,0.57,4,7,4,11,36,26,6,4,0,1,1,1.61,-0.39,
23,03.02.2026,Milan,Trasferta,Bologna,3-0,V,1° tempo,1.86,44,5,3,6,0,151,186,81,,,1.61,2,0,5,0,0,9,1,0,7,14,29,48,23,29,79,3,4,75,0.77,13,5,2,5,40,21,9,2,0,0,1,0.01,0.01,
23,03.02.2026,Bologna,Casa,Milan,0-3,P,2° tempo,0.08,53,4,1,0,2,229,260,88,3,,0.14,3,0,1,3,0,11,0,0,5,24,29,83,70,88,80,6,14,43,0.34,16,7,3,7,43,21,5,3,0,1,3,0.97,-0.03,
23,03.02.2026,Milan,Trasferta,Bologna,3-0,V,2° tempo,0.8,47,5,4,3,0,210,243,86,0,,0.97,0,1,5,0,0,11,0,1,7,10,20,50,26,34,76,1,2,50,0.2,5,5,4,9,44,22,19,5,0,0,1,0.14,0.14,
23,31.01.2026,Cagliari,Casa,Verona,4-0,V,Totale,1.74,62,13,7,4,6,536,622,86,0,0,2.28,2,4,6,7,0,16,0,3,14,26,57,46,52,79,66,4,12,33,0.55,16,9,7,13,54,46,29,5,0,0,2,0.36,0.36,1
23,31.01.2026,Verona,Trasferta,Cagliari,0-4,P,Totale,0.45,38,9,3,0,3,298,381,78,2,1,0.36,3,3,6,3,0,15,0,0,9,17,42,40,44,96,46,1,10,10,0.16,20,14,7,16,44,38,17,9,0,0,3,2.28,-1.72,0
23,31.01.2026,Cagliari,Casa,Verona,4-0,V,1° tempo,0.44,46,5,3,1,2,160,213,75,0,,0.7,1,1,3,2,0,9,0,3,6,11,28,39,17,27,63,1,5,20,0.25,9,6,5,9,56,27,12,3,0,0,1,0.22,0.22,
23,31.01.2026,Verona,Trasferta,Cagliari,0-4,P,1° tempo,0.31,54,5,2,0,0,197,253,78,1,,0.22,3,0,3,2,0,7,0,0,6,9,23,39,28,61,46,0,5,0,0.08,11,6,4,7,57,22,6,7,0,0,1,0.7,-1.3,
23,31.01.2026,Cagliari,Casa,Verona,4-0,V,2° tempo,1.3,76,8,4,3,4,376,409,92,0,0,1.58,1,3,3,5,0,7,0,0,8,15,29,52,35,52,67,3,7,43,0.3,7,3,2,4,50,19,17,2,0,0,1,0.14,0.14,1
23,31.01.2026,Verona,Trasferta,Cagliari,0-4,P,2° tempo,0.14,24,4,1,0,3,101,128,79,1,1,0.14,0,3,3,1,0,8,0,0,3,8,19,42,16,35,46,1,5,20,0.08,9,8,3,9,33,16,11,2,0,0,2,1.58,-0.42,0
23,01.02.2026,Como,Casa,Atalanta,0-0,N,Totale,5.05,79,28,9,12,7,698,765,91,4,0,2.02,12,7,19,9,0,50,1,1,11,22,35,63,238,277,86,11,28,39,3.19,22,9,5,8,63,44,17,6,0,0,2,0.67,0.67,
23,01.02.2026,Atalanta,Trasferta,Como,0-0,N,Totale,0.52,21,6,2,1,1,121,194,62,3,1,0.67,2,2,3,3,0,9,1,2,9,14,55,25,32,66,48,2,9,22,0.36,16,11,17,23,74,48,37,9,0,0,9,2.02,2.02,
23,01.02.2026,Como,Casa,Atalanta,0-0,N,1° tempo,1.91,78,15,6,6,4,379,410,92,2,0,0.9,5,4,10,5,0,24,1,0,6,13,19,68,110,128,86,5,13,38,1.27,9,2,3,5,60,25,5,6,0,0,1,0.07,0.07,
23,01.02.2026,Atalanta,Trasferta,Como,0-0,N,1° tempo,0.12,22,2,1,0,0,74,109,68,1,1,0.07,0,1,1,1,0,3,0,0,2,7,25,28,21,38,55,0,4,0,0.05,7,6,7,10,70,16,18,4,0,0,6,0.9,0.9,
23,01.02.2026,Como,Casa,Atalanta,0-0,N,2° tempo,3.14,80,13,3,6,3,319,355,90,2,,1.12,7,3,9,4,0,26,0,1,5,9,16,56,128,149,86,6,15,40,1.92,13,7,2,3,67,19,12,0,0,0,1,0.6,0.6,
23,01.02.2026,Atalanta,Trasferta,Como,0-0,N,2° tempo,0.4,20,4,1,1,1,47,85,55,2,,0.6,2,1,2,2,0,6,1,2,7,7,30,23,11,28,39,2,5,40,0.31,9,5,10,13,77,32,19,5,0,0,3,1.12,1.12,
23,01.02.2026,Cremonese,Casa,Inter,0-2,P,Totale,0.72,31,9,3,0,1,202,283,71,3,,0.18,3,3,7,2,1,13,1,1,14,29,60,48,39,62,63,4,13,31,0.44,13,19,6,15,40,44,32,4,1,0,2,1.22,-0.78,0
23,01.02.2026,Inter,Trasferta,Cremonese,2-0,V,Totale,1.41,69,15,4,4,6,561,638,88,0,,1.22,5,6,11,4,0,27,0,1,19,24,44,55,181,225,80,8,24,33,1.47,21,14,5,8,63,44,26,4,1,0,3,0.18,0.18,1
23,01.02.2026,Cremonese,Casa,Inter,0-2,P,1° tempo,0.2,26,3,1,0,1,75,112,67,,,0.04,2,0,2,1,0,2,0,1,5,10,27,37,13,20,65,2,6,33,0.09,8,8,1,7,14,17,16,2,1,0,1,0.91,-1.09,0
23,01.02.2026,Inter,Trasferta,Cremonese,2-0,V,1° tempo,1.04,74,11,3,3,5,302,337,90,,,0.91,4,4,7,4,0,14,0,0,8,13,22,59,93,116,80,5,16,31,0.89,8,5,2,3,67,19,10,1,1,0,1,0.04,0.04,1
23,01.02.2026,Cremonese,Casa,Inter,0-2,P,2° tempo,0.52,37,6,2,0,0,127,171,74,3,,0.14,1,3,5,1,1,11,1,0,9,19,33,58,26,42,62,2,7,29,0.35,5,11,5,8,63,27,16,2,0,0,1,0.31,0.31,
23,01.02.2026,Inter,Trasferta,Cremonese,2-0,V,2° tempo,0.37,63,4,1,1,1,259,301,86,0,,0.31,1,2,4,0,0,13,0,1,11,11,22,50,88,109,81,3,8,38,0.58,13,9,3,5,60,25,16,3,0,0,2,0.14,0.14,
23,30.01.2026,Lazio,Casa,Genoa,3-2,V,Totale,2.12,55,14,4,3,5,454,521,87,2,,2.59,5,5,7,7,0,22,0,2,12,18,36,50,125,160,78,3,11,27,0.66,24,12,8,9,89,33,18,6,0,0,2,1.89,-0.11,
23,30.01.2026,Genoa,Trasferta,Lazio,2-3,P,Totale,1.76,45,16,4,2,3,359,412,87,3,,1.89,3,9,9,7,1,15,1,1,12,20,38,53,35,54,65,5,22,23,0.51,14,12,10,13,77,38,20,6,0,0,2,2.59,-0.41,
23,30.01.2026,Lazio,Casa,Genoa,3-2,V,1° tempo,0.23,54,6,0,0,4,274,306,90,,,0,4,2,3,3,0,10,0,0,7,7,15,47,78,94,83,2,9,22,0.28,10,4,4,4,100,16,9,4,0,0,2,0.25,0.25,
23,30.01.2026,Genoa,Trasferta,Lazio,2-3,P,1° tempo,0.57,46,8,2,1,2,233,261,89,,,0.25,0,6,5,3,0,9,1,1,4,13,23,57,23,35,66,4,9,44,0.46,6,7,7,9,78,20,12,3,0,0,1,0,0,
23,30.01.2026,Lazio,Casa,Genoa,3-2,V,2° tempo,1.89,57,8,4,3,1,180,215,84,2,,2.59,1,3,4,4,0,12,0,2,5,11,21,52,47,66,71,1,2,50,0.38,14,8,4,5,80,17,9,2,0,0,0,1.64,-0.36,
23,30.01.2026,Genoa,Trasferta,Lazio,2-3,P,2° tempo,1.19,43,8,2,1,1,126,151,83,3,,1.64,3,3,4,4,1,6,0,0,8,7,15,47,12,19,63,1,13,8,0.05,8,5,3,4,75,18,8,3,0,0,1,2.59,-0.41,
23,31.01.2026,Napoli,Casa,Fiorentina,2-1,V,Totale,1.73,53,19,6,2,4,423,482,88,1,,1.87,6,7,13,6,0,33,0,0,13,28,54,52,99,126,79,2,10,20,0.87,14,21,4,8,50,43,21,3,0,0,4,1.91,0.91,
23,31.01.2026,Fiorentina,Trasferta,Napoli,1-2,P,Totale,1.23,47,15,5,4,4,358,419,85,1,,1.91,8,2,12,3,1,18,2,2,21,25,47,53,48,73,66,8,14,57,1.1,9,13,6,8,75,37,25,5,0,0,4,1.87,-0.13,
23,31.01.2026,Napoli,Casa,Fiorentina,2-1,V,1° tempo,1.2,64,12,2,2,2,242,278,87,0,,0.89,5,5,8,4,0,19,0,0,5,13,27,48,54,73,74,1,5,20,0.23,13,7,0,1,0,15,11,0,0,0,2,0.96,0.96,
23,31.01.2026,Fiorentina,Trasferta,Napoli,1-2,P,1° tempo,0.32,36,4,2,1,3,125,154,81,1,,0.96,1,1,4,0,1,7,0,1,7,10,24,42,6,17,35,4,7,57,0.49,7,5,2,3,67,14,18,5,0,0,1,0.89,-0.11,
23,31.01.2026,Napoli,Casa,Fiorentina,2-1,V,2° tempo,0.53,43,7,4,0,2,181,204,89,1,,0.98,1,2,5,2,0,14,0,0,8,15,27,56,45,53,85,1,5,20,0.64,1,14,4,7,57,28,10,3,0,0,2,0.95,-0.05,
23,31.01.2026,Fiorentina,Trasferta,Napoli,1-2,P,2° tempo,0.91,57,11,3,3,1,233,265,88,0,,0.95,7,1,8,3,0,11,2,1,14,15,23,65,42,56,75,4,7,57,0.61,2,8,4,5,80,23,7,0,0,0,3,0.98,-0.02,
23,01.02.2026,Parma,Casa,Juventus,1-4,P,Totale,0.62,39,10,4,1,5,303,361,84,1,,0.36,3,3,4,6,0,17,1,1,13,14,27,52,69,100,69,2,19,11,0.84,15,10,7,9,78,37,22,14,1,1,3,4.12,0.12,0
23,01.02.2026,Juventus,Trasferta,Parma,4-1,V,Totale,4.14,61,15,8,7,3,489,567,86,3,,4.12,4,3,13,2,2,41,2,2,10,25,42,60,140,174,80,5,16,31,1.73,10,13,8,17,47,41,16,8,1,0,4,0.36,0.36,1
23,01.02.2026,Parma,Casa,Juventus,1-4,P,1° tempo,0.15,38,5,2,0,4,121,146,83,0,,0.11,1,2,1,4,0,8,0,1,9,10,17,59,26,40,65,0,13,0,0.27,5,3,4,5,80,23,12,8,0,0,1,1.97,-0.03,0
23,01.02.2026,Juventus,Trasferta,Parma,4-1,V,1° tempo,0.89,62,7,3,3,3,209,248,84,3,,1.97,2,2,6,1,1,28,2,0,3,11,18,61,62,79,78,4,13,31,1.37,6,9,2,5,40,19,10,4,1,0,2,0.11,0.11,1
23,01.02.2026,Parma,Casa,Juventus,1-4,P,2° tempo,0.47,41,5,2,1,1,182,215,85,1,,0.25,2,1,3,2,0,9,1,0,4,4,10,40,43,60,72,2,6,33,0.57,10,7,3,4,75,14,10,6,1,1,2,2.15,0.15,
23,01.02.2026,Juventus,Trasferta,Parma,4-1,V,2° tempo,3.25,59,8,5,4,0,280,319,88,0,,2.15,2,1,7,1,1,13,0,2,7,14,24,58,78,95,82,1,3,33,0.36,4,4,6,12,50,22,6,4,0,0,2,0.25,0.25,
23,31.01.2026,Pisa,Casa,Sassuolo,1-3,P,Totale,1.06,54,15,6,3,2,354,443,80,3,,1.47,7,2,9,6,0,22,0,4,8,31,57,54,87,126,69,4,18,22,0.49,17,13,7,18,39,53,31,9,3,0,4,2.42,0.42,
23,31.01.2026,Sassuolo,Trasferta,Pisa,3-1,V,Totale,2.26,46,21,5,3,5,293,371,79,3,,2.42,10,6,18,3,0,44,0,1,13,29,58,50,88,123,72,7,20,35,1.51,13,8,11,16,69,50,33,8,4,0,4,1.47,0.47,
23,31.01.2026,Pisa,Casa,Sassuolo,1-3,P,1° tempo,0.59,59,6,2,1,1,197,246,80,0,,0.25,4,0,4,2,0,13,0,2,5,17,31,55,49,70,70,2,13,15,0.2,11,6,2,10,20,26,10,3,1,0,1,0.51,-0.49,
23,31.01.2026,Sassuolo,Trasferta,Pisa,3-1,V,1° tempo,1,41,5,2,2,1,138,174,79,2,,0.51,3,0,5,0,0,11,0,0,6,14,27,52,32,44,73,1,6,17,0.36,7,5,3,7,43,24,19,5,1,0,2,0.25,0.25,
23,31.01.2026,Pisa,Casa,Sassuolo,1-3,P,2° tempo,0.47,49,9,4,2,1,157,197,80,3,,1.22,3,2,5,4,0,9,0,2,3,14,26,54,38,56,68,2,5,40,0.29,6,7,5,8,63,27,21,6,2,0,3,1.91,0.91,
23,31.01.2026,Sassuolo,Trasferta,Pisa,3-1,V,2° tempo,1.26,51,16,3,1,4,155,197,79,1,,1.91,7,6,13,3,0,33,0,1,7,15,31,48,56,79,71,6,14,43,1.15,6,3,8,9,89,26,14,3,3,0,2,1.22,0.22,
23,01.02.2026,Torino,Casa,Lecce,1-0,V,Totale,1.81,42,17,5,4,3,240,323,74,2,,1.71,7,5,12,5,0,21,1,4,12,26,59,44,49,79,62,4,12,33,0.94,14,14,15,30,50,73,43,8,0,0,2,0.11,0.11,
23,01.02.2026,Lecce,Trasferta,Torino,0-1,P,Totale,0.64,58,14,2,0,8,343,435,79,2,,0.11,5,7,5,9,0,13,0,1,14,27,64,42,99,140,71,5,31,16,0.58,33,12,5,13,38,48,15,2,0,0,3,1.71,0.71,
23,01.02.2026,Torino,Casa,Lecce,1-0,V,1° tempo,0.66,48,5,3,1,0,143,183,78,1,,0.99,2,0,3,2,0,5,1,3,7,17,30,57,24,40,60,2,5,40,0.38,5,6,7,9,78,29,18,1,0,0,2,0.11,0.11,
23,01.02.2026,Lecce,Trasferta,Torino,0-1,P,1° tempo,0.34,52,8,2,0,6,150,192,78,0,,0.11,4,2,3,5,0,5,0,0,6,15,34,44,38,54,70,2,17,12,0.19,11,7,1,5,20,19,7,1,0,0,2,0.99,-0.01,
23,01.02.2026,Torino,Casa,Lecce,1-0,V,2° tempo,1.15,37,12,2,3,3,97,140,69,1,,0.72,5,5,9,3,0,16,0,1,5,9,29,31,25,39,64,2,7,29,0.56,9,8,8,21,38,44,25,7,0,0,0,0,0,
23,01.02.2026,Lecce,Trasferta,Torino,0-1,P,2° tempo,0.3,63,6,0,0,2,193,243,79,2,,0,1,5,2,4,0,8,0,1,8,12,30,40,61,86,71,3,14,21,0.39,22,5,4,8,50,29,8,1,0,0,1,0.72,0.72,
23,02.02.2026,Udinese,Casa,Roma,1-0,V,Totale,0.54,36,7,4,1,4,224,294,76,5,,0.35,3,0,1,6,0,6,0,0,17,16,45,36,36,63,57,1,4,25,0.18,18,18,11,24,46,60,34,12,0,0,3,1.63,1.63,
23,02.02.2026,Roma,Trasferta,Udinese,0-1,P,Totale,0.74,64,10,3,0,7,439,507,87,4,,1.63,2,5,7,3,0,26,0,2,18,32,57,56,79,113,70,5,23,22,0.73,18,17,12,18,67,62,19,16,0,0,3,0.35,-0.65,
23,02.02.2026,Udinese,Casa,Roma,1-0,V,1° tempo,0.47,46,5,2,1,2,164,199,82,2,,0.1,3,0,1,4,0,3,0,0,7,13,26,50,21,30,70,0,1,0,0.05,15,5,4,10,40,22,10,4,0,0,1,0.68,0.68,
23,02.02.2026,Roma,Trasferta,Udinese,0-1,P,1° tempo,0.34,54,3,1,0,3,196,228,86,1,,0.68,1,1,2,1,0,6,0,1,5,15,27,56,39,58,67,2,7,29,0.32,4,7,6,8,75,24,10,11,0,0,2,0.1,0.1,
23,02.02.2026,Udinese,Casa,Roma,1-0,V,2° tempo,0.07,25,2,2,0,2,60,95,63,3,,0.25,0,0,0,2,0,3,0,0,10,3,19,16,15,33,45,1,3,33,0.13,3,13,7,14,50,38,24,8,0,0,2,0.95,0.95,
