Competizione,Turno,Data,Casa,Ospite,Periodo,Lato,Squadra,ID partita,Goal previsti (xG),Possesso palla,Tiri totali,Tiri in porta,Grandi occasioni,Calci d'angolo,Passaggi,Cartellini gialli,Cartellini rossi,xG sui Tiri in porta (xGOT),Tiri fuori,Tiri fermati,Tiri dall'area di rigore,Tiri da fuori area,Pali colpiti,Gol di testa,Palloni toccati nell'area avversaria,Passaggi filtranti riusciti,Fuorigioco,Punizioni,Passaggi lunghi,Passaggi offensivi,Cross,Assist previsti (xA),Rimesse Laterali,Falli,Tackles,Contrasti vinti,Respinte difensive,Palle intercettate,Errori che hanno portato al tiro,Errori che hanno portato al gol,Parate,xGot affrontati,Gol evitati
DFB-Pokal,1/32 finale,16.08.2025,VfB Lubeck,Darmstadt,Totale,Casa,VfB Lubeck,SGcGJn2s,0.69,34%,8,4,1,2,64% (192/300),3.0,,1.02,2,2,5,3,0,0.0,13,1,1,9,30% (22/73),53% (41/77),0% (0/7),0.69,33,20,74% (14/19),43,26,15,0,0,6,2.57,0.57
DFB-Pokal,1/32 finale,16.08.2025,VfB Lubeck,Darmstadt,Totale,Ospite,Darmstadt,SGcGJn2s,1.66,66%,18,8,2,4,80% (459/571),1.0,,2.57,6,4,10,8,0,1.0,29,0,0,20,58% (49/85),61% (111/181),27% (4/15),1.1,15,9,75% (15/20),74,9,19,0,0,3,1.02,0.02
DFB-Pokal,1/32 finale,16.08.2025,VfB Lubeck,Darmstadt,1° tempo,Casa,VfB Lubeck,SGcGJn2s,0.32,36%,5,1,0,2,68% (108/158),1.0,,0.06,2,2,4,1,0,,9,0,1,5,35% (12/34),66% (21/32),0% (0/3),0.22,14,4,80% (8/10),24,17,10,0,0,4,1.63,0.63
DFB-Pokal,1/32 finale,16.08.2025,VfB Lubeck,Darmstadt,1° tempo,Ospite,Darmstadt,SGcGJn2s,0.98,64%,10,5,1,3,78% (214/274),0.0,,1.63,1,4,5,5,0,,22,0,0,4,55% (21/38),64% (71/111),10% (1/10),0.7,11,5,60% (6/10),34,4,5,0,0,1,0.06,0.06
DFB-Pokal,1/32 finale,16.08.2025,VfB Lubeck,Darmstadt,2° tempo,Casa,VfB Lubeck,SGcGJn2s,0.37,32%,3,3,1,0,59% (84/142),2.0,,0.96,0,0,1,2,0,0.0,4,1,0,4,26% (10/39),44% (20/45),0% (0/4),0.47,19,16,67% (6/9),19,9,5,0,0,2,0.94,-0.06
DFB-Pokal,1/32 finale,16.08.2025,VfB Lubeck,Darmstadt,2° tempo,Ospite,Darmstadt,SGcGJn2s,0.68,68%,8,3,1,1,82% (245/297),1.0,,0.94,5,0,5,3,0,1.0,7,0,0,16,60% (28/47),57% (40/70),60% (3/5),0.4,4,4,90% (9/10),40,5,14,0,0,2,0.96,-0.04
DFB-Pokal,1/32 finale,16.08.2025,Cottbus,Hannover,Totale,Casa,Cottbus,zqn43Ffn,0.22,33%,5,2,0,4,61% (156/256),4.0,,0.88,1,2,4,1,0,,12,0,1,11,28% (21/76),49% (43/87),0% (0/10),0.2,20,18,68% (21/31),59,28,7,0,0,6,1.43,1.43
DFB-Pokal,1/32 finale,16.08.2025,Cottbus,Hannover,Totale,Ospite,Hannover,zqn43Ffn,1.49,67%,14,6,1,8,84% (431/513),3.0,,1.43,3,5,8,6,0,,37,0,5,18,52% (22/42),67% (104/155),0% (0/14),0.5,28,11,68% (13/19),62,16,8,0,0,1,0.88,-0.12
DFB-Pokal,1/32 finale,16.08.2025,Cottbus,Hannover,1° tempo,Casa,Cottbus,zqn43Ffn,0.15,39%,3,1,0,4,62% (88/141),0.0,,0.58,1,1,3,0,0,,9,0,0,5,32% (13/41),53% (28/53),0% (0/10),0.15,13,10,56% (9/16),30,7,2,0,0,2,1.07,1.07
DFB-Pokal,1/32 finale,16.08.2025,Cottbus,Hannover,1° tempo,Ospite,Hannover,zqn43Ffn,0.89,61%,2,2,1,1,82% (193/234),2.0,,1.07,0,0,2,0,0,,13,0,2,10,52% (12/23),67% (42/63),0% (0/3),0.22,14,5,56% (5/9),30,11,5,0,0,0,0.58,-0.42
DFB-Pokal,1/32 finale,16.08.2025,Cottbus,Hannover,2° tempo,Casa,Cottbus,zqn43Ffn,0.07,28%,2,1,0,0,59% (68/115),4.0,,0.3,0,1,1,1,0,,3,0,1,6,23% (8/35),44% (15/34),0% (0/0),0.05,7,8,80% (12/15),29,21,5,0,0,4,0.36,0.36
DFB-Pokal,1/32 finale,16.08.2025,Cottbus,Hannover,2° tempo,Ospite,Hannover,zqn43Ffn,0.6,72%,12,4,0,7,85% (238/279),1.0,,0.36,3,5,6,6,0,,24,0,3,8,53% (10/19),67% (62/92),0% (0/11),0.28,14,6,80% (8/10),32,5,3,0,0,1,0.3,0.3
DFB-Pokal,1/32 finale,16.08.2025,Lotte,Friburgo,Totale,Casa,Lotte,t0u7SsoC,0.05,16%,2,0,0,1,47% (65/139),5.0,,0.0,1,1,0,2,0,,8,0,0,4,21% (9/43),30% (13/44),20% (1/5),0.19,12,19,73% (11/15),27,52,9,0,0,1,1.27,-0.73
DFB-Pokal,1/32 finale,16.08.2025,Lotte,Friburgo,Totale,Ospite,Friburgo,t0u7SsoC,1.41,84%,17,3,3,2,91% (648/713),1.0,,1.27,8,6,8,9,1,,28,0,1,19,65% (42/65),80% (191/238),26% (7/27),1.2,30,4,83% (5/6),36,14,5,0,0,0,0.0,0.0
DFB-Pokal,1/32 finale,16.08.2025,Lotte,Friburgo,1° tempo,Casa,Lotte,t0u7SsoC,0.0,11%,0,0,0,0,36% (18/50),2.0,,0.0,0,0,0,0,0,,2,0,0,2,22% (5/23),13% (2/16),0% (0/2),0.01,7,6,86% (6/7),16,32,5,0,0,0,0.56,-0.44
DFB-Pokal,1/32 finale,16.08.2025,Lotte,Friburgo,1° tempo,Ospite,Friburgo,t0u7SsoC,0.95,89%,9,1,1,0,92% (370/403),1.0,,0.56,5,3,4,5,1,,15,0,1,6,66% (19/29),82% (128/156),13% (2/15),0.54,14,2,100% (2/2),12,2,2,0,0,0,0.0,0.0
DFB-Pokal,1/32 finale,16.08.2025,Lotte,Friburgo,2° tempo,Casa,Lotte,t0u7SsoC,0.05,23%,2,0,0,1,53% (47/89),3.0,,0.0,1,1,0,2,0,,6,0,0,2,20% (4/20),39% (11/28),33% (1/3),0.18,5,13,63% (5/8),11,20,4,0,0,1,0.71,-0.29
DFB-Pokal,1/32 finale,16.08.2025,Lotte,Friburgo,2° tempo,Ospite,Friburgo,t0u7SsoC,0.46,77%,8,2,2,2,90% (278/310),0.0,,0.71,3,3,4,4,0,,13,0,0,13,64% (23/36),77% (63/82),42% (5/12),0.66,16,2,75% (3/4),24,12,3,0,0,0,0.0,0.0
DFB-Pokal,1/32 finale,17.08.2025,Engers,Francoforte,Totale,Casa,Engers,lAbILZXR,0.84,17%,6,1,0,1,41% (54/131),3.0,,0.0,4,1,5,1,0,,11,0,7,7,21% (12/58),42% (16/38),25% (2/8),0.28,13,9,38% (3/8),27,50,8,0,0,5,5.05,0.05
DFB-Pokal,1/32 finale,17.08.2025,Engers,Francoforte,Totale,Ospite,Francoforte,lAbILZXR,5.63,83%,31,10,9,9,88% (584/660),3.0,,5.05,15,6,25,6,0,,65,0,1,9,63% (34/54),80% (230/289),26% (11/42),4.83,18,7,88% (7/8),37,5,7,0,0,0,0.0,0.0
DFB-Pokal,1/32 finale,17.08.2025,Engers,Francoforte,1° tempo,Casa,Engers,lAbILZXR,0.4,14%,3,1,0,0,36% (20/56),2.0,,0.0,2,0,2,1,0,,6,0,2,4,21% (5/24),31% (5/16),25% (1/4),0.15,7,7,43% (3/7),21,34,6,0,0,3,2.15,0.15
DFB-Pokal,1/32 finale,17.08.2025,Engers,Francoforte,1° tempo,Ospite,Francoforte,lAbILZXR,3.39,86%,15,5,5,6,87% (296/341),1.0,,2.15,7,3,11,4,0,,31,0,0,7,63% (17/27),79% (140/178),28% (7/25),2.51,10,4,100% (3/3),21,3,6,0,0,0,0.0,0.0
DFB-Pokal,1/32 finale,17.08.2025,Engers,Francoforte,2° tempo,Casa,Engers,lAbILZXR,0.44,19%,3,0,0,1,45% (34/75),1.0,,0.0,2,1,3,0,0,,5,0,5,3,21% (7/34),50% (11/22),25% (1/4),0.13,6,2,0% (0/1),6,16,2,0,0,2,2.9,-0.1
DFB-Pokal,1/32 finale,17.08.2025,Engers,Francoforte,2° tempo,Ospite,Francoforte,lAbILZXR,2.24,81%,16,5,4,3,90% (288/319),2.0,,2.9,8,3,14,2,0,,34,0,1,2,63% (17/27),81% (90/111),24% (4/17),2.32,8,3,80% (4/5),16,2,1,0,0,0,0.0,0.0
DFB-Pokal,1/32 finale,17.08.2025,Viktoria Koln,Paderborn,Totale,Casa,Viktoria Koln,WAuD1gPb,1.39,58%,15,4,2,2,82% (422/514),2.0,,0.94,6,5,10,5,0,0.0,26,0,2,16,43% (20/47),68% (80/118),19% (3/16),1.4,24,9,79% (11/14),53,8,12,0,1,4,3.11,0.11
DFB-Pokal,1/32 finale,17.08.2025,Viktoria Koln,Paderborn,Totale,Ospite,Paderborn,WAuD1gPb,2.39,42%,10,7,4,0,74% (273/370),3.0,,3.11,3,0,6,4,0,1.0,21,0,2,9,38% (29/77),51% (40/78),20% (1/5),0.76,24,16,67% (12/18),46,21,15,0,0,3,0.94,-0.06
DFB-Pokal,1/32 finale,17.08.2025,Viktoria Koln,Paderborn,1° tempo,Casa,Viktoria Koln,WAuD1gPb,0.68,55%,7,1,1,0,82% (206/250),,,0.02,3,3,5,2,0,0.0,9,0,2,6,55% (12/22),64% (21/33),14% (1/7),0.46,10,5,67% (4/6),19,4,5,0,1,0,2.58,-0.42
DFB-Pokal,1/32 finale,17.08.2025,Viktoria Koln,Paderborn,1° tempo,Ospite,Paderborn,WAuD1gPb,2.06,45%,5,3,3,0,78% (159/205),,,2.58,2,0,3,2,0,1.0,10,0,1,5,45% (18/40),39% (13/33),33% (1/3),0.45,12,6,83% (5/6),17,5,10,0,0,1,0.02,0.02
DFB-Pokal,1/32 finale,17.08.2025,Viktoria Koln,Paderborn,2° tempo,Casa,Viktoria Koln,WAuD1gPb,0.71,62%,8,3,1,2,82% (216/264),2.0,,0.92,3,2,5,3,0,,17,0,0,10,32% (8/25),69% (59/85),22% (2/9),0.94,14,4,88% (7/8),34,4,7,0,0,4,0.53,0.53
DFB-Pokal,1/32 finale,17.08.2025,Viktoria Koln,Paderborn,2° tempo,Ospite,Paderborn,WAuD1gPb,0.33,38%,5,4,1,0,69% (114/165),3.0,,0.53,1,0,3,2,0,,11,0,1,4,30% (11/37),60% (27/45),0% (0/2),0.31,12,10,58% (7/12),29,16,5,0,0,2,0.92,-0.08
DFB-Pokal,1/32 finale,17.08.2025,Meuselwitz,Karlsruher,Totale,Casa,Meuselwitz,YFurxeI8,0.51,43%,9,2,0,1,78% (324/414),1.0,,0.18,5,2,5,4,1,0.0,11,0,0,15,47% (32/68),49% (42/86),24% (4/17),0.32,25,15,100% (15/15),44,17,14,0,2,4,5.04,0.04
DFB-Pokal,1/32 finale,17.08.2025,Meuselwitz,Karlsruher,Totale,Ospite,Karlsruher,YFurxeI8,3.82,57%,22,9,8,7,87% (491/562),0.0,,5.04,4,9,13,9,1,2.0,25,2,0,15,67% (38/57),70% (93/132),47% (7/15),2.11,15,15,50% (6/12),45,19,11,0,0,2,0.18,0.18
DFB-Pokal,1/32 finale,17.08.2025,Meuselwitz,Karlsruher,1° tempo,Casa,Meuselwitz,YFurxeI8,0.29,34%,5,1,0,1,73% (116/160),1.0,,0.17,3,1,4,1,1,0.0,7,0,0,10,36% (12/33),41% (16/39),29% (2/7),0.1,11,6,100% (7/7),21,11,8,0,0,1,1.93,-1.07
DFB-Pokal,1/32 finale,17.08.2025,Meuselwitz,Karlsruher,1° tempo,Ospite,Karlsruher,YFurxeI8,2.05,66%,12,4,3,4,88% (276/313),0.0,,1.93,3,5,6,6,0,1.0,11,1,0,6,69% (22/32),72% (47/65),25% (2/8),0.92,8,10,67% (2/3),18,11,6,0,0,1,0.17,0.17
DFB-Pokal,1/32 finale,17.08.2025,Meuselwitz,Karlsruher,2° tempo,Casa,Meuselwitz,YFurxeI8,0.22,51%,4,1,0,0,82% (208/254),,,0.01,2,1,1,3,0,0.0,4,0,0,5,57% (20/35),55% (26/47),20% (2/10),0.22,14,9,100% (8/8),23,6,6,0,2,3,3.11,1.11
DFB-Pokal,1/32 finale,17.08.2025,Meuselwitz,Karlsruher,2° tempo,Ospite,Karlsruher,YFurxeI8,1.77,49%,10,5,5,3,86% (215/249),,,3.11,1,4,7,3,1,1.0,14,1,0,9,64% (16/25),69% (46/67),71% (5/7),1.19,7,5,44% (4/9),27,8,5,0,0,1,0.01,0.01
DFB-Pokal,1/32 finale,17.08.2025,Lokomotive Leipzig,Schalke,Totale,Casa,Lokomotive Leipzig,0jXTcBON,0.65,46%,11,4,0,8,67% (286/427),2.0,,1.55,5,2,5,6,0,,25,0,6,13,36% (41/114),47% (70/150),15% (4/27),0.62,38,11,62% (8/13),69,63,9,0,0,10,3.62,2.62
DFB-Pokal,1/32 finale,17.08.2025,Lokomotive Leipzig,Schalke,Totale,Ospite,Schalke,0jXTcBON,2.26,54%,26,11,4,9,76% (370/490),2.0,,3.62,10,5,19,7,2,,51,1,2,11,41% (28/68),64% (117/183),35% (13/37),2.12,32,13,61% (11/18),72,60,7,0,0,4,1.55,1.55
DFB-Pokal,1/32 finale,17.08.2025,Lokomotive Leipzig,Schalke,1° tempo,Casa,Lokomotive Leipzig,0jXTcBON,0.5,39%,7,4,0,3,75% (102/136),,,1.55,3,0,3,4,0,,10,0,1,4,43% (15/35),66% (25/38),30% (3/10),0.23,16,4,0% (0/1),20,36,5,0,0,3,0.38,0.38
DFB-Pokal,1/32 finale,17.08.2025,Lokomotive Leipzig,Schalke,1° tempo,Ospite,Schalke,0jXTcBON,0.61,61%,10,3,2,4,78% (163/210),,,0.38,4,3,7,3,0,,23,0,2,4,43% (9/21),62% (56/90),13% (2/15),1.24,16,4,57% (4/7),27,14,2,0,0,4,1.55,1.55
DFB-Pokal,1/32 finale,17.08.2025,Lokomotive Leipzig,Schalke,2° tempo,Casa,Lokomotive Leipzig,0jXTcBON,0.09,51%,3,0,0,4,65% (136/208),,,0.0,2,1,1,2,0,,11,0,4,3,24% (12/49),35% (25/71),10% (1/10),0.31,15,2,100% (5/5),26,18,3,0,0,1,0.42,0.42
DFB-Pokal,1/32 finale,17.08.2025,Lokomotive Leipzig,Schalke,2° tempo,Ospite,Schalke,0jXTcBON,0.25,49%,4,1,1,1,75% (147/197),,,0.42,2,1,3,1,1,,11,0,0,2,34% (11/32),61% (33/54),54% (7/13),0.43,8,3,57% (4/7),22,26,4,0,0,0,0.0,0.0
DFB-Pokal,1/32 finale,17.08.2025,Lokomotive Leipzig,Schalke,Supplementari,Casa,Lokomotive Leipzig,0jXTcBON,0.06,49%,1,0,0,1,58% (48/83),2.0,,0.0,0,1,1,0,0,,4,0,1,6,47% (14/30),49% (20/41),0% (0/7),0.08,7,5,43% (3/7),23,9,1,0,0,6,2.82,1.82
DFB-Pokal,1/32 finale,17.08.2025,Lokomotive Leipzig,Schalke,Supplementari,Ospite,Schalke,0jXTcBON,1.4,51%,12,7,1,4,72% (60/83),2.0,,2.82,4,1,9,3,1,,17,1,0,5,53% (8/15),72% (28/39),44% (4/9),0.45,8,6,75% (3/4),23,20,1,0,0,0,0.0,0.0
DFB-Pokal,1/32 finale,17.08.2025,Delmenhorst,Monchengladbach,Totale,Casa,Delmenhorst,04C2CAwH,0.35,36%,8,4,0,2,58% (162/278),5.0,,0.78,3,1,2,6,0,,11,0,2,8,39% (34/87),46% (51/111),18% (2/11),0.46,19,21,75% (9/12),45,27,5,0,0,6,2.15,-0.85
DFB-Pokal,1/32 finale,17.08.2025,Delmenhorst,Monchengladbach,Totale,Ospite,Monchengladbach,04C2CAwH,4.41,64%,26,10,12,8,76% (368/485),0.0,,2.15,13,3,21,5,3,,54,0,7,21,53% (51/97),69% (95/138),50% (12/24),2.25,25,8,63% (10/16),76,31,7,0,0,2,0.78,-1.22
DFB-Pokal,1/32 finale,17.08.2025,Delmenhorst,Monchengladbach,1° tempo,Casa,Delmenhorst,04C2CAwH,0.22,35%,4,2,0,1,61% (82/134),,,0.31,2,0,0,4,0,,6,0,1,3,58% (22/38),54% (29/54),50% (2/4),0.36,10,9,86% (6/7),20,12,4,0,0,3,1.31,-0.69
DFB-Pokal,1/32 finale,17.08.2025,Delmenhorst,Monchengladbach,1° tempo,Ospite,Monchengladbach,04C2CAwH,2.24,65%,11,6,6,4,76% (186/246),,,1.31,4,1,10,1,1,,28,0,3,9,56% (24/43),71% (39/55),55% (6/11),1.23,17,3,64% (7/11),38,13,3,0,0,0,0.31,-1.69
DFB-Pokal,1/32 finale,17.08.2025,Delmenhorst,Monchengladbach,2° tempo,Casa,Delmenhorst,04C2CAwH,0.13,37%,4,2,0,1,56% (80/144),5.0,,0.47,1,1,2,2,0,,5,0,1,5,24% (12/49),39% (22/57),0% (0/7),0.1,9,12,60% (3/5),25,15,1,0,0,3,0.84,-0.16
DFB-Pokal,1/32 finale,17.08.2025,Delmenhorst,Monchengladbach,2° tempo,Ospite,Monchengladbach,04C2CAwH,2.17,63%,15,4,6,4,76% (182/239),0.0,,0.84,9,2,11,4,2,,26,0,4,12,50% (27/54),67% (56/83),46% (6/13),1.02,8,5,60% (3/5),38,18,4,0,0,2,0.47,0.47
DFB-Pokal,1/32 finale,17.08.2025,Lohne,Furth,Totale,Casa,Lohne,4OwLaXgB,0.28,25%,6,1,0,2,58% (111/192),3.0,2.0,0.04,4,1,4,2,0,0.0,8,0,1,12,28% (16/57),56% (35/63),38% (5/13),0.42,14,22,50% (5/10),34,33,10,0,0,6,1.85,-0.15
DFB-Pokal,1/32 finale,17.08.2025,Lohne,Furth,Totale,Ospite,Furth,4OwLaXgB,2.0,75%,29,8,3,13,84% (476/565),0.0,0.0,1.85,10,11,18,11,0,1.0,42,0,2,22,52% (28/54),74% (166/223),38% (14/37),1.9,18,12,85% (11/13),60,7,7,0,0,1,0.04,0.04
DFB-Pokal,1/32 finale,17.08.2025,Lohne,Furth,1° tempo,Casa,Lohne,4OwLaXgB,0.19,24%,4,1,0,2,56% (52/93),1.0,,0.04,2,1,3,1,0,,6,0,0,7,29% (10/35),57% (25/44),30% (3/10),0.21,3,10,25% (1/4),20,19,8,0,0,4,0.43,0.43
DFB-Pokal,1/32 finale,17.08.2025,Lohne,Furth,1° tempo,Ospite,Furth,4OwLaXgB,0.87,76%,14,4,0,3,85% (258/304),0.0,,0.43,5,5,10,4,0,,23,0,0,10,55% (18/33),70% (81/115),40% (8/20),0.74,10,7,83% (5/6),31,6,2,0,0,1,0.04,0.04
DFB-Pokal,1/32 finale,17.08.2025,Lohne,Furth,2° tempo,Casa,Lohne,4OwLaXgB,0.09,27%,2,0,0,0,60% (59/99),2.0,2.0,0.0,2,0,1,1,0,0.0,2,0,1,5,27% (6/22),53% (10/19),67% (2/3),0.21,11,12,67% (4/6),14,14,2,0,0,2,1.42,-0.58
DFB-Pokal,1/32 finale,17.08.2025,Lohne,Furth,2° tempo,Ospite,Furth,4OwLaXgB,1.13,73%,15,4,3,10,84% (218/261),0.0,0.0,1.42,5,6,8,7,0,1.0,19,0,2,12,48% (10/21),79% (85/108),35% (6/17),1.16,8,5,86% (6/7),29,1,5,0,0,0,0.0,0.0
DFB-Pokal,1/32 finale,17.08.2025,RSV Eintracht,Kaiserslautern,Totale,Casa,RSV Eintracht,dCFoGhvh,0.21,25%,5,2,0,0,64% (167/262),1.0,,0.07,3,0,2,3,0,0.0,3,0,3,6,28% (20/71),29% (15/52),0% (0/4),0.08,20,15,58% (14/24),53,26,10,0,1,3,5.02,-1.98
DFB-Pokal,1/32 finale,17.08.2025,RSV Eintracht,Kaiserslautern,Totale,Ospite,Kaiserslautern,dCFoGhvh,4.06,75%,15,10,9,7,90% (695/769),2.0,,5.02,5,0,11,4,1,3.0,47,1,1,15,62% (29/47),77% (158/204),19% (5/26),3.0,8,6,81% (13/16),53,15,7,0,0,2,0.07,0.07
DFB-Pokal,1/32 finale,17.08.2025,RSV Eintracht,Kaiserslautern,1° tempo,Casa,RSV Eintracht,dCFoGhvh,0.01,29%,1,0,0,0,60% (88/146),0.0,,0.0,1,0,0,1,0,0.0,1,0,1,4,21% (8/39),22% (5/23),0% (0/2),0.01,13,7,90% (9/10),22,12,2,0,0,2,2.99,-1.01
DFB-Pokal,1/32 finale,17.08.2025,RSV Eintracht,Kaiserslautern,1° tempo,Ospite,Kaiserslautern,dCFoGhvh,1.93,71%,7,6,5,4,91% (330/362),2.0,,2.99,1,0,6,1,0,2.0,15,1,0,7,62% (13/21),79% (77/97),8% (1/12),2.08,3,4,67% (4/6),24,12,5,0,0,0,0.0,0.0
DFB-Pokal,1/32 finale,17.08.2025,RSV Eintracht,Kaiserslautern,2° tempo,Casa,RSV Eintracht,dCFoGhvh,0.2,22%,4,2,0,0,68% (79/116),1.0,,0.07,2,0,2,2,0,0.0,2,0,2,2,38% (12/32),34% (10/29),0% (0/2),0.07,7,8,36% (5/14),31,14,8,0,1,1,2.03,-0.97
DFB-Pokal,1/32 finale,17.08.2025,RSV Eintracht,Kaiserslautern,2° tempo,Ospite,Kaiserslautern,dCFoGhvh,2.13,78%,8,4,4,3,90% (365/407),0.0,,2.03,4,0,5,3,1,1.0,32,0,1,8,62% (16/26),76% (81/107),29% (4/14),0.92,5,2,90% (9/10),29,3,2,0,0,2,0.07,0.07
DFB-Pokal,1/32 finale,17.08.2025,Regensburg,Colonia,Totale,Casa,Regensburg,SfA9Ne3F,0.41,23%,7,2,0,3,54% (92/169),3.0,,0.36,4,1,2,5,0,,6,0,2,8,28% (15/54),29% (15/52),40% (2/5),0.29,21,14,64% (7/11),29,41,7,0,0,0,0.47,-1.52
DFB-Pokal,1/32 finale,17.08.2025,Regensburg,Colonia,Totale,Ospite,Colonia,SfA9Ne3F,0.97,77%,17,2,3,13,83% (465/557),2.0,,0.47,9,6,13,4,0,,30,1,1,14,57% (45/79),72% (134/186),23% (6/26),1.48,33,8,100% (6/6),43,8,7,1,0,1,0.36,-0.64
DFB-Pokal,1/32 finale,17.08.2025,Regensburg,Colonia,1° tempo,Casa,Regensburg,SfA9Ne3F,0.16,27%,3,1,0,2,60% (55/92),0.0,,0.04,1,1,1,2,0,,4,0,1,5,32% (9/28),22% (5/23),33% (1/3),0.19,11,9,100% (3/3),13,21,2,0,0,0,0.0,0.0
DFB-Pokal,1/32 finale,17.08.2025,Regensburg,Colonia,1° tempo,Ospite,Colonia,SfA9Ne3F,0.15,73%,6,0,0,7,83% (199/241),1.0,,0.0,3,3,5,1,0,,12,0,1,9,63% (24/38),73% (55/75),25% (3/12),0.35,14,5,100% (1/1),20,5,2,1,0,1,0.04,0.04
DFB-Pokal,1/32 finale,17.08.2025,Regensburg,Colonia,2° tempo,Casa,Regensburg,SfA9Ne3F,0.25,20%,4,1,0,1,48% (37/77),3.0,,0.32,3,0,1,3,0,,2,0,1,3,23% (6/26),34% (10/29),50% (1/2),0.1,10,5,50% (4/8),16,20,5,0,0,0,0.47,-1.52
DFB-Pokal,1/32 finale,17.08.2025,Regensburg,Colonia,2° tempo,Ospite,Colonia,SfA9Ne3F,0.82,80%,11,2,3,6,84% (266/316),1.0,,0.47,6,3,8,3,0,,18,1,0,5,51% (21/41),71% (79/111),21% (3/14),1.13,19,3,100% (5/5),23,3,5,0,0,0,0.32,-0.68
DFB-Pokal,1/32 finale,17.08.2025,Hallescher,Augusta,Totale,Casa,Hallescher,I1zSynOP,0.52,43%,10,2,0,9,69% (209/304),2.0,,0.34,3,5,7,3,0,0.0,16,0,2,14,33% (25/76),46% (42/91),32% (6/19),0.67,23,15,62% (8/13),40,19,7,0,0,4,1.8,-0.2
DFB-Pokal,1/32 finale,17.08.2025,Hallescher,Augusta,Totale,Ospite,Augusta,I1zSynOP,2.13,57%,16,6,2,2,80% (336/418),4.0,,1.8,9,1,13,3,0,1.0,35,0,2,15,43% (26/60),71% (96/135),42% (8/19),1.27,22,14,78% (14/18),62,24,8,0,0,2,0.34,0.34
DFB-Pokal,1/32 finale,17.08.2025,Hallescher,Augusta,1° tempo,Casa,Hallescher,I1zSynOP,0.25,34%,5,2,0,4,69% (88/128),1.0,,0.34,2,1,3,2,0,,9,0,0,7,37% (11/30),57% (27/47),20% (2/10),0.4,13,9,57% (4/7),22,13,1,0,0,2,0.41,0.41
DFB-Pokal,1/32 finale,17.08.2025,Hallescher,Augusta,1° tempo,Ospite,Augusta,I1zSynOP,0.56,66%,7,2,0,0,85% (219/259),3.0,,0.41,5,0,7,0,0,,21,0,1,9,50% (16/32),75% (64/85),50% (6/12),0.76,13,7,80% (8/10),33,14,4,0,0,2,0.34,0.34
DFB-Pokal,1/32 finale,17.08.2025,Hallescher,Augusta,2° tempo,Casa,Hallescher,I1zSynOP,0.27,53%,5,0,0,5,69% (121/176),1.0,,0.0,1,4,4,1,0,0.0,7,0,2,7,30% (14/46),34% (15/44),44% (4/9),0.27,10,6,67% (4/6),18,6,6,0,0,2,1.39,-0.61
DFB-Pokal,1/32 finale,17.08.2025,Hallescher,Augusta,2° tempo,Ospite,Augusta,I1zSynOP,1.57,47%,9,4,2,2,74% (117/159),1.0,,1.39,4,1,6,3,0,1.0,14,0,1,6,36% (10/28),64% (32/50),29% (2/7),0.51,9,7,75% (6/8),29,10,4,0,0,0,0.0,0.0
DFB-Pokal,1/32 finale,17.08.2025,Homburg,Kiel,Totale,Casa,Homburg,GxEZ4SVj,0.82,39%,13,3,0,5,72% (207/289),2.0,,0.08,7,3,7,6,0,,20,0,3,15,31% (18/58),63% (63/100),32% (6/19),0.8,20,13,58% (11/19),53,29,11,0,0,8,2.76,0.76
DFB-Pokal,1/32 finale,17.08.2025,Homburg,Kiel,Totale,Ospite,Kiel,GxEZ4SVj,2.25,61%,26,10,3,19,83% (371/445),3.0,,2.76,8,8,14,12,0,,29,0,2,13,50% (25/50),71% (93/131),15% (5/33),1.18,30,15,77% (10/13),57,29,12,0,0,3,0.08,0.08
DFB-Pokal,1/32 finale,17.08.2025,Homburg,Kiel,1° tempo,Casa,Homburg,GxEZ4SVj,0.27,29%,3,2,0,1,69% (81/117),1.0,,0.04,1,0,2,1,0,,4,0,1,8,29% (8/28),50% (14/28),50% (2/4),0.18,5,5,50% (2/4),22,22,3,0,0,3,0.81,-0.19
DFB-Pokal,1/32 finale,17.08.2025,Homburg,Kiel,1° tempo,Ospite,Kiel,GxEZ4SVj,0.86,71%,14,4,1,12,89% (237/266),1.0,,0.81,5,5,8,6,0,,20,0,2,5,57% (13/23),80% (60/75),8% (2/24),0.54,11,8,80% (4/5),24,5,6,0,0,2,0.04,0.04
DFB-Pokal,1/32 finale,17.08.2025,Homburg,Kiel,2° tempo,Casa,Homburg,GxEZ4SVj,0.55,50%,10,1,0,4,73% (126/172),1.0,,0.04,6,3,5,5,0,,16,0,2,7,33% (10/30),68% (49/72),27% (4/15),0.62,15,8,60% (9/15),31,7,8,0,0,5,1.95,0.95
DFB-Pokal,1/32 finale,17.08.2025,Homburg,Kiel,2° tempo,Ospite,Kiel,GxEZ4SVj,1.39,50%,12,6,2,7,75% (134/179),2.0,,1.95,3,3,6,6,0,,9,0,0,8,44% (12/27),59% (33/56),33% (3/9),0.64,19,7,75% (6/8),33,24,6,0,0,1,0.04,0.04
DFB-Pokal,1/32 finale,17.08.2025,Ulm,Elversberg,Totale,Casa,Ulm,KU61PHY2,0.48,42%,9,0,0,3,75% (268/358),3.0,,0.0,4,5,6,3,0,,18,0,2,7,54% (31/57),51% (45/89),24% (4/17),0.41,24,13,38% (6/16),40,21,9,0,0,4,0.92,-0.08
