Competizione,Turno,Data,Casa,Ospite,Lato,Squadra,Modulo,Gruppo,Ordine,Numero,Giocatore,Ruolo,Rating,Entrato al,Uscito al,ID partita
Coppa Italia,SEMI FINALI,21.04.2026,Inter,Como,Ospite,Como,3-4-2-1,Panchina,5,5,Goldaniga E.,,,,,vyzoWyLG
Coppa Italia,SEMI FINALI,21.04.2026,Inter,Como,Ospite,Como,3-4-2-1,Panchina,6,19,Kuhn N.,,,,,vyzoWyLG
Coppa Italia,SEMI FINALI,21.04.2026,Inter,Como,Ospite,Como,3-4-2-1,Panchina,7,15,Lahdo A.,,,,,vyzoWyLG
Coppa Italia,SEMI FINALI,21.04.2026,Inter,Como,Ospite,Como,3-4-2-1,Panchina,8,7,Morata A.,,,90',,vyzoWyLG
Coppa Italia,SEMI FINALI,21.04.2026,Inter,Como,Ospite,Como,3-4-2-1,Panchina,9,18,Moreno A.,,,,,vyzoWyLG
Coppa Italia,SEMI FINALI,21.04.2026,Inter,Como,Ospite,Como,3-4-2-1,Panchina,10,58,Pisati S.,,,,,vyzoWyLG
Coppa Italia,SEMI FINALI,21.04.2026,Inter,Como,Ospite,Como,3-4-2-1,Panchina,11,17,Rodriguez J.,,,80',,vyzoWyLG
Coppa Italia,SEMI FINALI,21.04.2026,Inter,Como,Ospite,Como,3-4-2-1,Panchina,12,28,Smolcic I.,,,80',,vyzoWyLG
Coppa Italia,SEMI FINALI,21.04.2026,Inter,Como,Ospite,Como,3-4-2-1,Panchina,13,21,Tornqvist N.,Portiere,,,,vyzoWyLG
Coppa Italia,SEMI FINALI,21.04.2026,Inter,Como,Ospite,Como,3-4-2-1,Panchina,14,22,Vigorito M.,Portiere,,,,vyzoWyLG
Coppa Italia,SEMI FINALI,04.03.2026,Lazio,Atalanta,Casa,Lazio,4-3-3,Titolare,1,94,Provedel I.,Portiere,5.8,,,M3qfkkSk
Coppa Italia,SEMI FINALI,04.03.2026,Lazio,Atalanta,Casa,Lazio,4-3-3,Titolare,2,77,Marusic A.,,6.0,,,M3qfkkSk
