competizione,paese,turno,data,casa,ospite,gol_casa_90,gol_ospite_90,gol_casa_finale,gol_ospite_finale,rigori_casa,rigori_ospite,supplementari,gol_casa_dichiarato,gol_ospite_dichiarato,eventi_incompleti,divisione_casa,divisione_ospite,dentro_perimetro,arbitro,stadio,spettatori,allenatore_casa,allenatore_ospite,modulo_casa,modulo_ospite,game_id,competition_id,home_club_id,away_club_id,fonte,url,sigla_divisione_casa,sigla_divisione_ospite
Coppa Italia,IT,First Round,2025-08-16,Venezia FC,Mantova 1911,4,0,4,0,,,False,4,0,False,2.0,2.0,True,Claudio Giuseppe Allegretta,Pier Luigi Penzo,4853.0,Giovanni Stroppa,Davide Possanzini,3-5-2 flat,4-2-3-1,4631310,CIT,607,2581,player-scores,https://www.transfermarkt.co.uk/spielbericht/index/spielbericht/4631310,,
Coppa Italia,IT,First Round,2025-08-17,AC Milan,AS Bari,2,0,2,0,,,False,2,0,False,1.0,2.0,True,Alberto Ruben Arena,Giuseppe Meazza,71061.0,Massimiliano Allegri,Fabio Caserta,3-5-2 flat,4-3-3 Attacking,4631315,CIT,5,332,player-scores,https://www.transfermarkt.co.uk/spielbericht/index/spielbericht/4631315,,
Coppa Italia,IT,First Round,2025-08-17,AC Monza,Frosinone Calcio,0,1,0,1,,,False,0,1,False,2.0,2.0,True,Daniele Perenzoni,Brianteo,2797.0,Paolo Bianco,Massimiliano Alvini,3-4-2-1,3-4-2-1,4631313,CIT,2919,8970,player-scores,https://www.transfermarkt.co.uk/spielbericht/index/spielbericht/4631313,,
Coppa Italia,IT,First Round,2025-08-17,Cesena FC,Pisa Sporting Club,0,0,0,0,1.0,2.0,False,1,2,False,2.0,1.0,True,Davide Di Marco,Orogel Stadium - Dino Manuzzi,5411.0,Michele Mignani,Alberto Gilardino,3-5-2 flat,3-4-2-1,4631314,CIT,1429,4172,player-scores,https://www.transfermarkt.co.uk/spielbericht/index/spielbericht/4631314,,
Coppa Italia,IT,First Round,2025-08-17,Parma Calcio 1913,Delfino Pescara 1936,2,0,2,0,,,False,2,0,False,1.0,2.0,True,Valerio Crezzini,Ennio Tardini,11300.0,Carlos Cuesta,Vincenzo Vivarini,3-4-2-1,3-4-2-1,4669574,CIT,130,2921,player-scores,https://www.transfermarkt.co.uk/spielbericht/index/spielbericht/4669574,,
Coppa Italia,IT,First Round,2025-08-18,Audace Cerignola,Hellas Verona,1,1,1,1,2.0,4.0,False,3,5,False,3.0,1.0,True,Luca Massimi,Domenico Monterisi,3500.0,Vincenzo Maiuri,Paolo Zanetti,3-5-2 flat,3-5-2 flat,4669575,CIT,22249,276,player-scores,https://www.transfermarkt.co.uk/spielbericht/index/spielbericht/4669575,,
Coppa Italia,IT,First Round,2025-08-18,Spezia Calcio,UC Sampdoria,1,1,1,1,4.0,2.0,False,5,3,False,2.0,2.0,True,Luca Zufferli,Alberto Picco,7502.0,Luca D'Angelo,Massimo Donati,3-5-2 flat,3-4-2-1,4631316,CIT,3522,1038,player-scores,https://www.transfermarkt.co.uk/spielbericht/index/spielbericht/4631316,,
Coppa Italia,IT,First Round,2025-08-18,Torino FC,Modena FC,1,0,1,0,,,False,1,0,False,1.0,2.0,True,Paride Tremolada,Olimpico Grande Torino,12533.0,Marco Baroni,Andrea Sottil,4-2-3-1,3-5-2 flat,4631318,CIT,416,1385,player-scores,https://www.transfermarkt.co.uk/spielbericht/index/spielbericht/4631318,,
Coppa Italia,IT,First Round,2025-08-18,Udinese Calcio,Carrarese Calcio 1908,2,0,2,0,,,False,2,0,False,1.0,2.0,True,Kevin Bonacina,Bluenergy Stadium,7402.0,Kosta Runjaić,Nicola Antonio Calabro,3-5-2 flat,3-4-2-1,4631317,CIT,410,4159,player-scores,https://www.transfermarkt.co.uk/spielbericht/index/spielbericht/4631317,,
Coppa Italia,IT,Second Round,2025-09-23,AC Milan,US Lecce,3,0,3,0,,,False,3,0,False,1.0,1.0,True,Paride Tremolada,Giuseppe Meazza,54418.0,Massimiliano Allegri,Eusebio Di Francesco,3-5-2 flat,4-3-3 Attacking,4709224,CIT,5,1005,player-scores,https://www.transfermarkt.co.uk/spielbericht/index/spielbericht/4709224,,
Coppa Italia,IT,Second Round,2025-09-23,Cagliari Calcio,Frosinone Calcio,4,1,4,1,,,False,4,1,False,1.0,2.0,True,Ermanno Feliciani,Unipol Domus,11444.0,Fabio Pisacane,Massimiliano Alvini,4-3-1-2,4-2-3-1,4709227,CIT,1390,8970,player-scores,https://www.transfermarkt.co.uk/spielbericht/index/spielbericht/4709227,,
Coppa Italia,IT,Second Round,2025-09-23,Udinese Calcio,Palermo FC,2,1,2,1,,,False,2,1,False,1.0,2.0,True,Andrea Zanotti,Bluenergy Stadium,6686.0,Kosta Runjaić,Filippo Inzaghi,3-5-2 flat,3-4-2-1,4709641,CIT,410,458,player-scores,https://www.transfermarkt.co.uk/spielbericht/index/spielbericht/4709641,,
Coppa Italia,IT,Second Round,2025-09-24,Como 1907,US Sassuolo,3,0,3,0,,,False,3,0,False,1.0,1.0,True,Niccolò Turrini,Giuseppe Sinigaglia,5212.0,Cesc Fàbregas,Fabio Grosso,4-2-3-1,4-3-3 Attacking,4709226,CIT,1047,6574,player-scores,https://www.transfermarkt.co.uk/spielbericht/index/spielbericht/4709226,,
Coppa Italia,IT,Second Round,2025-09-24,Hellas Verona,Venezia FC,0,0,0,0,4.0,5.0,False,4,5,False,1.0,2.0,True,Andrea Calzavara,Marcantonio Bentegodi,7021.0,Paolo Zanetti,Giovanni Stroppa,3-5-2 flat,3-5-2 flat,4709561,CIT,276,607,player-scores,https://www.transfermarkt.co.uk/spielbericht/index/spielbericht/4709561,,
Coppa Italia,IT,Second Round,2025-09-24,Parma Calcio 1913,Spezia Calcio,2,2,2,2,4.0,3.0,False,6,5,False,1.0,2.0,True,Giuseppe Mucera,Ennio Tardini,3428.0,Carlos Cuesta,Luca D'Angelo,3-5-2 flat,3-5-2 flat,4709560,CIT,130,3522,player-scores,https://www.transfermarkt.co.uk/spielbericht/index/spielbericht/4709560,,
Coppa Italia,IT,Second Round,2025-09-25,Genoa CFC,FC Empoli,3,1,3,1,,,False,3,1,False,1.0,2.0,True,Federico Dionisi,Luigi Ferraris,8626.0,Patrick Vieira,Guido Pagliuca,4-2-3-1,3-4-2-1,4709225,CIT,252,749,player-scores,https://www.transfermarkt.co.uk/spielbericht/index/spielbericht/4709225,,
Coppa Italia,IT,Second Round,2025-09-25,Torino FC,Pisa Sporting Club,1,0,1,0,,,False,1,0,False,1.0,1.0,True,Ivano Pezzuto,Olimpico Grande Torino,9427.0,Marco Baroni,Alberto Gilardino,3-4-3,3-4-2-1,4709642,CIT,416,4172,player-scores,https://www.transfermarkt.co.uk/spielbericht/index/spielbericht/4709642,,
Coppa Italia,IT,Round of 16,2025-12-02,Juventus FC,Udinese Calcio,2,0,2,0,,,False,2,0,False,1.0,1.0,True,Francesco Fourneau,Allianz Stadium,34674.0,Luciano Spalletti,Kosta Runjaić,3-4-2-1,3-1-4-2,4736145,CIT,506,410,player-scores,https://www.transfermarkt.co.uk/spielbericht/index/spielbericht/4736145,,
Coppa Italia,IT,Round of 16,2025-12-03,Atalanta BC,Genoa CFC,4,0,4,0,,,False,4,0,False,1.0,1.0,True,Mario Perri,New Balance Arena - Bergamo,11651.0,Raffaele Palladino,Daniele De Rossi,3-4-2-1,3-4-2-1,4736146,CIT,800,252,player-scores,https://www.transfermarkt.co.uk/spielbericht/index/spielbericht/4736146,,
Coppa Italia,IT,Round of 16,2025-12-03,Inter Milan,Venezia FC,5,1,5,1,,,False,5,1,False,1.0,2.0,True,Davide Di Marco,Giuseppe Meazza,44910.0,Cristian Chivu,Giovanni Stroppa,3-5-2 flat,3-5-2 flat,4736147,CIT,46,607,player-scores,https://www.transfermarkt.co.uk/spielbericht/index/spielbericht/4736147,,
Coppa Italia,IT,Round of 16,2025-12-03,SSC Napoli,Cagliari Calcio,1,1,1,1,9.0,8.0,False,10,9,False,1.0,1.0,True,Juan Luca Sacchi,Diego Armando Maradona,45000.0,Antonio Conte,Fabio Pisacane,3-4-2-1,4-1-4-1,4736150,CIT,6195,1390,player-scores,https://www.transfermarkt.co.uk/spielbericht/index/spielbericht/4736150,,
Coppa Italia,IT,Round of 16,2025-12-04,Bologna Football Club 1909,Parma Calcio 1913,2,1,2,1,,,False,2,1,False,1.0,1.0,True,Paride Tremolada,Stadio Renato Dall’Ara,15301.0,Vincenzo Italiano,Carlos Cuesta,4-2-3-1,3-5-2 flat,4736143,CIT,1025,130,player-scores,https://www.transfermarkt.co.uk/spielbericht/index/spielbericht/4736143,,
Coppa Italia,IT,Round of 16,2025-12-04,Società Sportiva Lazio S.p.A.,AC Milan,1,0,1,0,,,False,1,0,False,1.0,1.0,True,Marco Guida,Olimpico di Roma,45436.0,Maurizio Sarri,Massimiliano Allegri,4-3-3 Attacking,3-5-2 flat,4736144,CIT,398,5,player-scores,https://www.transfermarkt.co.uk/spielbericht/index/spielbericht/4736144,,
Coppa Italia,IT,Round of 16,2026-01-13,Associazione Sportiva Roma,Torino FC,2,3,2,3,,,False,2,3,False,1.0,1.0,True,Kevin Bonacina,Olimpico di Roma,60538.0,Gian Piero Gasperini,Marco Baroni,3-4-3,3-5-2 flat,4736148,CIT,12,416,player-scores,https://www.transfermarkt.co.uk/spielbericht/index/spielbericht/4736148,,
Coppa Italia,IT,Round of 16,2026-01-27,ACF Fiorentina,Como 1907,1,3,1,3,,,False,1,3,False,1.0,1.0,True,Giovanni Ayroldi,Artemio Franchi,10472.0,Paolo Vanoli,Cesc Fàbregas,4-3-3 Attacking,4-2-3-1,4736149,CIT,430,1047,player-scores,https://www.transfermarkt.co.uk/spielbericht/index/spielbericht/4736149,,
Coppa Italia,IT,Quarter-Finals,2026-02-04,Inter Milan,Torino FC,2,1,2,1,,,False,2,1,False,1.0,1.0,True,Matteo Marchetti,Brianteo,12038.0,Cristian Chivu,Marco Baroni,3-5-2 flat,3-5-2 flat,4785786,CIT,46,416,player-scores,https://www.transfermarkt.co.uk/spielbericht/index/spielbericht/4785786,,
Coppa Italia,IT,Quarter-Finals,2026-02-05,Atalanta BC,Juventus FC,3,0,3,0,,,False,3,0,False,1.0,1.0,True,Michael Fabbri,New Balance Arena - Bergamo,22623.0,Raffaele Palladino,Luciano Spalletti,3-4-2-1,4-2-3-1,4785785,CIT,800,506,player-scores,https://www.transfermarkt.co.uk/spielbericht/index/spielbericht/4785785,,
Coppa Italia,IT,Quarter-Finals,2026-02-10,SSC Napoli,Como 1907,1,1,1,1,6.0,7.0,False,7,8,False,1.0,1.0,True,Gianluca Manganiello,Diego Armando Maradona,50000.0,Antonio Conte,Cesc Fàbregas,3-4-2-1,4-2-3-1,4785787,CIT,6195,1047,player-scores,https://www.transfermarkt.co.uk/spielbericht/index/spielbericht/4785787,,
Coppa Italia,IT,Quarter-Finals,2026-02-11,Bologna Football Club 1909,Società Sportiva Lazio S.p.A.,1,1,1,1,1.0,4.0,False,2,5,False,1.0,1.0,True,Daniele Chiffi,Stadio Renato Dall’Ara,17249.0,Vincenzo Italiano,Maurizio Sarri,4-2-3-1,4-3-3 Attacking,4785784,CIT,1025,398,player-scores,https://www.transfermarkt.co.uk/spielbericht/index/spielbericht/4785784,,
Coppa Italia,IT,Semi-Finals 1st Leg,2026-03-03,Como 1907,Inter Milan,0,0,0,0,,,False,0,0,False,1.0,1.0,True,Marco Di Bello,Giuseppe Sinigaglia,10324.0,Cesc Fàbregas,Cristian Chivu,4-2-3-1,3-4-2-1,4824553,CIT,1047,46,player-scores,https://www.transfermarkt.co.uk/spielbericht/index/spielbericht/4824553,,
Coppa Italia,IT,Semi-Finals 1st Leg,2026-03-04,Società Sportiva Lazio S.p.A.,Atalanta BC,2,2,2,2,,,False,2,2,False,1.0,1.0,True,Gianluca Manganiello,Olimpico di Roma,5000.0,Maurizio Sarri,Raffaele Palladino,4-3-3 Attacking,3-4-2-1,4824554,CIT,398,800,player-scores,https://www.transfermarkt.co.uk/spielbericht/index/spielbericht/4824554,,
Coppa Italia,IT,Semi-Finals 2nd Leg,2026-04-21,Inter Milan,Como 1907,3,2,3,2,,,False,3,2,False,1.0,1.0,True,Simone Sozza,Giuseppe Meazza,73255.0,Cristian Chivu,Cesc Fàbregas,3-5-2 flat,3-4-2-1,4824555,CIT,46,1047,player-scores,https://www.transfermarkt.co.uk/spielbericht/index/spielbericht/4824555,,
Coppa Italia,IT,Semi-Finals 2nd Leg,2026-04-22,Atalanta BC,Società Sportiva Lazio S.p.A.,1,1,1,1,1.0,2.0,False,2,3,False,1.0,1.0,True,Andrea Colombo,New Balance Arena - Bergamo,21915.0,Raffaele Palladino,Maurizio Sarri,3-4-2-1,4-3-3 Attacking,4824556,CIT,800,398,player-scores,https://www.transfermarkt.co.uk/spielbericht/index/spielbericht/4824556,,
Coppa Italia,IT,Final,2026-05-13,Lazio,Internazionale,,,0,2,,,,0,2,False,1.0,1.0,True,Marco Guida,Stadio Olimpico,68729,,,,,,CIT,,,wikipedia-en,,,
Coupe de France,FR,7° turno,2025-11-14,AS Cannes,FC Annecy,,,1,2,,,,1,2,False,4.0,2.0,True,,"Stade Pierre de Coubertin, Cannes",,,,,,,CDF,,,wikipedia-fr,,N2,L2
Coupe de France,FR,7° turno,2025-11-14,Olympique de Villefontaine,Grenoble Foot 38,,,0,3,,,,0,3,False,7.0,2.0,True,,"Stade de Chantereine , Bourgoin-Jallieu",,,,,,,CDF,,,wikipedia-fr,,R2,L2
Coupe de France,FR,7° turno,2025-11-15,AA Lapalisse,Stade poitevin FC,,,1,2,,,,1,2,False,7.0,4.0,True,,"Stade Abel Chervier, Saint-Prix",,,,,,,CDF,,,wikipedia-fr,,R2,N2
Coupe de France,FR,7° turno,2025-11-15,AC Cambrai,Entente Feignies Aulnoye,,,0,4,,,,0,4,False,6.0,4.0,True,,"Stade de la Liberté, Cambrai",,,,,,,CDF,,,wikipedia-fr,,R1,N2
Coupe de France,FR,7° turno,2025-11-15,AC Seyssinet,SC Aubagne Air-Bel,,,0,0,4.0,3.0,,0,0,False,5.0,3.0,True,,"Stade Joseph Guétat, Seyssinet-Pariset",,,,,,,CDF,,,wikipedia-fr,,N3,N1
Coupe de France,FR,7° turno,2025-11-15,AF Biars-Bretenoux,LB Châteauroux,,,0,2,,,,0,2,False,6.0,3.0,True,,"Stade municipal, Biars-sur-Cère",,,,,,,CDF,,,wikipedia-fr,,R1,N1
Coupe de France,FR,7° turno,2025-11-15,APM Metz FC,FC Fleury 91,,,2,2,5.0,4.0,,2,2,False,6.0,3.0,True,,"Stade Emile Weinberg, Metz",,,,,,,CDF,,,wikipedia-fr,,R1,N1
Coupe de France,FR,7° turno,2025-11-15,AS Gouzon,US Chauvigny,,,1,5,,,,1,5,False,7.0,5.0,True,,"Stade des Chaussades, Gouzon",,,,,,,CDF,,,wikipedia-fr,,R2,N3
Coupe de France,FR,7° turno,2025-11-15,AS Magenta,FC Mulhouse,,,0,3,,,,0,3,False,,5.0,True,,"Stade Numa-Daly, Nouméa",,,,,,,CDF,,,wikipedia-fr,,[[Championnat de Nouvelle-Calédonie de football|Super Ligue]],N3
Coupe de France,FR,7° turno,2025-11-15,AS Montréal-la Cluse,FC Chalon,,,0,3,,,,0,3,False,8.0,5.0,True,,"Stade Orindis, Montréal-la-Cluse",,,,,,,CDF,,,wikipedia-fr,,R3,N3
Coupe de France,FR,7° turno,2025-11-15,AS Quetigny,AS Saint-Étienne,,,1,3,,,,1,3,False,7.0,2.0,True,,"Stade Gaston-Gérard ,Dijon",,,,,,,CDF,,,wikipedia-fr,,R2,L2
Coupe de France,FR,7° turno,2025-11-15,AS Steenvoorde,FC Chambly,,,1,1,4.0,2.0,,1,1,False,6.0,4.0,True,,"Stade municipal, Steenvoorde",,,,,,,CDF,,,wikipedia-fr,,R1,N2
Coupe de France,FR,7° turno,2025-11-15,ASPTT Dijon,Le Puy Foot 43,,,0,1,,,,0,1,False,5.0,3.0,True,,"L’Astragale, Dijon",,,,,,,CDF,,,wikipedia-fr,,N3,N1
Coupe de France,FR,7° turno,2025-11-15,Andrézieux-Bouthéon FC,Hauts Lyonnais,,,1,1,3.0,4.0,,1,1,False,4.0,5.0,True,,"Envol Stadium, Andrézieux-Bouthéon",,,,,,,CDF,,,wikipedia-fr,,N2,N3
Coupe de France,FR,7° turno,2025-11-15,Auch Football,Canet Roussillon FC,,,1,4,,,,1,4,False,7.0,5.0,True,,"Stade Eric Carrière, Auch",,,,,,,CDF,,,wikipedia-fr,,R2,N3
Coupe de France,FR,7° turno,2025-11-15,Bayeux FC,SM Caen,,,3,2,,,,3,2,False,6.0,3.0,True,,"Stade Henry Jeanne, Bayeux",,,,,,,CDF,,,wikipedia-fr,,R1,N1
Coupe de France,FR,7° turno,2025-11-15,CA Pontarlier,FC Sochaux-Montbéliard,,,2,2,5.0,6.0,,2,2,False,5.0,3.0,True,,"Stade Paul Robbe, Pontarlier",,,,,,,CDF,,,wikipedia-fr,,N3,N1
Coupe de France,FR,7° turno,2025-11-15,CMS Oissel,Quevilly Rouen Métropole,,,2,2,5.0,4.0,,2,2,False,5.0,3.0,True,,"Stade Marcel Billard, Oissel",,,,,,,CDF,,,wikipedia-fr,,N3,N1
Coupe de France,FR,7° turno,2025-11-15,CS moulien,AS Le Gosier,,,2,3,,,,2,3,False,6.0,6.0,True,,"Stade Jacques Ponrémy, Le Moule",,,,,,,CDF,,,wikipedia-fr,,R1,R1
Coupe de France,FR,7° turno,2025-11-15,Carnoux FC,AS Pirae,,,5,1,,,,5,1,False,5.0,,True,,"Stade Marcel Cerdan, Carnoux-en-Provence",,,,,,,CDF,,,wikipedia-fr,,N3,[[Championnat de Polynésie française de football|Tahiti Ligue 1]]
Coupe de France,FR,7° turno,2025-11-15,Espoir de Sainte-Luce,Eveil des Trois-Ilets,,,0,0,5.0,4.0,,0,0,False,6.0,7.0,True,,"Stade Pierre-Aliker, Fort-de-France",,,,,,,CDF,,,wikipedia-fr,,R1,R2
Coupe de France,FR,7° turno,2025-11-15,FC 2 Rives 82,AS Mazères-Uzos-Rontignon,,,0,1,,,,0,1,False,6.0,6.0,True,,"Stade Paul Lafont, Golfech",,,,,,,CDF,,,wikipedia-fr,,R1,R1
Coupe de France,FR,7° turno,2025-11-15,FC Challans,GSI Pontivy,,,0,2,,,,0,2,False,5.0,5.0,True,,"Stade Jean Léveillé, Challans",,,,,,,CDF,,,wikipedia-fr,,N3,N3
Coupe de France,FR,7° turno,2025-11-15,FC Loon-Plage,Stade béthunois FC,,,1,1,5.0,6.0,,1,1,False,7.0,6.0,True,,"Stade Marcel Rosseel, Loon-Plage",,,,,,,CDF,,,wikipedia-fr,,R2,R1
Coupe de France,FR,7° turno,2025-11-15,FC Montceau Bourgogne,L'Etrat La Tour Sportif,,,2,1,,,,2,1,False,6.0,7.0,True,,"Stade des Alouettes, Montceau-les-Mines",,,,,,,CDF,,,wikipedia-fr,,R1,R2
Coupe de France,FR,7° turno,2025-11-15,FC Rhone Vallées,RC Pays de Grasse,,,1,1,4.0,3.0,,1,1,False,6.0,4.0,True,,"Stade Emile Dupau, Le Pouzin",,,,,,,CDF,,,wikipedia-fr,,R1,N2
Coupe de France,FR,7° turno,2025-11-15,FC Villars l'Isle SMB,US Sarre-Union,,,1,1,3.0,4.0,,1,1,False,7.0,6.0,True,,"Stade des Lumes, L'Isle-sur-le-Doubs",,,,,,,CDF,,,wikipedia-fr,,R2,R1
Coupe de France,FR,7° turno,2025-11-15,France d’Aizenay,ESTAC Troyes,,,0,3,,,,0,3,False,6.0,2.0,True,,"Stade municipal, Aizenay",,,,,,,CDF,,,wikipedia-fr,,R1,L2
Coupe de France,FR,7° turno,2025-11-15,IC Croix,Racing CFF,,,2,2,7.0,6.0,,2,2,False,5.0,5.0,True,,"Stade Henri Seigneur, Croix",,,,,,,CDF,,,wikipedia-fr,,N3,N3
Coupe de France,FR,7° turno,2025-11-15,Lavaur FC,Rodez AF,,,1,3,,,,1,3,False,7.0,2.0,True,,"Stade Maurice-Rigaud , Albi",,,,,,,CDF,,,wikipedia-fr,,R2,L2
Coupe de France,FR,7° turno,2025-11-15,Le Cellier Mauves FC,Stade lavallois,,,0,6,,,,0,6,False,8.0,2.0,True,,"Stade de la Davrays , Ancenis-Saint-Géréon",,,,,,,CDF,,,wikipedia-fr,,R3,L2
Coupe de France,FR,7° turno,2025-11-15,Les Bleuets Football,US Concarneau,,,0,3,,,,0,3,False,8.0,3.0,True,,"Stade municipal , Vitré",,,,,,,CDF,,,wikipedia-fr,,R3,N1
Coupe de France,FR,7° turno,2025-11-15,L’Union Saint-Jean FC,Angoulême Charente FC,,,1,0,,,,1,0,False,6.0,4.0,True,,"Stade Georges Beyney, L'Union",,,,,,,CDF,,,wikipedia-fr,,R1,N2
Coupe de France,FR,7° turno,2025-11-15,Montpellier Atlas Paillade,Bourg-Péronnas 01,,,0,2,,,,0,2,False,6.0,3.0,True,,"Stade de la Mosson , Montpellier",,,,,,,CDF,,,wikipedia-fr,,R1,N1
Coupe de France,FR,7° turno,2025-11-15,Montreuil FC,Bandrélé FC,,,1,0,,,,1,0,False,6.0,,True,,"Stade Auguste Delaune , Bobigny",,,,,,,CDF,,,wikipedia-fr,,R1,[[Championnat de Mayotte de football|R1 Mayotte]]
Coupe de France,FR,7° turno,2025-11-15,Olympique CPAM,Stade de Reims,,,0,1,,,,0,1,False,5.0,2.0,True,,"Stade du Petit Bois, Charleville-Mézières",,,,,,,CDF,,,wikipedia-fr,,N3,L2
Coupe de France,FR,7° turno,2025-11-15,Orvault SF,VHF Les Herbiers,,,1,3,,,,1,3,False,6.0,4.0,True,,"Stade de Gagne, Orvault",,,,,,,CDF,,,wikipedia-fr,,R1,N2
Coupe de France,FR,7° turno,2025-11-15,Racing Besançon,US Thionville Lusitanos,,,4,0,,,,4,0,False,5.0,4.0,True,,"Stade Léo-Lagrange, Besançon",,,,,,,CDF,,,wikipedia-fr,,N3,N2
Coupe de France,FR,7° turno,2025-11-15,SC Locminé,EA Guingamp,,,1,2,,,,1,2,False,4.0,2.0,True,,"Stade du Pigeon Blanc, Locminé",,,,,,,CDF,,,wikipedia-fr,,N2,L2
Coupe de France,FR,7° turno,2025-11-15,SS Allinges,Istres FC,,,1,2,,,,1,2,False,9.0,4.0,True,,"Stade Joseph-Moynat , Thonon-les-Bains",,,,,,,CDF,,,wikipedia-fr,,D1,N2
Coupe de France,FR,7° turno,2025-11-15,Sablé FC,US Saint-Malo,,,0,0,2.0,4.0,,0,0,False,6.0,4.0,True,,"Stade Rémy Lambert, Sablé-sur-Sarthe",,,,,,,CDF,,,wikipedia-fr,,R1,N2
Coupe de France,FR,7° turno,2025-11-15,Sarreguemines FC,AS Furiani-Agliani,,,5,3,,,,5,3,False,6.0,4.0,True,,"Stade de la Blies, Sarreguemines",,,,,,,CDF,,,wikipedia-fr,,R1,N2
Coupe de France,FR,7° turno,2025-11-15,Seignosse CS FC,FC Marmande 47,,,2,3,,,,2,3,False,7.0,6.0,True,,"Plaine de Sports , Saint-Paul-lès-Dax",,,,,,,CDF,,,wikipedia-fr,,R2,R1
Coupe de France,FR,7° turno,2025-11-15,Stade Quimperlois,Ancienne Château-Gontier,,,0,9,,,,0,9,False,8.0,6.0,True,,"Stade Jean-Charter, Quimperlé",,,,,,,CDF,,,wikipedia-fr,,R3,R1
Coupe de France,FR,7° turno,2025-11-15,Strasbourg FCOSK,ASC Biesheim,,,2,3,,,,2,3,False,6.0,4.0,True,,"Stade Émile-Stahl, Strasbourg",,,,,,,CDF,,,wikipedia-fr,,R1,N2
Coupe de France,FR,7° turno,2025-11-15,Trélissac APFC,Pau FC,,,0,2,,,,0,2,False,6.0,2.0,True,,"Stade Firmin Daudou, Trélissac",,,,,,,CDF,,,wikipedia-fr,,R1,L2
Coupe de France,FR,7° turno,2025-11-15,UES Montmorillon,SC Beaucouzé,,,0,1,,,,0,1,False,7.0,6.0,True,,"Stade Jean Ranger, Montmorillon",,,,,,,CDF,,,wikipedia-fr,,R2,R1
Coupe de France,FR,7° turno,2025-11-15,US Auby,Amiens SC,,,0,3,,,,0,3,False,9.0,2.0,True,,"Stade Demeny , Douai",,,,,,,CDF,,,wikipedia-fr,,D1,L2
Coupe de France,FR,7° turno,2025-11-15,US Avranches,Paris 13 Atletico,,,0,0,5.0,3.0,,0,0,False,4.0,3.0,True,,"Stade René-Fenouillère, Avranches",,,,,,,CDF,,,wikipedia-fr,,N2,N1
Coupe de France,FR,7° turno,2025-11-15,US Château-Malo,SC Bastia,,,0,6,,,,0,6,False,8.0,2.0,True,,"Stade de Marville , Saint-Malo",,,,,,,CDF,,,wikipedia-fr,,R3,L2
Coupe de France,FR,7° turno,2025-11-15,US Granville,Dinan Léhon FC,,,3,1,,,,3,1,False,4.0,4.0,True,,"Stade Louis-Dior, Granville",,,,,,,CDF,,,wikipedia-fr,,N2,N2
Coupe de France,FR,7° turno,2025-11-15,US Ivry Football,Le Mans FC,,,1,1,2.0,4.0,,1,1,False,5.0,2.0,True,,"Stade Edouard Clerville, Ivry-sur-Seine",,,,,,,CDF,,,wikipedia-fr,,N3,L2
Coupe de France,FR,7° turno,2025-11-15,US Orléans,Aviron bayonnais FC,,,3,0,,,,3,0,False,3.0,4.0,True,,"Stade de la Source, Orléans",,,,,,,CDF,,,wikipedia-fr,,N1,N2
Coupe de France,FR,7° turno,2025-11-15,US Prémontré Saint-Gobain,US Chantilly,,,0,3,,,,0,3,False,8.0,4.0,True,,"Stade Joncourt , Chauny",,,,,,,CDF,,,wikipedia-fr,,R3,N2
Coupe de France,FR,7° turno,2025-11-15,Vendée Fontenay Foot,FC Chamalières,,,0,0,4.0,3.0,,0,0,False,5.0,5.0,True,,"Stade Emmanuel-Murzeau, Fontenay-le-Comte",,,,,,,CDF,,,wikipedia-fr,,N3,N3
Coupe de France,FR,7° turno,2025-11-15,Yvetot AC,ASPTT Caen,,,2,1,,,,2,1,False,6.0,6.0,True,,"Stade municipal, Yvetot",,,,,,,CDF,,,wikipedia-fr,,R1,R1
Coupe de France,FR,7° turno,2025-11-15,Étoile de Matoury,Le Geldar de Kourou,,,1,1,2.0,3.0,,1,1,False,6.0,6.0,True,,"Stade Edmard Lama, Remire-Montjoly",,,,,,,CDF,,,wikipedia-fr,,R1,R1
Coupe de France,FR,7° turno,2025-11-16,AS Nancy-Lorraine,GSA Tomblaine,,,5,0,,,,5,0,False,2.0,8.0,True,,"Stade Marcel-Picot , Tomblaine",,,,,,,CDF,,,wikipedia-fr,,L2,R3
Coupe de France,FR,7° turno,2025-11-16,AS Saint-Brice Courcelles,FC Bogny-sur-Meuse,,,1,1,2.0,3.0,,1,1,False,7.0,6.0,True,,"Stade des Bords de Vesle, Saint-Brice-Courcelles",,,,,,,CDF,,,wikipedia-fr,,R2,R1
Coupe de France,FR,7° turno,2025-11-16,AS Savigneux Montbrison,US Feurs,,,3,5,,,,3,5,False,8.0,5.0,True,,"Stade Irénée Laurent , Veauche",,,,,,,CDF,,,wikipedia-fr,,R3,N3
Coupe de France,FR,7° turno,2025-11-16,AS Vitré,AG Plouvorn,,,1,1,2.0,4.0,,1,1,False,5.0,6.0,True,,"Stade municipal, Vitré",,,,,,,CDF,,,wikipedia-fr,,N3,R1
Coupe de France,FR,7° turno,2025-11-16,Association Still Mutzig,US Raon-l'Étape,,,0,3,,,,0,3,False,6.0,6.0,True,,"Stade Roger Leissner, Mutzig",,,,,,,CDF,,,wikipedia-fr,,R1,R1
Coupe de France,FR,7° turno,2025-11-16,Atom Sports Pierrelatte,Lyon-La Duchère,,,0,2,,,,0,2,False,8.0,5.0,True,,"Stade Gustave Jaume, Pierrelatte",,,,,,,CDF,,,wikipedia-fr,,R3,N3
