competizione,paese,turno,data,casa,ospite,gol_casa_90,gol_ospite_90,gol_casa_finale,gol_ospite_finale,rigori_casa,rigori_ospite,supplementari,gol_casa_dichiarato,gol_ospite_dichiarato,eventi_incompleti,divisione_casa,divisione_ospite,dentro_perimetro,arbitro,stadio,spettatori,allenatore_casa,allenatore_ospite,modulo_casa,modulo_ospite,game_id,competition_id,home_club_id,away_club_id,fonte,url,sigla_divisione_casa,sigla_divisione_ospite
Coupe de France,FR,16esimi,2026-01-11,LOSC Lille,Olympique lyonnais,,,1,2,,,,1,2,False,1.0,1.0,True,,"Stade Pierre-Mauroy, Villeneuve-d'Ascq",,,,,,,CDF,,,wikipedia-fr,,L1,L1
Coupe de France,FR,16esimi,2026-01-11,Le Mans FC,AS Nancy-Lorraine,,,0,0,4.0,1.0,,0,0,False,2.0,2.0,True,,"Stade Marie-Marvingt, Le Mans",,,,,,,CDF,,,wikipedia-fr,,L2,L2
Coupe de France,FR,16esimi,2026-01-11,US Chantilly,Stade rennais FC,,,1,3,,,,1,3,False,4.0,1.0,True,,"Stade Pierre-Brisson , Beauvais",,,,,,,CDF,,,wikipedia-fr,,N2,L1
Coupe de France,FR,16esimi,2026-01-12,Paris Saint-Germain,Paris FC,,,0,1,,,,0,1,False,1.0,1.0,True,,"Parc des Princes, Paris",,,,,,,CDF,,,wikipedia-fr,,L1,L1
Coupe de France,FR,16esimi,2026-01-13,Bayeux FC,Olympique de Marseille,,,0,9,,,,0,9,False,6.0,1.0,True,,"Stade Michel-d'Ornano , Caen",,,,,,,CDF,,,wikipedia-fr,,R1,L1
Coupe de France,FR,Ottavi,2026-02-03,Olympique de Marseille,Stade rennais FC,,,3,0,,,,3,0,False,1.0,1.0,True,,"Stade Vélodrome, Marseille",,,,,,,CDF,,,wikipedia-fr,,L1,L1
Coupe de France,FR,Ottavi,2026-02-03,Stade de Reims,Le Mans FC,,,3,0,,,,3,0,False,2.0,2.0,True,,"Stade Auguste-Delaune, Reims",,,,,,,CDF,,,wikipedia-fr,,L2,L2
Coupe de France,FR,Ottavi,2026-02-04,ESTAC Troyes,RC Lens,,,2,4,,,,2,4,False,2.0,1.0,True,,"Stade de l'Aube, Troyes",,,,,,,CDF,,,wikipedia-fr,,L2,L1
Coupe de France,FR,Ottavi,2026-02-04,FC Lorient,Paris FC,,,2,0,,,,2,0,False,1.0,1.0,True,,"Stade du Moustoir, Lorient",,,,,,,CDF,,,wikipedia-fr,,L1,L1
Coupe de France,FR,Ottavi,2026-02-04,OGC Nice,Montpellier HSC,,,3,2,,,,3,2,False,1.0,2.0,True,,"Allianz Riviera, Nice",,,,,,,CDF,,,wikipedia-fr,,L1,L2
Coupe de France,FR,Ottavi,2026-02-04,Olympique lyonnais,Stade lavallois,,,2,0,,,,2,0,False,1.0,2.0,True,,"Parc Olympique lyonnais, Décines-Charpieu",,,,,,,CDF,,,wikipedia-fr,,L1,L2
Coupe de France,FR,Ottavi,2026-02-04,Toulouse FC,Amiens SC,,,1,0,,,,1,0,False,1.0,2.0,True,,"Stadium de Toulouse, Toulouse",,,,,,,CDF,,,wikipedia-fr,,L1,L2
Coupe de France,FR,Ottavi,2026-02-05,RC Strasbourg,AS Monaco,,,3,1,,,,3,1,False,1.0,1.0,True,,"Stade de la Meinau, Strasbourg",,,,,,,CDF,,,wikipedia-fr,,L1,L1
Coupe de France,FR,Quarti,2026-03-03,RC Strasbourg,Stade de Reims,,,2,1,,,,2,1,False,1.0,2.0,True,,"Stade de la Meinau, Strasbourg",,,,,,,CDF,,,wikipedia-fr,,L1,L2
Coupe de France,FR,Quarti,2026-03-04,FC Lorient,OGC Nice,,,0,0,5.0,6.0,,0,0,False,1.0,1.0,True,,"Stade du Moustoir, Lorient",,,,,,,CDF,,,wikipedia-fr,,L1,L1
Coupe de France,FR,Quarti,2026-03-04,Olympique de Marseille,Toulouse FC,,,2,2,3.0,4.0,,2,2,False,1.0,1.0,True,,"Stade Vélodrome, Marseille",,,,,,,CDF,,,wikipedia-fr,,L1,L1
Coupe de France,FR,Quarti,2026-03-05,Olympique lyonnais,RC Lens,,,2,2,4.0,5.0,,2,2,False,1.0,1.0,True,,"Parc Olympique lyonnais, Décines-Charpieu",,,,,,,CDF,,,wikipedia-fr,,L1,L1
Coupe de France,FR,Semifinali,2026-04-21,RC Lens,Toulouse FC,,,4,1,,,,4,1,False,1.0,1.0,True,,"Stade Bollaert-Delelis, Lens",,,,,,,CDF,,,wikipedia-fr,,L1,L1
Coupe de France,FR,Semifinali,2026-04-22,RC Strasbourg,OGC Nice,,,0,2,,,,0,2,False,1.0,1.0,True,,"Stade de la Meinau, Strasbourg",,,,,,,CDF,,,wikipedia-fr,,L1,L1
Coupe de France,FR,Finale,2026-05-22,RC Lens,OGC Nice,,,3,1,,,,3,1,False,1.0,1.0,True,,"Stade de France, Saint-Denis",,,,,,,CDF,,,wikipedia-fr,,L1,L1
DFB-Pokal,DE,First Round,2025-08-15,1.FC Saarbrücken,1.FC Magdeburg,1,3,1,3,,,False,1,3,False,3.0,2.0,True,Robin Braun,Ludwigsparkstadion,14717.0,Alois Schwartz,Markus Fiedler,3-1-4-2,3-4-3 Diamond,4623577,DFB,1,187,player-scores,https://www.transfermarkt.co.uk/spielbericht/index/spielbericht/4623577,,
DFB-Pokal,DE,First Round,2025-08-15,Arminia Bielefeld,SV Werder Bremen,1,0,1,0,,,False,1,0,False,2.0,1.0,True,Robert Hartmann,SchücoArena,26515.0,Mitch Kniat,Horst Steffen,4-3-3 Attacking,4-2-3-1,4623573,DFB,10,86,player-scores,https://www.transfermarkt.co.uk/spielbericht/index/spielbericht/4623573,,
DFB-Pokal,DE,First Round,2025-08-15,FC Gütersloh,1.FC Union Berlin,0,5,0,5,,,False,0,5,False,3.0,1.0,True,Jarno Wienefeld,Ohlendorf Stadion im Heidewald,9236.0,Julian Hesse,Steffen Baumgart,4-5-1,3-4-2-1,4623587,DFB,220,89,player-scores,https://www.transfermarkt.co.uk/spielbericht/index/spielbericht/4623587,,
DFB-Pokal,DE,First Round,2025-08-15,SG Sonnenhof Großaspach,Bayer 04 Leverkusen,0,4,0,4,,,False,0,4,False,3.0,1.0,True,Michael Bacher,WIRmachenDRUCK Arena,8850.0,Pascal Reinhardt,Erik ten Hag,4-4-2 double 6,3-4-3,4623576,DFB,2589,15,player-scores,https://www.transfermarkt.co.uk/spielbericht/index/spielbericht/4623576,,
DFB-Pokal,DE,First Round,2025-08-16,BFC Dynamo,VfL Bochum,1,1,1,3,,,True,1,3,False,3.0,2.0,True,Felix Wagner,Sportforum Hohenschönhausen,4705.0,Dennis Kutrieb,Dieter Hecking,3-1-4-2,4-3-3 Attacking,4623589,DFB,222,80,player-scores,https://www.transfermarkt.co.uk/spielbericht/index/spielbericht/4623589,,
DFB-Pokal,DE,First Round,2025-08-16,Bahlinger SC,1. Fußballclub Heidenheim 1846,0,5,0,5,,,False,0,5,False,3.0,1.0,True,Lukas Benen,Kaiserstuhlstadion,4000.0,Stefan Reisinger,Frank Schmidt,4-2-3-1,3-4-2-1,4623579,DFB,1193,2036,player-scores,https://www.transfermarkt.co.uk/spielbericht/index/spielbericht/4623579,,
DFB-Pokal,DE,First Round,2025-08-16,Eintracht Norderstedt,FC St. Pauli,0,0,0,0,2.0,3.0,False,2,3,False,3.0,1.0,True,Eric Weisbach,Millerntor-Stadion,28946.0,Elard Ostermann,Alexander Blessin,3-5-2 flat,3-4-3,4623590,DFB,117,35,player-scores,https://www.transfermarkt.co.uk/spielbericht/index/spielbericht/4623590,,
DFB-Pokal,DE,First Round,2025-08-16,FC Energie Cottbus,Hannover 96,1,0,1,0,,,False,1,0,False,3.0,2.0,True,Felix Prigan,LEAG Energie Stadion,18659.0,Claus-Dieter Wollitz,Christian Titz,4-3-3 Attacking,3-4-3,4623583,DFB,25,42,player-scores,https://www.transfermarkt.co.uk/spielbericht/index/spielbericht/4623583,,
DFB-Pokal,DE,First Round,2025-08-16,FC Hansa Rostock,TSG 1899 Hoffenheim,0,4,0,4,,,False,0,4,False,3.0,1.0,True,Wolfgang Haslberger,Ostseestadion,22243.0,Daniel Brinkmann,Christian Ilzer,3-4-2-1,3-4-2-1,4623580,DFB,30,533,player-scores,https://www.transfermarkt.co.uk/spielbericht/index/spielbericht/4623580,,
DFB-Pokal,DE,First Round,2025-08-16,FK Pirmasens,Hamburger SV,1,1,1,2,,,True,1,2,False,3.0,1.0,True,Timo Gansloweit,Framas Stadion,10000.0,Daniel Paulus,Merlin Polzin,5-3-2,3-4-3,4623601,DFB,726,41,player-scores,https://www.transfermarkt.co.uk/spielbericht/index/spielbericht/4623601,,
DFB-Pokal,DE,First Round,2025-08-16,FV Illertissen,1.FC Nuremberg,3,3,3,3,6.0,5.0,False,9,8,False,3.0,2.0,True,Patrick Alt,Vöhlinstadion im Sportzentrum Nautilla,5000.0,Holger Bachthaler,Miroslav Klose,4-2-3-1,3-5-2 flat,4623593,DFB,1468,4,player-scores,https://www.transfermarkt.co.uk/spielbericht/index/spielbericht/4623593,,
DFB-Pokal,DE,First Round,2025-08-16,SV Hemelingen,VfL Wolfsburg,0,9,0,9,,,False,0,9,False,3.0,1.0,True,Nico Fuchs,Weserstadion,6641.0,Günter Tuncel,Paul Simonis,4-2-3-1,4-2-3-1,4623602,DFB,26444,82,player-scores,https://www.transfermarkt.co.uk/spielbericht/index/spielbericht/4623602,,
DFB-Pokal,DE,First Round,2025-08-16,SV Sandhausen,RB Leipzig,2,4,2,4,,,False,2,4,False,3.0,1.0,True,Dr. Matthias Jöllenbeck,Stadion am Hardtwald,4987.0,Olaf Janßen,Ole Werner,4-4-2,4-3-3 Attacking,4623582,DFB,254,23826,player-scores,https://www.transfermarkt.co.uk/spielbericht/index/spielbericht/4623582,,
DFB-Pokal,DE,First Round,2025-08-16,Sportfreunde Lotte,SC Freiburg,0,2,0,2,,,False,0,2,False,3.0,1.0,True,Florian Lechner,Stadion am Lotter Kreuz,5681.0,Fabian Lübbers,Julian Schuster,3-4-2-1,4-2-3-1,4623588,DFB,668,60,player-scores,https://www.transfermarkt.co.uk/spielbericht/index/spielbericht/4623588,,
DFB-Pokal,DE,First Round,2025-08-16,VfB Lübeck,SV Darmstadt 98,1,2,1,2,,,False,1,2,False,3.0,2.0,True,Leonidas Exuzidis,Stadion an der Lohmühle,8682.0,Guerino Capretti,Florian Kohfeldt,4-3-3 Attacking,3-5-2 flat,4623591,DFB,78,105,player-scores,https://www.transfermarkt.co.uk/spielbericht/index/spielbericht/4623591,,
DFB-Pokal,DE,First Round,2025-08-17,1.FC Lokomotive Leipzig,FC Schalke 04,0,0,0,1,,,True,0,1,False,3.0,2.0,True,Max Burda,Bruno-Plache-Stadion,11900.0,Jochen Seitz,Miron Muslic,4-2-3-1,3-4-2-1,4623578,DFB,497,33,player-scores,https://www.transfermarkt.co.uk/spielbericht/index/spielbericht/4623578,,
DFB-Pokal,DE,First Round,2025-08-17,Blau-Weiß Lohne,SpVgg Greuther Fürth,0,2,0,2,,,False,0,2,False,3.0,2.0,True,Felix Weller,Heinz-Dettmer-Stadion,4773.0,Uwe Möhrle,Thomas Kleine,3-5-2 Attacking,5-3-2,4623581,DFB,4883,65,player-scores,https://www.transfermarkt.co.uk/spielbericht/index/spielbericht/4623581,,
DFB-Pokal,DE,First Round,2025-08-17,FC 08 Homburg,Holstein Kiel,0,2,0,2,,,False,0,2,False,3.0,2.0,True,Assad Nouhoum,Waldstadion Homburg,5123.0,Roland Seitz,Marcel Rapp,4-3-3 Attacking,3-4-3,4623584,DFB,459,269,player-scores,https://www.transfermarkt.co.uk/spielbericht/index/spielbericht/4623584,,
DFB-Pokal,DE,First Round,2025-08-17,FC Viktoria Köln,SC Paderborn 07,1,3,1,3,,,False,1,3,False,3.0,2.0,True,Sören Storks,Sportpark Höhenberg,8343.0,Marian Wilhelm,Ralf Kettemann,3-4-2-1,3-4-2-1,4623598,DFB,1622,127,player-scores,https://www.transfermarkt.co.uk/spielbericht/index/spielbericht/4623598,,
DFB-Pokal,DE,First Round,2025-08-17,FV Engers 07,Eintracht Frankfurt,0,5,0,5,,,False,0,5,False,3.0,1.0,True,Dr. Robert Kampka,Stadion Oberwerth,10100.0,Julian Feit,Dino Toppmöller,4-3-3 Attacking,4-2-3-1,4623592,DFB,2085,24,player-scores,https://www.transfermarkt.co.uk/spielbericht/index/spielbericht/4623592,,
DFB-Pokal,DE,First Round,2025-08-17,Hallescher FC,FC Augsburg,0,2,0,2,,,False,0,2,False,3.0,1.0,True,Tobias Reichel,Leuna-Chemie-Stadion,14000.0,Robert Schröder,Sandro Wagner,4-3-3 Attacking,3-4-1-2,4623600,DFB,440,167,player-scores,https://www.transfermarkt.co.uk/spielbericht/index/spielbericht/4623600,,
DFB-Pokal,DE,First Round,2025-08-17,RSV Eintracht 1949,1.FC Kaiserslautern,0,7,0,7,,,False,0,7,False,3.0,2.0,True,Cristian Ballweg,Karl-Liebknecht-Stadion,7449.0,Patrick Hinze,Torsten Lieberknecht,3-4-1-2,3-4-2-1,4623597,DFB,29476,2,player-scores,https://www.transfermarkt.co.uk/spielbericht/index/spielbericht/4623597,,
DFB-Pokal,DE,First Round,2025-08-17,SSV Jahn Regensburg,1.FC Köln,1,2,1,2,,,False,1,2,False,3.0,1.0,True,Christian Dingert,Jahnstadion Regensburg,13396.0,Michael Wimmer,Lukas Kwasniok,3-4-1-2,3-4-2-1,4623585,DFB,109,3,player-scores,https://www.transfermarkt.co.uk/spielbericht/index/spielbericht/4623585,,
DFB-Pokal,DE,First Round,2025-08-17,SSV Ulm 1846,SV 07 Elversberg,0,1,0,1,,,False,0,1,False,3.0,2.0,True,Richard Hempel,Donaustadion,9531.0,Robert Lechleiter,Vincent Wagner,3-4-1-2,4-2-3-1,4623603,DFB,69,64,player-scores,https://www.transfermarkt.co.uk/spielbericht/index/spielbericht/4623603,,
DFB-Pokal,DE,First Round,2025-08-17,SV Atlas Delmenhorst,Borussia Mönchengladbach,2,3,2,3,,,False,2,3,False,3.0,1.0,True,Fabienne Michel,Marschwegstadion,14300.0,Key Riebau,Gerardo Seoane,4-3-1-2,4-2-3-1,4623599,DFB,29988,18,player-scores,https://www.transfermarkt.co.uk/spielbericht/index/spielbericht/4623599,,
DFB-Pokal,DE,First Round,2025-08-17,ZFC Meuselwitz,Karlsruher SC,0,5,0,5,,,False,0,5,False,3.0,2.0,True,Lars Erbst,bluechip-Arena,4269.0,Georg-Martin Leopold,Christian Eichner,5-4-1,3-5-2 Attacking,4623594,DFB,2643,48,player-scores,https://www.transfermarkt.co.uk/spielbericht/index/spielbericht/4623594,,
DFB-Pokal,DE,First Round,2025-08-18,1.FC Schweinfurt 05,Fortuna Düsseldorf,2,4,2,4,,,False,2,4,False,3.0,2.0,True,Timo Gerach,Riedel Bau Arena im Sachs-Stadion,10684.0,Victor Kleinhenz,Daniel Thioune,5-4-1,4-2-3-1,4623574,DFB,103,38,player-scores,https://www.transfermarkt.co.uk/spielbericht/index/spielbericht/4623574,,
DFB-Pokal,DE,First Round,2025-08-18,Preußen Münster,Hertha BSC,0,0,0,0,3.0,5.0,False,3,5,False,2.0,2.0,True,Martin Petersen,LVM-Preußenstadion,10635.0,Alexander Ende,Stefan Leitl,4-3-1-2,3-4-3,4623586,DFB,91,44,player-scores,https://www.transfermarkt.co.uk/spielbericht/index/spielbericht/4623586,,
DFB-Pokal,DE,First Round,2025-08-18,Rot-Weiss Essen,Borussia Dortmund,0,1,0,1,,,False,0,1,False,3.0,1.0,True,Frank Willenborg,Stadion an der Hafenstraße,19300.0,Uwe Koschinat,Niko Kovac,3-4-2-1,3-5-2 flat,4623596,DFB,56,16,player-scores,https://www.transfermarkt.co.uk/spielbericht/index/spielbericht/4623596,,
DFB-Pokal,DE,First Round,2025-08-18,SG Dynamo Dresden,1.FSV Mainz 05,0,1,0,1,,,False,0,1,False,2.0,1.0,True,Florian Badstübner,Rudolf-Harbig-Stadion,30105.0,Thomas Stamm,Bo Henriksen,4-2-3-1,3-4-1-2,4623572,DFB,129,39,player-scores,https://www.transfermarkt.co.uk/spielbericht/index/spielbericht/4623572,,
DFB-Pokal,DE,First Round,2025-08-26,Eintracht Braunschweig,VfB Stuttgart,3,3,4,4,7.0,8.0,True,11,12,False,2.0,1.0,True,Florian Exner,EINTRACHT-Stadion,20865.0,Heiner Backhaus,Sebastian Hoeneß,3-4-2-1,4-2-3-1,4623595,DFB,23,79,player-scores,https://www.transfermarkt.co.uk/spielbericht/index/spielbericht/4623595,,
DFB-Pokal,DE,First Round,2025-08-27,SV Wehen Wiesbaden,Bayern Munich,2,3,2,3,,,False,2,3,False,3.0,1.0,True,Daniel Siebert,BRITA Arena,12500.0,Nils Döring,Vincent Kompany,4-4-2 double 6,4-2-3-1,4623575,DFB,108,27,player-scores,https://www.transfermarkt.co.uk/spielbericht/index/spielbericht/4623575,,
DFB-Pokal,DE,Second Round,2025-10-28,1. Fußballclub Heidenheim 1846,Hamburger SV,0,1,0,1,,,False,0,1,False,1.0,1.0,True,Benjamin Brand,Voith-Arena,15000.0,Frank Schmidt,Merlin Polzin,4-4-2 Diamond,3-4-3,4717146,DFB,2036,41,player-scores,https://www.transfermarkt.co.uk/spielbericht/index/spielbericht/4717146,,
DFB-Pokal,DE,Second Round,2025-10-28,Borussia Mönchengladbach,Karlsruher SC,3,1,3,1,,,False,3,1,False,1.0,2.0,True,Bastian Dankert,Stadion im Borussia-Park,48023.0,Eugen Polanski,Christian Eichner,3-4-3,3-1-4-2,4717152,DFB,18,48,player-scores,https://www.transfermarkt.co.uk/spielbericht/index/spielbericht/4717152,,
DFB-Pokal,DE,Second Round,2025-10-28,Eintracht Frankfurt,Borussia Dortmund,1,1,1,1,2.0,4.0,False,3,5,False,1.0,1.0,True,Sven Jablonski,Deutsche Bank Park,59300.0,Dino Toppmöller,Niko Kovac,3-4-2-1,3-4-2-1,4717153,DFB,24,16,player-scores,https://www.transfermarkt.co.uk/spielbericht/index/spielbericht/4717153,,
DFB-Pokal,DE,Second Round,2025-10-28,FC Augsburg,VfL Bochum,0,1,0,1,,,False,0,1,False,1.0,2.0,True,Sascha Stegemann,WWK ARENA,20280.0,Sandro Wagner,Uwe Rösler,3-4-2-1,4-1-4-1,4717148,DFB,167,80,player-scores,https://www.transfermarkt.co.uk/spielbericht/index/spielbericht/4717148,,
DFB-Pokal,DE,Second Round,2025-10-28,FC Energie Cottbus,RB Leipzig,1,4,1,4,,,False,1,4,False,3.0,1.0,True,Tobias Reichel,LEAG Energie Stadion,19700.0,Claus-Dieter Wollitz,Ole Werner,4-3-3 Attacking,4-2-3-1,4717151,DFB,25,23826,player-scores,https://www.transfermarkt.co.uk/spielbericht/index/spielbericht/4717151,,
DFB-Pokal,DE,Second Round,2025-10-28,FC St. Pauli,TSG 1899 Hoffenheim,1,1,2,2,8.0,7.0,True,10,9,False,1.0,1.0,True,Daniel Schlager,Millerntor-Stadion,28123.0,Alexander Blessin,Christian Ilzer,3-4-2-1,4-4-2,4717150,DFB,35,533,player-scores,https://www.transfermarkt.co.uk/spielbericht/index/spielbericht/4717150,,
DFB-Pokal,DE,Second Round,2025-10-28,Hertha BSC,SV 07 Elversberg,3,0,3,0,,,False,3,0,False,2.0,2.0,True,Tom Bauer,Olympiastadion Berlin,32092.0,Stefan Leitl,Vincent Wagner,4-3-3 Defending,4-3-3 Defending,4717157,DFB,44,64,player-scores,https://www.transfermarkt.co.uk/spielbericht/index/spielbericht/4717157,,
DFB-Pokal,DE,Second Round,2025-10-28,VfL Wolfsburg,Holstein Kiel,0,1,0,1,,,False,0,1,False,1.0,2.0,True,Florian Exner,Volkswagen Arena,10793.0,Paul Simonis,Marcel Rapp,4-3-3 Defending,3-4-2-1,4717155,DFB,82,269,player-scores,https://www.transfermarkt.co.uk/spielbericht/index/spielbericht/4717155,,
DFB-Pokal,DE,Second Round,2025-10-29,1.FC Köln,Bayern Munich,1,4,1,4,,,False,1,4,False,1.0,1.0,True,Tobias Welz,RheinEnergieSTADION,50000.0,Lukas Kwasniok,Vincent Kompany,3-4-3,4-2-3-1,4717160,DFB,3,27,player-scores,https://www.transfermarkt.co.uk/spielbericht/index/spielbericht/4717160,,
DFB-Pokal,DE,Second Round,2025-10-29,1.FC Union Berlin,Arminia Bielefeld,1,1,2,1,,,True,2,1,False,1.0,2.0,True,Harm Osmers,Stadion An der Alten Försterei,22012.0,Steffen Baumgart,Mitch Kniat,3-4-3,5-3-2,4717156,DFB,89,10,player-scores,https://www.transfermarkt.co.uk/spielbericht/index/spielbericht/4717156,,
DFB-Pokal,DE,Second Round,2025-10-29,1.FSV Mainz 05,VfB Stuttgart,0,2,0,2,,,False,0,2,False,1.0,1.0,True,Deniz Aytekin,Mewa Arena,29400.0,Bo Henriksen,Sebastian Hoeneß,3-4-2-1,3-4-2-1,4717149,DFB,39,79,player-scores,https://www.transfermarkt.co.uk/spielbericht/index/spielbericht/4717149,,
DFB-Pokal,DE,Second Round,2025-10-29,FV Illertissen,1.FC Magdeburg,0,3,0,3,,,False,0,3,False,3.0,2.0,True,Patrick Schwengers,Vöhlinstadion im Sportzentrum Nautilla,4157.0,Holger Bachthaler,Petrik Sander,5-4-1,4-3-3 Attacking,4717145,DFB,1468,187,player-scores,https://www.transfermarkt.co.uk/spielbericht/index/spielbericht/4717145,,
DFB-Pokal,DE,Second Round,2025-10-29,Fortuna Düsseldorf,SC Freiburg,1,3,1,3,,,False,1,3,False,2.0,1.0,True,Felix Zwayer,MERKUR SPIEL-ARENA,36112.0,Markus Anfang,Julian Schuster,4-2-3-1,4-2-3-1,4717154,DFB,38,60,player-scores,https://www.transfermarkt.co.uk/spielbericht/index/spielbericht/4717154,,
DFB-Pokal,DE,Second Round,2025-10-29,SC Paderborn 07,Bayer 04 Leverkusen,1,1,2,4,,,True,2,4,False,2.0,1.0,True,Patrick Ittrich,Home Deluxe Arena,15000.0,Ralf Kettemann,Kasper Hjulmand,3-4-2-1,3-4-2-1,4717159,DFB,127,15,player-scores,https://www.transfermarkt.co.uk/spielbericht/index/spielbericht/4717159,,
DFB-Pokal,DE,Second Round,2025-10-29,SV Darmstadt 98,FC Schalke 04,4,0,4,0,,,False,4,0,False,2.0,2.0,True,Felix Bickel,Merck-Stadion am Böllenfalltor,17810.0,Florian Kohfeldt,Miron Muslic,4-2-3-1,3-4-2-1,4717158,DFB,105,33,player-scores,https://www.transfermarkt.co.uk/spielbericht/index/spielbericht/4717158,,
DFB-Pokal,DE,Second Round,2025-10-29,SpVgg Greuther Fürth,1.FC Kaiserslautern,0,1,0,1,,,False,0,1,False,2.0,2.0,True,Marc-Philip Eckermann,Sportpark Ronhof | Thomas Sommer,12411.0,Thomas Kleine,Torsten Lieberknecht,5-3-2,3-4-2-1,4717147,DFB,65,2,player-scores,https://www.transfermarkt.co.uk/spielbericht/index/spielbericht/4717147,,
DFB-Pokal,DE,Round of 16,2025-12-02,Borussia Dortmund,Bayer 04 Leverkusen,0,1,0,1,,,False,0,1,False,1.0,1.0,True,Tobias Stieler,SIGNAL IDUNA PARK,80000.0,Niko Kovac,Kasper Hjulmand,3-4-2-1,3-4-2-1,4761580,DFB,16,15,player-scores,https://www.transfermarkt.co.uk/spielbericht/index/spielbericht/4761580,,
DFB-Pokal,DE,Round of 16,2025-12-02,Borussia Mönchengladbach,FC St. Pauli,1,2,1,2,,,False,1,2,False,1.0,1.0,True,Sven Jablonski,Stadion im Borussia-Park,48104.0,Eugen Polanski,Alexander Blessin,3-5-2 Attacking,3-5-2 flat,4761585,DFB,18,35,player-scores,https://www.transfermarkt.co.uk/spielbericht/index/spielbericht/4761585,,
DFB-Pokal,DE,Round of 16,2025-12-02,Hertha BSC,1.FC Kaiserslautern,6,1,6,1,,,False,6,1,False,2.0,2.0,True,Sascha Stegemann,Olympiastadion Berlin,51195.0,Stefan Leitl,Torsten Lieberknecht,4-2-3-1,3-1-4-2,4761583,DFB,44,2,player-scores,https://www.transfermarkt.co.uk/spielbericht/index/spielbericht/4761583,,
DFB-Pokal,DE,Round of 16,2025-12-02,RB Leipzig,1.FC Magdeburg,3,1,3,1,,,False,3,1,False,1.0,2.0,True,Felix Zwayer,Red Bull Arena,41108.0,Ole Werner,Petrik Sander,4-3-3 Attacking,4-3-3 Attacking,4761586,DFB,23826,187,player-scores,https://www.transfermarkt.co.uk/spielbericht/index/spielbericht/4761586,,
DFB-Pokal,DE,Round of 16,2025-12-03,1.FC Union Berlin,Bayern Munich,2,3,2,3,,,False,2,3,False,1.0,1.0,True,Martin Petersen,Stadion An der Alten Försterei,22012.0,Steffen Baumgart,Vincent Kompany,3-5-2 flat,4-2-3-1,4761581,DFB,89,27,player-scores,https://www.transfermarkt.co.uk/spielbericht/index/spielbericht/4761581,,
DFB-Pokal,DE,Round of 16,2025-12-03,Hamburger SV,Holstein Kiel,0,0,1,1,2.0,4.0,True,3,5,False,1.0,2.0,True,Tobias Welz,Volksparkstadion,57000.0,Merlin Polzin,Marcel Rapp,3-4-3,5-3-2,4761587,DFB,41,269,player-scores,https://www.transfermarkt.co.uk/spielbericht/index/spielbericht/4761587,,
DFB-Pokal,DE,Round of 16,2025-12-03,SC Freiburg,SV Darmstadt 98,2,0,2,0,,,False,2,0,False,1.0,2.0,True,Harm Osmers,Europa-Park Stadion,30000.0,Julian Schuster,Florian Kohfeldt,4-2-3-1,3-4-2-1,4761584,DFB,60,105,player-scores,https://www.transfermarkt.co.uk/spielbericht/index/spielbericht/4761584,,
DFB-Pokal,DE,Round of 16,2025-12-03,VfL Bochum,VfB Stuttgart,0,2,0,2,,,False,0,2,False,2.0,1.0,True,Florian Badstübner,Vonovia Ruhrstadion,25940.0,Uwe Rösler,Sebastian Hoeneß,5-4-1,3-4-2-1,4761582,DFB,80,79,player-scores,https://www.transfermarkt.co.uk/spielbericht/index/spielbericht/4761582,,
DFB-Pokal,DE,Quarter-Finals,2026-02-03,Bayer 04 Leverkusen,FC St. Pauli,3,0,3,0,,,False,3,0,False,1.0,1.0,True,Florian Badstübner,BayArena,30210.0,Kasper Hjulmand,Alexander Blessin,3-4-2-1,3-4-2-1,4782526,DFB,15,35,player-scores,https://www.transfermarkt.co.uk/spielbericht/index/spielbericht/4782526,,
DFB-Pokal,DE,Quarter-Finals,2026-02-04,Holstein Kiel,VfB Stuttgart,0,3,0,3,,,False,0,3,False,2.0,1.0,True,Tobias Welz,Holstein-Stadion,15034.0,Marcel Rapp,Sebastian Hoeneß,4-3-1-2,4-2-3-1,4782525,DFB,269,79,player-scores,https://www.transfermarkt.co.uk/spielbericht/index/spielbericht/4782525,,
DFB-Pokal,DE,Quarter-Finals,2026-02-10,Hertha BSC,SC Freiburg,0,0,1,1,4.0,5.0,True,5,6,False,2.0,1.0,True,Patrick Ittrich,Olympiastadion Berlin,56743.0,Stefan Leitl,Julian Schuster,3-4-3,4-2-3-1,4782523,DFB,44,60,player-scores,https://www.transfermarkt.co.uk/spielbericht/index/spielbericht/4782523,,
DFB-Pokal,DE,Quarter-Finals,2026-02-11,Bayern Munich,RB Leipzig,2,0,2,0,,,False,2,0,False,1.0,1.0,True,Daniel Siebert,Allianz Arena,75000.0,Vincent Kompany,Ole Werner,4-2-3-1,4-3-3 Attacking,4782524,DFB,27,23826,player-scores,https://www.transfermarkt.co.uk/spielbericht/index/spielbericht/4782524,,
DFB-Pokal,DE,Semi-Finals,2026-04-22,Bayer 04 Leverkusen,Bayern Munich,0,2,0,2,,,False,0,2,False,1.0,1.0,True,Felix Zwayer,BayArena,30210.0,Kasper Hjulmand,Vincent Kompany,3-4-2-1,4-2-3-1,4830557,DFB,15,27,player-scores,https://www.transfermarkt.co.uk/spielbericht/index/spielbericht/4830557,,
