competizione,turno,data,squadra,club_id,nome_diretta,player_id,metodo,gruppo,numero,ruolo,id_diretta,game_id
Coupe de France,32esimi di finale,2025-12-21,Monaco,162,Hradecky L.,48015,rosa_stagionale,Titolare,1.0,Portiere,p2ozx8wQ,
Coupe de France,32esimi di finale,2025-12-21,Monaco,162,Mawissa C.,1005240,rosa_stagionale,Titolare,2.0,,p2ozx8wQ,
Coupe de France,32esimi di finale,2025-12-21,Monaco,162,Kehrer T.,228948,rosa_stagionale,Titolare,5.0,,p2ozx8wQ,
Coupe de France,32esimi di finale,2025-12-21,Monaco,162,Salisu M.,563963,rosa_stagionale,Titolare,4.0,,p2ozx8wQ,
Coupe de France,32esimi di finale,2025-12-21,Monaco,162,Caio Henrique,420064,rosa_stagionale,Titolare,3.0,,p2ozx8wQ,
Coupe de France,32esimi di finale,2025-12-21,Monaco,162,Minamino T.,165793,rosa_stagionale,Titolare,8.0,,p2ozx8wQ,
Coupe de France,32esimi di finale,2025-12-21,Monaco,162,Zakaria D.,334526,rosa_stagionale,Titolare,6.0,Capitano,p2ozx8wQ,
Coupe de France,32esimi di finale,2025-12-21,Monaco,162,Akliouche M.,745200,rosa_stagionale,Titolare,11.0,,p2ozx8wQ,
Coupe de France,32esimi di finale,2025-12-21,Monaco,162,Golovin A.,263918,rosa_stagionale,Titolare,10.0,,p2ozx8wQ,
Coupe de France,32esimi di finale,2025-12-21,Monaco,162,Balogun F.,503770,rosa_stagionale,Titolare,9.0,,p2ozx8wQ,
Coupe de France,32esimi di finale,2025-12-21,Monaco,162,Biereth M.,565821,rosa_stagionale,Titolare,7.0,,p2ozx8wQ,
Coupe de France,32esimi di finale,2025-12-21,Monaco,162,Bamba A.,975347,rosa_stagionale,Panchina,13.0,,p2ozx8wQ,
Coupe de France,32esimi di finale,2025-12-21,Monaco,162,Brunner P.,918414,rosa_stagionale,Panchina,14.0,,p2ozx8wQ,
Coupe de France,32esimi di finale,2025-12-21,Monaco,162,Cabral P.,,,Panchina,15.0,,p2ozx8wQ,
Coupe de France,32esimi di finale,2025-12-21,Monaco,162,Coulibaly M.,745173,rosa_stagionale,Panchina,18.0,,p2ozx8wQ,
Coupe de France,32esimi di finale,2025-12-21,Monaco,162,Idumbo S.,743387,rosa_stagionale,Panchina,17.0,,p2ozx8wQ,
Coupe de France,32esimi di finale,2025-12-21,Monaco,162,Ilenikhena G.,1004834,rosa_stagionale,Panchina,19.0,,p2ozx8wQ,
Coupe de France,32esimi di finale,2025-12-21,Monaco,162,Lienard Y.,,,Panchina,16.0,Portiere,p2ozx8wQ,
Coupe de France,32esimi di finale,2025-12-21,Monaco,162,Ouattara K.,947360,rosa_stagionale,Panchina,20.0,,p2ozx8wQ,
Coupe de France,32esimi di finale,2025-12-21,Monaco,162,Toure I.,,,Panchina,12.0,,p2ozx8wQ,
Coupe de France,32esimi di finale,2025-12-21,Concarneau,,Patron P.,,,Titolare,1.0,Portiere,UBYXq2zB,
Coupe de France,32esimi di finale,2025-12-21,Concarneau,,Etcheverria B.,,,Titolare,5.0,,UBYXq2zB,
Coupe de France,32esimi di finale,2025-12-21,Concarneau,,Seba D.,,,Titolare,6.0,,UBYXq2zB,
Coupe de France,32esimi di finale,2025-12-21,Concarneau,,Jannez G.,,,Titolare,4.0,Capitano,UBYXq2zB,
Coupe de France,32esimi di finale,2025-12-21,Concarneau,,Sinquin T.,,,Titolare,2.0,,UBYXq2zB,
Coupe de France,32esimi di finale,2025-12-21,Concarneau,,Amede Kabongo R.,,,Titolare,3.0,,UBYXq2zB,
Coupe de France,32esimi di finale,2025-12-21,Concarneau,,Soukouna Y.,,,Titolare,11.0,,UBYXq2zB,
Coupe de France,32esimi di finale,2025-12-21,Concarneau,,Goujon L.,,,Titolare,10.0,,UBYXq2zB,
Coupe de France,32esimi di finale,2025-12-21,Concarneau,,Picouleau M.,,,Titolare,8.0,,UBYXq2zB,
Coupe de France,32esimi di finale,2025-12-21,Concarneau,,Samoura A.,,,Titolare,7.0,,UBYXq2zB,
Coupe de France,32esimi di finale,2025-12-21,Concarneau,,Tell J.,,,Titolare,9.0,,UBYXq2zB,
Coupe de France,32esimi di finale,2025-12-21,Concarneau,,Daf O.,,,Panchina,17.0,,UBYXq2zB,
Coupe de France,32esimi di finale,2025-12-21,Concarneau,,El Khemiri Y.,,,Panchina,12.0,,UBYXq2zB,
Coupe de France,32esimi di finale,2025-12-21,Concarneau,,Gbelle G.,,,Panchina,14.0,,UBYXq2zB,
Coupe de France,32esimi di finale,2025-12-21,Concarneau,,Hocquet G.,,,Panchina,19.0,,UBYXq2zB,
Coupe de France,32esimi di finale,2025-12-21,Concarneau,,Inquel S.,,,Panchina,13.0,,UBYXq2zB,
Coupe de France,32esimi di finale,2025-12-21,Concarneau,,Le Bonniec M.,,,Panchina,15.0,,UBYXq2zB,
Coupe de France,32esimi di finale,2025-12-21,Concarneau,,Sylvestre G.,,,Panchina,18.0,,UBYXq2zB,
Coupe de France,32esimi di finale,2025-12-21,Concarneau,,Tutu G.,,,Panchina,20.0,,UBYXq2zB,
Coupe de France,32esimi di finale,2025-12-21,Concarneau,,Viot V.,,,Panchina,16.0,Portiere,UBYXq2zB,
Coupe de France,32esimi di finale,2025-12-21,Nantes,995,Lopes A.,60561,rosa_stagionale,Titolare,1.0,Portiere,UBYXq2zB,
Coupe de France,32esimi di finale,2025-12-21,Nantes,995,Amian K.,344072,rosa_stagionale,Titolare,2.0,,UBYXq2zB,
Coupe de France,32esimi di finale,2025-12-21,Nantes,995,Radakovic U.,169511,rosa_stagionale,Titolare,4.0,,UBYXq2zB,
Coupe de France,32esimi di finale,2025-12-21,Nantes,995,Cozza N.,485965,rosa_stagionale,Titolare,3.0,,UBYXq2zB,
Coupe de France,32esimi di finale,2025-12-21,Nantes,995,Centonze F.,384859,rosa_stagionale,Titolare,5.0,,UBYXq2zB,
Coupe de France,32esimi di finale,2025-12-21,Nantes,995,Mwanga J.,1011200,rosa_stagionale,Titolare,8.0,,UBYXq2zB,
Coupe de France,32esimi di finale,2025-12-21,Nantes,995,Deuff B.,1176215,rosa_stagionale,Titolare,6.0,,UBYXq2zB,
Coupe de France,32esimi di finale,2025-12-21,Nantes,995,Machado D.,332560,rosa_stagionale,Titolare,11.0,,UBYXq2zB,
Coupe de France,32esimi di finale,2025-12-21,Nantes,995,Tabibou D.,1004619,rosa_stagionale,Titolare,7.0,,UBYXq2zB,
Coupe de France,32esimi di finale,2025-12-21,Nantes,995,El Arabi Y.,96533,rosa_stagionale,Titolare,9.0,,UBYXq2zB,
Coupe de France,32esimi di finale,2025-12-21,Nantes,995,Abline M.,659543,rosa_stagionale,Titolare,10.0,,UBYXq2zB,
Coupe de France,32esimi di finale,2025-12-21,Nantes,995,Acapandie M.,944355,rosa_stagionale,Panchina,12.0,,UBYXq2zB,
Coupe de France,32esimi di finale,2025-12-21,Nantes,995,Camara A.,1155608,rosa_stagionale,Panchina,14.0,,UBYXq2zB,
Coupe de France,32esimi di finale,2025-12-21,Nantes,995,Carlgren P.,190280,rosa_stagionale,Panchina,16.0,Portiere,UBYXq2zB,
Coupe de France,32esimi di finale,2025-12-21,Nantes,995,Coquelin F.,74869,rosa_stagionale,Panchina,13.0,,UBYXq2zB,
Coupe de France,32esimi di finale,2025-12-21,Nantes,995,Doucoure S.,825438,rosa_stagionale,Panchina,20.0,,UBYXq2zB,
Coupe de France,32esimi di finale,2025-12-21,Nantes,995,Kwon Hyeok-Kyu,550957,rosa_stagionale,Panchina,18.0,,UBYXq2zB,
Coupe de France,32esimi di finale,2025-12-21,Nantes,995,Lahdo M.,795274,rosa_stagionale,Panchina,15.0,,UBYXq2zB,
Coupe de France,32esimi di finale,2025-12-21,Nantes,995,Lepenant J.,585973,rosa_stagionale,Panchina,17.0,,UBYXq2zB,
Coupe de France,32esimi di finale,2025-12-21,Nantes,995,Tati T.,1241207,rosa_stagionale,Panchina,19.0,,UBYXq2zB,
Coupe de France,32esimi di finale,2025-12-21,Orleans,,Faham F.,,,Titolare,1.0,Portiere,QPn8TtjU,
Coupe de France,32esimi di finale,2025-12-21,Orleans,,Mouton E.,,,Titolare,2.0,,QPn8TtjU,
Coupe de France,32esimi di finale,2025-12-21,Orleans,,Baudry M.,,,Titolare,3.0,,QPn8TtjU,
Coupe de France,32esimi di finale,2025-12-21,Orleans,,Giraudon J.,,,Titolare,8.0,,QPn8TtjU,
Coupe de France,32esimi di finale,2025-12-21,Orleans,,Luyambula S.,,,Titolare,5.0,,QPn8TtjU,
Coupe de France,32esimi di finale,2025-12-21,Orleans,,Sanchez Da Silva F.,,,Titolare,7.0,,QPn8TtjU,
Coupe de France,32esimi di finale,2025-12-21,Orleans,,Morel J.,,,Titolare,4.0,,QPn8TtjU,
Coupe de France,32esimi di finale,2025-12-21,Orleans,,Khous G.,,,Titolare,10.0,Capitano,QPn8TtjU,
Coupe de France,32esimi di finale,2025-12-21,Orleans,,Lallias A.,,,Titolare,6.0,,QPn8TtjU,
Coupe de France,32esimi di finale,2025-12-21,Orleans,,Ba P. I.,,,Titolare,11.0,,QPn8TtjU,
Coupe de France,32esimi di finale,2025-12-21,Orleans,,El Khoumisti F.,,,Titolare,9.0,,QPn8TtjU,
Coupe de France,32esimi di finale,2025-12-21,Orleans,,Berthier G.,,,Panchina,18.0,,QPn8TtjU,
Coupe de France,32esimi di finale,2025-12-21,Orleans,,Bozkurt C.,,,Panchina,17.0,,QPn8TtjU,
Coupe de France,32esimi di finale,2025-12-21,Orleans,,Courel A.,,,Panchina,20.0,Portiere,QPn8TtjU,
Coupe de France,32esimi di finale,2025-12-21,Orleans,,Diako M.,,,Panchina,19.0,,QPn8TtjU,
Coupe de France,32esimi di finale,2025-12-21,Orleans,,Jan C.,,,Panchina,16.0,Portiere,QPn8TtjU,
Coupe de France,32esimi di finale,2025-12-21,Orleans,,Kebe K.,,,Panchina,15.0,,QPn8TtjU,
Coupe de France,32esimi di finale,2025-12-21,Orleans,,Obissa S.,,,Panchina,12.0,,QPn8TtjU,
Coupe de France,32esimi di finale,2025-12-21,Orleans,,Sylla M.,,,Panchina,13.0,,QPn8TtjU,
Coupe de France,32esimi di finale,2025-12-21,Orleans,,Tayot G.,,,Panchina,14.0,,QPn8TtjU,
Coupe de France,32esimi di finale,2025-12-21,Dieppe,,Lefebvre A.,,,Titolare,1.0,Portiere,QPn8TtjU,
Coupe de France,32esimi di finale,2025-12-21,Dieppe,,Mendes B.,,,Titolare,2.0,,QPn8TtjU,
Coupe de France,32esimi di finale,2025-12-21,Dieppe,,Bentayou P.,,,Titolare,4.0,Capitano,QPn8TtjU,
Coupe de France,32esimi di finale,2025-12-21,Dieppe,,Faye S.,,,Titolare,5.0,,QPn8TtjU,
Coupe de France,32esimi di finale,2025-12-21,Dieppe,,Diaby S.,,,Titolare,11.0,,QPn8TtjU,
Coupe de France,32esimi di finale,2025-12-21,Dieppe,,Antunes R.,,,Titolare,6.0,,QPn8TtjU,
Coupe de France,32esimi di finale,2025-12-21,Dieppe,,Beuvain E.,,,Titolare,8.0,,QPn8TtjU,
Coupe de France,32esimi di finale,2025-12-21,Dieppe,,Mbengue A.,,,Titolare,3.0,,QPn8TtjU,
Coupe de France,32esimi di finale,2025-12-21,Dieppe,,Amrane N.,,,Titolare,10.0,,QPn8TtjU,
Coupe de France,32esimi di finale,2025-12-21,Dieppe,,Far H.,,,Titolare,9.0,,QPn8TtjU,
Coupe de France,32esimi di finale,2025-12-21,Dieppe,,Atheba Y.,,,Titolare,7.0,,QPn8TtjU,
Coupe de France,32esimi di finale,2025-12-21,Dieppe,,Borja A.,,,Panchina,13.0,,QPn8TtjU,
Coupe de France,32esimi di finale,2025-12-21,Dieppe,,Doner Y.,,,Panchina,18.0,,QPn8TtjU,
Coupe de France,32esimi di finale,2025-12-21,Dieppe,,Giffard D.,,,Panchina,20.0,,QPn8TtjU,
Coupe de France,32esimi di finale,2025-12-21,Dieppe,,Gourdon N.,,,Panchina,16.0,Portiere,QPn8TtjU,
Coupe de France,32esimi di finale,2025-12-21,Dieppe,,Jacqueray J.,,,Panchina,14.0,,QPn8TtjU,
Coupe de France,32esimi di finale,2025-12-21,Dieppe,,Jerome L.,,,Panchina,12.0,,QPn8TtjU,
Coupe de France,32esimi di finale,2025-12-21,Dieppe,,Kitenge G.,,,Panchina,17.0,,QPn8TtjU,
Coupe de France,32esimi di finale,2025-12-21,Dieppe,,Sertoglu O.,,,Panchina,15.0,,QPn8TtjU,
Coupe de France,32esimi di finale,2025-12-21,Dieppe,,Tshiabu J.,,,Panchina,19.0,,QPn8TtjU,
Coupe de France,32esimi di finale,2025-12-21,Le Puy-en-Velay,,Carvalho M.,,,Titolare,1.0,Portiere,UDoWJ8Hs,
Coupe de France,32esimi di finale,2025-12-21,Le Puy-en-Velay,,Zogba M.,,,Titolare,5.0,,UDoWJ8Hs,
Coupe de France,32esimi di finale,2025-12-21,Le Puy-en-Velay,,Soualhia A.,,,Titolare,6.0,,UDoWJ8Hs,
Coupe de France,32esimi di finale,2025-12-21,Le Puy-en-Velay,,Seidou E.,,,Titolare,3.0,,UDoWJ8Hs,
Coupe de France,32esimi di finale,2025-12-21,Le Puy-en-Velay,,Bouleghcha I.,,,Titolare,2.0,,UDoWJ8Hs,
Coupe de France,32esimi di finale,2025-12-21,Le Puy-en-Velay,,Akkal S.,,,Titolare,8.0,,UDoWJ8Hs,
Coupe de France,32esimi di finale,2025-12-21,Le Puy-en-Velay,,Xhemo R.,,,Titolare,4.0,Capitano,UDoWJ8Hs,
Coupe de France,32esimi di finale,2025-12-21,Le Puy-en-Velay,,Doumbia C.,,,Titolare,7.0,,UDoWJ8Hs,
Coupe de France,32esimi di finale,2025-12-21,Le Puy-en-Velay,,Rodrigues C.,,,Titolare,9.0,,UDoWJ8Hs,
Coupe de France,32esimi di finale,2025-12-21,Le Puy-en-Velay,,Nsingi P.,,,Titolare,11.0,,UDoWJ8Hs,
Coupe de France,32esimi di finale,2025-12-21,Le Puy-en-Velay,,Gromat J.,,,Titolare,10.0,,UDoWJ8Hs,
Coupe de France,32esimi di finale,2025-12-21,Le Puy-en-Velay,,Adelaide M.,,,Panchina,15.0,,UDoWJ8Hs,
Coupe de France,32esimi di finale,2025-12-21,Le Puy-en-Velay,,Darnaud A.,,,Panchina,20.0,,UDoWJ8Hs,
Coupe de France,32esimi di finale,2025-12-21,Le Puy-en-Velay,,Esmel H.,,,Panchina,17.0,,UDoWJ8Hs,
Coupe de France,32esimi di finale,2025-12-21,Le Puy-en-Velay,,Gauthier A.,,,Panchina,18.0,,UDoWJ8Hs,
Coupe de France,32esimi di finale,2025-12-21,Le Puy-en-Velay,,Ghalem T.,,,Panchina,19.0,,UDoWJ8Hs,
Coupe de France,32esimi di finale,2025-12-21,Le Puy-en-Velay,,Goumot E.,,,Panchina,14.0,,UDoWJ8Hs,
Coupe de France,32esimi di finale,2025-12-21,Le Puy-en-Velay,,Irabor B.,,,Panchina,12.0,,UDoWJ8Hs,
Coupe de France,32esimi di finale,2025-12-21,Le Puy-en-Velay,,Maronne Y.,,,Panchina,16.0,Portiere,UDoWJ8Hs,
Coupe de France,32esimi di finale,2025-12-21,Le Puy-en-Velay,,Wade P.,,,Panchina,13.0,,UDoWJ8Hs,
Coupe de France,32esimi di finale,2025-12-21,Bordeaux,40,Diabate L.,,,Titolare,1.0,Portiere,UDoWJ8Hs,
Coupe de France,32esimi di finale,2025-12-21,Bordeaux,40,El Hajjam O.,,,Titolare,2.0,,UDoWJ8Hs,
Coupe de France,32esimi di finale,2025-12-21,Bordeaux,40,Grillot J.,,,Titolare,5.0,Capitano,UDoWJ8Hs,
Coupe de France,32esimi di finale,2025-12-21,Bordeaux,40,Droehnle R.,,,Titolare,4.0,,UDoWJ8Hs,
Coupe de France,32esimi di finale,2025-12-21,Bordeaux,40,Trichard D.,,,Titolare,3.0,,UDoWJ8Hs,
Coupe de France,32esimi di finale,2025-12-21,Bordeaux,40,Mannai F.,,,Titolare,10.0,,UDoWJ8Hs,
Coupe de France,32esimi di finale,2025-12-21,Bordeaux,40,Diagouraga T.,,,Titolare,6.0,,UDoWJ8Hs,
Coupe de France,32esimi di finale,2025-12-21,Bordeaux,40,Diop A.,,,Titolare,8.0,,UDoWJ8Hs,
Coupe de France,32esimi di finale,2025-12-21,Bordeaux,40,Bahassa S.,,,Titolare,7.0,,UDoWJ8Hs,
Coupe de France,32esimi di finale,2025-12-21,Bordeaux,40,Etonde L.,,,Titolare,11.0,,UDoWJ8Hs,
Coupe de France,32esimi di finale,2025-12-21,Bordeaux,40,Villette M.,,,Titolare,9.0,,UDoWJ8Hs,
Coupe de France,32esimi di finale,2025-12-21,Bordeaux,40,Arne P.,,,Panchina,15.0,,UDoWJ8Hs,
Coupe de France,32esimi di finale,2025-12-21,Bordeaux,40,Besse N.,,,Panchina,12.0,,UDoWJ8Hs,
Coupe de France,32esimi di finale,2025-12-21,Bordeaux,40,Hoekstra J.,,,Panchina,16.0,Portiere,UDoWJ8Hs,
Coupe de France,32esimi di finale,2025-12-21,Bordeaux,40,Jousselin L.,,,Panchina,13.0,,UDoWJ8Hs,
Coupe de France,32esimi di finale,2025-12-21,Bordeaux,40,Rizaldos L.,,,Panchina,17.0,,UDoWJ8Hs,
Coupe de France,32esimi di finale,2025-12-21,Bordeaux,40,Shamal S.,,,Panchina,14.0,,UDoWJ8Hs,
Coupe de France,32esimi di finale,2025-12-21,Rennes,273,Silistrie M.,979761,rosa_stagionale,Titolare,1.0,Portiere,bBWICiAE,
Coupe de France,32esimi di finale,2025-12-21,Rennes,273,Seidu A.,798404,rosa_stagionale,Titolare,4.0,,bBWICiAE,
Coupe de France,32esimi di finale,2025-12-21,Rennes,273,Rouault A.,690799,rosa_stagionale,Titolare,5.0,,bBWICiAE,
Coupe de France,32esimi di finale,2025-12-21,Rennes,273,Brassier L.,485960,rosa_stagionale,Titolare,3.0,,bBWICiAE,
Coupe de France,32esimi di finale,2025-12-21,Rennes,273,Merlin Q.,557613,rosa_stagionale,Titolare,2.0,,bBWICiAE,
Coupe de France,32esimi di finale,2025-12-21,Rennes,273,Camara M.,324795,rosa_stagionale,Titolare,8.0,,bBWICiAE,
Coupe de France,32esimi di finale,2025-12-21,Rennes,273,Rongier V.,332889,rosa_stagionale,Titolare,6.0,Capitano,bBWICiAE,
Coupe de France,32esimi di finale,2025-12-21,Rennes,273,Blas L.,288225,rosa_stagionale,Titolare,10.0,,bBWICiAE,
Coupe de France,32esimi di finale,2025-12-21,Rennes,273,Tamari M.,551505,rosa_stagionale,Titolare,11.0,,bBWICiAE,
Coupe de France,32esimi di finale,2025-12-21,Rennes,273,Lepaul E.,461607,rosa_stagionale,Titolare,9.0,,bBWICiAE,
Coupe de France,32esimi di finale,2025-12-21,Rennes,273,Embolo B.,237662,rosa_stagionale,Titolare,7.0,,bBWICiAE,
Coupe de France,32esimi di finale,2025-12-21,Rennes,273,Belazzoug K.,,,Panchina,20.0,Portiere,bBWICiAE,
Coupe de France,32esimi di finale,2025-12-21,Rennes,273,Cisse D.,931160,rosa_stagionale,Panchina,17.0,,bBWICiAE,
Coupe de France,32esimi di finale,2025-12-21,Rennes,273,Kamara G.,242632,rosa_stagionale,Panchina,14.0,,bBWICiAE,
Coupe de France,32esimi di finale,2025-12-21,Rennes,273,Legendre E.,1227106,rosa_stagionale,Panchina,18.0,,bBWICiAE,
Coupe de France,32esimi di finale,2025-12-21,Rennes,273,Limon P.,,,Panchina,13.0,,bBWICiAE,
Coupe de France,32esimi di finale,2025-12-21,Rennes,273,Meite M.,1141560,rosa_stagionale,Panchina,19.0,,bBWICiAE,
Coupe de France,32esimi di finale,2025-12-21,Rennes,273,Mukiele N.,986285,rosa_stagionale,Panchina,15.0,,bBWICiAE,
Coupe de France,32esimi di finale,2025-12-21,Rennes,273,Rosier L.,1170313,rosa_stagionale,Panchina,12.0,,bBWICiAE,
Coupe de France,32esimi di finale,2025-12-21,Rennes,273,Samba B.,191056,rosa_stagionale,Panchina,16.0,Portiere,bBWICiAE,
Coupe de France,32esimi di finale,2025-12-21,Les Sables,,Adiceam R.,,,Titolare,1.0,Portiere,bBWICiAE,
Coupe de France,32esimi di finale,2025-12-21,Les Sables,,Mancal S.,,,Titolare,4.0,,bBWICiAE,
Coupe de France,32esimi di finale,2025-12-21,Les Sables,,Robin A.,,,Titolare,5.0,,bBWICiAE,
Coupe de France,32esimi di finale,2025-12-21,Les Sables,,Balde O.,,,Titolare,3.0,,bBWICiAE,
Coupe de France,32esimi di finale,2025-12-21,Les Sables,,Grosso M.,,,Titolare,2.0,,bBWICiAE,
Coupe de France,32esimi di finale,2025-12-21,Les Sables,,Sarr M.,,,Titolare,8.0,,bBWICiAE,
Coupe de France,32esimi di finale,2025-12-21,Les Sables,,Charlec Z.,,,Titolare,6.0,,bBWICiAE,
Coupe de France,32esimi di finale,2025-12-21,Les Sables,,Menuet M.,,,Titolare,10.0,,bBWICiAE,
Coupe de France,32esimi di finale,2025-12-21,Les Sables,,Coulibaly H.,,,Titolare,11.0,,bBWICiAE,
Coupe de France,32esimi di finale,2025-12-21,Les Sables,,Bochereau M.,,,Titolare,7.0,,bBWICiAE,
Coupe de France,32esimi di finale,2025-12-21,Les Sables,,Samb M. M.,,,Titolare,9.0,,bBWICiAE,
Coupe de France,32esimi di finale,2025-12-21,Les Sables,,Bacle T.,,,Panchina,20.0,Portiere,bBWICiAE,
Coupe de France,32esimi di finale,2025-12-21,Les Sables,,Dabin A.,,,Panchina,14.0,,bBWICiAE,
Coupe de France,32esimi di finale,2025-12-21,Les Sables,,Folly K.,,,Panchina,13.0,,bBWICiAE,
Coupe de France,32esimi di finale,2025-12-21,Les Sables,,Gbelle Y. H.,,,Panchina,15.0,,bBWICiAE,
Coupe de France,32esimi di finale,2025-12-21,Les Sables,,Guerlus S.,,,Panchina,12.0,,bBWICiAE,
Coupe de France,32esimi di finale,2025-12-21,Les Sables,,Lesieur J.,,,Panchina,19.0,Portiere,bBWICiAE,
Coupe de France,32esimi di finale,2025-12-21,Les Sables,,Moreau B.,,,Panchina,18.0,,bBWICiAE,
Coupe de France,32esimi di finale,2025-12-21,Les Sables,,Nakkachi A.,,,Panchina,16.0,Portiere,bBWICiAE,
Coupe de France,32esimi di finale,2025-12-21,Les Sables,,Segnane C.,,,Panchina,17.0,,bBWICiAE,
Coupe de France,32esimi di finale,2025-12-21,Bassin d'Arcachon,,Bernou G.,,,Titolare,1.0,Portiere,Gpx6Wo1m,
Coupe de France,32esimi di finale,2025-12-21,Bassin d'Arcachon,,Thione C.,,,Titolare,2.0,,Gpx6Wo1m,
Coupe de France,32esimi di finale,2025-12-21,Bassin d'Arcachon,,Fall M.,,,Titolare,4.0,,Gpx6Wo1m,
Coupe de France,32esimi di finale,2025-12-21,Bassin d'Arcachon,,Michalet J.,,,Titolare,5.0,,Gpx6Wo1m,
Coupe de France,32esimi di finale,2025-12-21,Bassin d'Arcachon,,Ducros S.,,,Titolare,3.0,,Gpx6Wo1m,
Coupe de France,32esimi di finale,2025-12-21,Bassin d'Arcachon,,Dumai L.,,,Titolare,8.0,,Gpx6Wo1m,
Coupe de France,32esimi di finale,2025-12-21,Bassin d'Arcachon,,Carvalho H.,,,Titolare,6.0,Capitano,Gpx6Wo1m,
Coupe de France,32esimi di finale,2025-12-21,Bassin d'Arcachon,,Clichy D.,,,Titolare,11.0,,Gpx6Wo1m,
Coupe de France,32esimi di finale,2025-12-21,Bassin d'Arcachon,,de Ataide L.,,,Titolare,10.0,,Gpx6Wo1m,
Coupe de France,32esimi di finale,2025-12-21,Bassin d'Arcachon,,Cisse B.,,,Titolare,7.0,,Gpx6Wo1m,
Coupe de France,32esimi di finale,2025-12-21,Bassin d'Arcachon,,Poingt E.,,,Titolare,9.0,,Gpx6Wo1m,
Coupe de France,32esimi di finale,2025-12-21,Bassin d'Arcachon,,Baskar N.,,,Panchina,19.0,,Gpx6Wo1m,
Coupe de France,32esimi di finale,2025-12-21,Bassin d'Arcachon,,Blasco M.,,,Panchina,15.0,,Gpx6Wo1m,
Coupe de France,32esimi di finale,2025-12-21,Bassin d'Arcachon,,Ciganda Formi S.,,,Panchina,12.0,,Gpx6Wo1m,
Coupe de France,32esimi di finale,2025-12-21,Bassin d'Arcachon,,Cisse S.,,,Panchina,17.0,,Gpx6Wo1m,
Coupe de France,32esimi di finale,2025-12-21,Bassin d'Arcachon,,Clement A.,,,Panchina,18.0,,Gpx6Wo1m,
Coupe de France,32esimi di finale,2025-12-21,Bassin d'Arcachon,,Labat L.,,,Panchina,13.0,,Gpx6Wo1m,
Coupe de France,32esimi di finale,2025-12-21,Bassin d'Arcachon,,Lesec G.,,,Panchina,16.0,Portiere,Gpx6Wo1m,
Coupe de France,32esimi di finale,2025-12-21,Bassin d'Arcachon,,Pallaro L.,,,Panchina,14.0,,Gpx6Wo1m,
Coupe de France,32esimi di finale,2025-12-21,Bassin d'Arcachon,,Pintos N.,,,Panchina,20.0,,Gpx6Wo1m,
Coupe de France,32esimi di finale,2025-12-21,Hauts Lyonnais,,Tissot I.,,,Titolare,1.0,Portiere,Gpx6Wo1m,
Coupe de France,32esimi di finale,2025-12-21,Hauts Lyonnais,,Hospital A.,,,Titolare,2.0,,Gpx6Wo1m,
Coupe de France,32esimi di finale,2025-12-21,Hauts Lyonnais,,Halaimia J.,,,Titolare,4.0,,Gpx6Wo1m,
Coupe de France,32esimi di finale,2025-12-21,Hauts Lyonnais,,Poncet R.,,,Titolare,5.0,,Gpx6Wo1m,
Coupe de France,32esimi di finale,2025-12-21,Hauts Lyonnais,,Blot T.,,,Titolare,3.0,,Gpx6Wo1m,
Coupe de France,32esimi di finale,2025-12-21,Hauts Lyonnais,,Cottin J.,,,Titolare,6.0,,Gpx6Wo1m,
Coupe de France,32esimi di finale,2025-12-21,Hauts Lyonnais,,Bouguerra H.,,,Titolare,8.0,Capitano,Gpx6Wo1m,
Coupe de France,32esimi di finale,2025-12-21,Hauts Lyonnais,,Thizy H.,,,Titolare,7.0,,Gpx6Wo1m,
Coupe de France,32esimi di finale,2025-12-21,Hauts Lyonnais,,Moke Njedi A.,,,Titolare,11.0,,Gpx6Wo1m,
Coupe de France,32esimi di finale,2025-12-21,Hauts Lyonnais,,Belaroussi A.,,,Titolare,9.0,,Gpx6Wo1m,
Coupe de France,32esimi di finale,2025-12-21,Hauts Lyonnais,,Boussaid M.,,,Titolare,10.0,,Gpx6Wo1m,
Coupe de France,32esimi di finale,2025-12-21,Hauts Lyonnais,,Besson G.,,,Panchina,14.0,,Gpx6Wo1m,
Coupe de France,32esimi di finale,2025-12-21,Hauts Lyonnais,,Boulaghlem S.,,,Panchina,15.0,,Gpx6Wo1m,
Coupe de France,32esimi di finale,2025-12-21,Hauts Lyonnais,,Cochini L.,,,Panchina,16.0,Portiere,Gpx6Wo1m,
Coupe de France,32esimi di finale,2025-12-21,Hauts Lyonnais,,Dumas A.,,,Panchina,19.0,,Gpx6Wo1m,
Coupe de France,32esimi di finale,2025-12-21,Hauts Lyonnais,,Gabard B.,,,Panchina,17.0,,Gpx6Wo1m,
Coupe de France,32esimi di finale,2025-12-21,Hauts Lyonnais,,Jeanpierre Q.,,,Panchina,20.0,,Gpx6Wo1m,
Coupe de France,32esimi di finale,2025-12-21,Hauts Lyonnais,,Lebrini G.,,,Panchina,13.0,,Gpx6Wo1m,
Coupe de France,32esimi di finale,2025-12-21,Hauts Lyonnais,,Messili S.,,,Panchina,18.0,,Gpx6Wo1m,
Coupe de France,32esimi di finale,2025-12-21,Hauts Lyonnais,,Muller A.,,,Panchina,12.0,,Gpx6Wo1m,
Coupe de France,32esimi di finale,2025-12-21,Montreuil,,Sissoko O.,,,Titolare,1.0,Portiere,babB2iwo,
