Competizione,Turno,Data,Casa,Ospite,Periodo,Lato,Squadra,ID partita,Cartellini gialli,Cartellini rossi,Goal previsti (xG),Possesso palla,Tiri totali,Tiri in porta,Grandi occasioni,Calci d'angolo,Passaggi,xG sui Tiri in porta (xGOT),Tiri fuori,Tiri fermati,Tiri dall'area di rigore,Tiri da fuori area,Pali colpiti,Gol di testa,Palloni toccati nell'area avversaria,Passaggi filtranti riusciti,Fuorigioco,Punizioni,Passaggi lunghi,Passaggi offensivi,Cross,Assist previsti (xA),Rimesse Laterali,Falli,Tackles,Contrasti vinti,Respinte difensive,Palle intercettate,Errori che hanno portato al tiro,Errori che hanno portato al gol,Parate,xGot affrontati,Gol evitati
Coppa di Francia,32esimi di finale,20.12.2025,Biesheim,Metz,2° tempo,Ospite,Metz,x4GQoO5b,,,1.26,52%,8.0,3.0,2.0,2.0,81% (181/224),1.39,3.0,2.0,6.0,2.0,0.0,,12.0,0.0,0.0,4.0,49% (21/43),62% (41/66),36% (4/11),1.49,12.0,4.0,82% (9/11),17.0,9.0,3.0,0.0,0.0,1.0,0.24,0.24
Coppa di Francia,32esimi di finale,20.12.2025,Lyon - La Duchere,Tolosa,Totale,Casa,Lyon - La Duchere,AVg7b1k4,2.0,,0.84,33%,4.0,2.0,1.0,0.0,81% (244/302),1.02,1.0,1.0,2.0,2.0,0.0,,7.0,0.0,0.0,16.0,44% (20/45),53% (29/55),0% (0/12),0.1,10.0,12.0,67% (10/15),43.0,32.0,10.0,0.0,0.0,3.0,1.7,-0.3
Coppa di Francia,32esimi di finale,20.12.2025,Lyon - La Duchere,Tolosa,Totale,Ospite,Tolosa,AVg7b1k4,4.0,,1.75,67%,19.0,5.0,2.0,9.0,89% (567/634),1.7,6.0,8.0,15.0,4.0,2.0,,32.0,0.0,2.0,12.0,44% (14/32),77% (162/211),23% (5/22),1.09,19.0,16.0,60% (6/10),37.0,13.0,5.0,0.0,0.0,1.0,1.02,0.02
Coppa di Francia,32esimi di finale,20.12.2025,Lyon - La Duchere,Tolosa,1° tempo,Casa,Lyon - La Duchere,AVg7b1k4,1.0,,0.03,31%,2.0,0.0,0.0,0.0,79% (122/154),0.0,1.0,1.0,0.0,2.0,0.0,,0.0,0.0,0.0,7.0,30% (7/23),43% (10/23),0% (0/5),0.01,3.0,6.0,75% (6/8),22.0,19.0,5.0,0.0,0.0,1.0,0.04,0.04
Coppa di Francia,32esimi di finale,20.12.2025,Lyon - La Duchere,Tolosa,1° tempo,Ospite,Tolosa,AVg7b1k4,0.0,,0.27,69%,7.0,1.0,0.0,7.0,89% (303/341),0.04,2.0,4.0,5.0,2.0,0.0,,14.0,0.0,1.0,6.0,40% (6/15),78% (108/139),27% (4/15),0.58,10.0,7.0,56% (5/9),27.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0
Coppa di Francia,32esimi di finale,20.12.2025,Lyon - La Duchere,Tolosa,2° tempo,Casa,Lyon - La Duchere,AVg7b1k4,1.0,,0.81,35%,2.0,2.0,1.0,0.0,82% (122/148),1.02,0.0,0.0,2.0,0.0,0.0,,7.0,0.0,0.0,9.0,59% (13/22),59% (19/32),0% (0/7),0.09,7.0,6.0,57% (4/7),21.0,13.0,5.0,0.0,0.0,2.0,1.66,-0.34
Coppa di Francia,32esimi di finale,20.12.2025,Lyon - La Duchere,Tolosa,2° tempo,Ospite,Tolosa,AVg7b1k4,4.0,,1.48,65%,12.0,4.0,2.0,2.0,90% (264/293),1.66,4.0,4.0,10.0,2.0,2.0,,18.0,0.0,1.0,6.0,47% (8/17),75% (54/72),14% (1/7),0.51,9.0,9.0,100% (1/1),10.0,8.0,0.0,0.0,0.0,1.0,1.02,0.02
Coppa di Francia,32esimi di finale,20.12.2025,Pontivy,Bastia,Totale,Casa,Pontivy,xbDGfJlT,1.0,,0.24,41%,6.0,1.0,0.0,4.0,74% (229/311),0.09,2.0,3.0,4.0,2.0,0.0,,12.0,0.0,2.0,16.0,32% (18/56),46% (35/76),42% (5/12),0.24,25.0,13.0,63% (17/27),60.0,26.0,13.0,1.0,0.0,5.0,1.53,0.53
Coppa di Francia,32esimi di finale,20.12.2025,Pontivy,Bastia,Totale,Ospite,Bastia,xbDGfJlT,3.0,,2.19,59%,12.0,6.0,2.0,6.0,84% (378/452),1.53,6.0,0.0,6.0,6.0,0.0,,27.0,0.0,0.0,13.0,55% (31/56),73% (98/134),25% (5/20),0.97,30.0,16.0,77% (17/22),58.0,26.0,5.0,0.0,0.0,1.0,0.09,0.09
Coppa di Francia,32esimi di finale,20.12.2025,Pontivy,Bastia,1° tempo,Casa,Pontivy,xbDGfJlT,0.0,,0.12,38%,3.0,1.0,0.0,2.0,76% (110/145),0.09,1.0,1.0,2.0,1.0,0.0,,3.0,0.0,1.0,10.0,44% (11/25),36% (9/25),33% (2/6),0.02,11.0,6.0,54% (7/13),32.0,13.0,7.0,1.0,0.0,1.0,0.1,0.1
Coppa di Francia,32esimi di finale,20.12.2025,Pontivy,Bastia,1° tempo,Ospite,Bastia,xbDGfJlT,2.0,,0.21,62%,3.0,1.0,0.0,4.0,85% (207/243),0.1,2.0,0.0,2.0,1.0,0.0,,13.0,0.0,0.0,6.0,61% (19/31),73% (53/73),27% (3/11),0.24,15.0,10.0,82% (9/11),27.0,10.0,2.0,0.0,0.0,1.0,0.09,0.09
Coppa di Francia,32esimi di finale,20.12.2025,Pontivy,Bastia,2° tempo,Casa,Pontivy,xbDGfJlT,1.0,,0.12,45%,3.0,0.0,0.0,2.0,72% (119/166),0.0,1.0,2.0,2.0,1.0,0.0,,9.0,0.0,1.0,6.0,23% (7/31),51% (26/51),50% (3/6),0.22,14.0,7.0,71% (10/14),28.0,13.0,6.0,0.0,0.0,4.0,1.43,0.43
Coppa di Francia,32esimi di finale,20.12.2025,Pontivy,Bastia,2° tempo,Ospite,Bastia,xbDGfJlT,1.0,,1.98,55%,9.0,5.0,2.0,2.0,82% (171/209),1.43,4.0,0.0,4.0,5.0,0.0,,14.0,0.0,0.0,7.0,48% (12/25),74% (45/61),22% (2/9),0.73,15.0,6.0,73% (8/11),31.0,16.0,3.0,0.0,0.0,0.0,0.0,0.0
Coppa di Francia,32esimi di finale,20.12.2025,Raon L Etape,Paris FC,Totale,Casa,Raon L Etape,QZyVQsVO,2.0,,0.25,22%,4.0,1.0,0.0,2.0,62% (109/176),0.11,2.0,1.0,2.0,2.0,0.0,,7.0,0.0,1.0,8.0,30% (12/40),51% (23/45),30% (3/10),0.28,24.0,11.0,56% (14/25),47.0,33.0,14.0,0.0,0.0,5.0,4.44,1.44
Coppa di Francia,32esimi di finale,20.12.2025,Raon L Etape,Paris FC,Totale,Ospite,Paris FC,QZyVQsVO,1.0,,5.56,78%,23.0,8.0,7.0,8.0,88% (564/641),4.44,9.0,6.0,19.0,4.0,1.0,,44.0,2.0,2.0,11.0,66% (39/59),77% (161/210),35% (8/23),2.33,29.0,8.0,71% (17/24),55.0,9.0,7.0,0.0,0.0,1.0,0.11,0.11
Coppa di Francia,32esimi di finale,20.12.2025,Raon L Etape,Paris FC,1° tempo,Casa,Raon L Etape,QZyVQsVO,1.0,,0.1,23%,2.0,1.0,0.0,2.0,64% (58/90),0.11,1.0,0.0,1.0,1.0,0.0,,5.0,0.0,0.0,6.0,28% (7/25),56% (9/16),20% (1/5),0.25,10.0,5.0,59% (10/17),29.0,22.0,5.0,0.0,0.0,3.0,1.09,0.09
Coppa di Francia,32esimi di finale,20.12.2025,Raon L Etape,Paris FC,1° tempo,Ospite,Paris FC,QZyVQsVO,1.0,,1.73,77%,12.0,4.0,2.0,4.0,86% (257/300),1.09,4.0,4.0,9.0,3.0,0.0,,23.0,0.0,0.0,5.0,58% (18/31),72% (81/112),27% (4/15),0.65,19.0,6.0,60% (9/15),34.0,4.0,2.0,0.0,0.0,1.0,0.11,0.11
Coppa di Francia,32esimi di finale,20.12.2025,Raon L Etape,Paris FC,2° tempo,Casa,Raon L Etape,QZyVQsVO,1.0,,0.15,21%,2.0,0.0,0.0,0.0,59% (51/86),0.0,1.0,1.0,1.0,1.0,0.0,,2.0,0.0,1.0,2.0,33% (5/15),48% (14/29),40% (2/5),0.03,14.0,6.0,50% (4/8),18.0,11.0,9.0,0.0,0.0,2.0,3.35,1.35
Coppa di Francia,32esimi di finale,20.12.2025,Raon L Etape,Paris FC,2° tempo,Ospite,Paris FC,QZyVQsVO,0.0,,3.83,79%,11.0,4.0,5.0,4.0,90% (307/341),3.35,5.0,2.0,10.0,1.0,1.0,,21.0,2.0,2.0,6.0,75% (21/28),82% (80/98),50% (4/8),1.68,10.0,2.0,89% (8/9),21.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0
Coppa di Francia,32esimi di finale,20.12.2025,Grenoble,Nancy,Totale,Casa,Grenoble,ptAaPUgK,1.0,,1.73,48%,11.0,5.0,4.0,5.0,80% (309/385),1.98,4.0,2.0,9.0,2.0,0.0,,15.0,0.0,2.0,8.0,45% (29/65),61% (60/99),17% (3/18),0.83,17.0,12.0,47% (8/17),45.0,29.0,12.0,0.0,0.0,1.0,0.27,-0.73
Coppa di Francia,32esimi di finale,20.12.2025,Grenoble,Nancy,Totale,Ospite,Nancy,ptAaPUgK,1.0,,1.35,52%,12.0,2.0,3.0,5.0,79% (335/423),0.27,8.0,2.0,12.0,0.0,0.0,,29.0,1.0,2.0,12.0,51% (36/71),65% (78/120),24% (5/21),0.8,21.0,8.0,45% (5/11),41.0,20.0,6.0,2.0,0.0,4.0,1.98,0.98
Coppa di Francia,32esimi di finale,20.12.2025,Grenoble,Nancy,1° tempo,Casa,Grenoble,ptAaPUgK,0.0,,0.09,55%,2.0,1.0,0.0,2.0,84% (174/208),0.08,1.0,0.0,1.0,1.0,0.0,,3.0,0.0,0.0,4.0,45% (14/31),50% (19/38),18% (2/11),0.12,10.0,7.0,43% (3/7),22.0,15.0,7.0,0.0,0.0,1.0,0.14,0.14
Coppa di Francia,32esimi di finale,20.12.2025,Grenoble,Nancy,1° tempo,Ospite,Nancy,ptAaPUgK,1.0,,0.73,45%,6.0,1.0,2.0,2.0,75% (131/175),0.14,3.0,2.0,6.0,0.0,0.0,,13.0,1.0,1.0,7.0,41% (13/32),57% (29/51),0% (0/7),0.24,10.0,4.0,50% (4/8),21.0,14.0,1.0,0.0,0.0,1.0,0.08,0.08
Coppa di Francia,32esimi di finale,20.12.2025,Grenoble,Nancy,2° tempo,Casa,Grenoble,ptAaPUgK,1.0,,1.64,42%,9.0,4.0,4.0,3.0,76% (135/177),1.9,3.0,2.0,8.0,1.0,0.0,,12.0,0.0,2.0,4.0,44% (15/34),67% (41/61),14% (1/7),0.71,7.0,5.0,50% (5/10),23.0,14.0,5.0,0.0,0.0,0.0,0.13,-0.87
Coppa di Francia,32esimi di finale,20.12.2025,Grenoble,Nancy,2° tempo,Ospite,Nancy,ptAaPUgK,0.0,,0.62,58%,6.0,1.0,1.0,3.0,82% (204/248),0.13,5.0,0.0,6.0,0.0,0.0,,16.0,0.0,1.0,5.0,59% (23/39),71% (49/69),36% (5/14),0.56,11.0,4.0,33% (1/3),20.0,6.0,5.0,2.0,0.0,3.0,1.9,0.9
Coppa di Francia,32esimi di finale,20.12.2025,SA Merignac,Istres,Totale,Casa,SA Merignac,WxpQAVvR,1.0,,1.1,34%,15.0,5.0,1.0,4.0,60% (158/263),0.57,7.0,3.0,8.0,7.0,1.0,,20.0,3.0,3.0,11.0,45% (33/73),51% (43/84),18% (3/17),1.15,26.0,12.0,78% (14/18),55.0,31.0,13.0,0.0,0.0,6.0,1.57,1.57
Coppa di Francia,32esimi di finale,20.12.2025,SA Merignac,Istres,Totale,Ospite,Istres,WxpQAVvR,2.0,,1.5,66%,13.0,7.0,4.0,8.0,79% (404/514),1.57,4.0,2.0,10.0,3.0,0.0,,20.0,1.0,2.0,12.0,49% (33/68),61% (81/133),13% (3/23),0.83,25.0,11.0,50% (10/20),66.0,28.0,8.0,0.0,0.0,5.0,0.57,0.57
Coppa di Francia,32esimi di finale,20.12.2025,SA Merignac,Istres,1° tempo,Casa,SA Merignac,WxpQAVvR,1.0,,0.43,36%,7.0,1.0,0.0,1.0,61% (93/153),0.01,4.0,2.0,3.0,4.0,1.0,,5.0,1.0,2.0,5.0,30% (10/33),43% (20/46),14% (1/7),0.27,17.0,6.0,82% (9/11),29.0,15.0,3.0,0.0,0.0,3.0,1.2,1.2
Coppa di Francia,32esimi di finale,20.12.2025,SA Merignac,Istres,1° tempo,Ospite,Istres,WxpQAVvR,0.0,,1.03,64%,7.0,4.0,3.0,3.0,81% (223/277),1.2,1.0,2.0,6.0,1.0,0.0,,14.0,1.0,0.0,6.0,49% (17/35),68% (54/80),11% (1/9),0.59,13.0,5.0,17% (1/6),31.0,16.0,3.0,0.0,0.0,1.0,0.01,0.01
Coppa di Francia,32esimi di finale,20.12.2025,SA Merignac,Istres,2° tempo,Casa,SA Merignac,WxpQAVvR,0.0,,0.67,33%,8.0,4.0,1.0,3.0,59% (65/110),0.56,3.0,1.0,5.0,3.0,0.0,,15.0,2.0,1.0,6.0,57% (23/40),61% (23/38),20% (2/10),0.88,9.0,6.0,71% (5/7),26.0,16.0,10.0,0.0,0.0,3.0,0.37,0.37
Coppa di Francia,32esimi di finale,20.12.2025,SA Merignac,Istres,2° tempo,Ospite,Istres,WxpQAVvR,2.0,,0.47,67%,6.0,3.0,1.0,5.0,76% (181/237),0.37,3.0,0.0,4.0,2.0,0.0,,6.0,0.0,2.0,6.0,48% (16/33),51% (27/53),14% (2/14),0.24,12.0,6.0,64% (9/14),35.0,12.0,5.0,0.0,0.0,4.0,0.56,0.56
Coppa di Francia,32esimi di finale,20.12.2025,Bethune,Sochaux,Totale,Casa,Bethune,M9DCxKSp,2.0,,0.78,37%,10.0,3.0,2.0,3.0,69% (180/262),0.37,6.0,1.0,6.0,4.0,1.0,,19.0,0.0,1.0,7.0,49% (27/55),66% (73/111),40% (6/15),0.46,18.0,21.0,46% (11/24),49.0,21.0,9.0,0.0,1.0,1.0,2.81,-1.19
Coppa di Francia,32esimi di finale,20.12.2025,Bethune,Sochaux,Totale,Ospite,Sochaux,M9DCxKSp,3.0,,2.07,63%,9.0,5.0,3.0,4.0,81% (369/455),2.81,4.0,0.0,4.0,5.0,0.0,,18.0,1.0,2.0,21.0,44% (29/66),65% (95/146),20% (2/10),0.92,25.0,7.0,60% (9/15),53.0,8.0,10.0,0.0,0.0,1.0,0.37,-1.63
Coppa di Francia,32esimi di finale,20.12.2025,Bethune,Sochaux,1° tempo,Casa,Bethune,M9DCxKSp,0.0,,0.31,37%,3.0,1.0,1.0,1.0,60% (77/129),0.2,2.0,0.0,1.0,2.0,0.0,,10.0,0.0,0.0,4.0,50% (14/28),54% (19/35),50% (2/4),0.14,9.0,9.0,38% (5/13),29.0,11.0,6.0,0.0,0.0,1.0,0.34,0.34
Coppa di Francia,32esimi di finale,20.12.2025,Bethune,Sochaux,1° tempo,Ospite,Sochaux,M9DCxKSp,3.0,,0.26,63%,5.0,1.0,0.0,2.0,79% (177/225),0.34,4.0,0.0,1.0,4.0,0.0,,9.0,0.0,1.0,9.0,37% (13/35),60% (40/67),33% (2/6),0.26,18.0,4.0,83% (5/6),23.0,1.0,4.0,0.0,0.0,0.0,0.2,-0.8
Coppa di Francia,32esimi di finale,20.12.2025,Bethune,Sochaux,2° tempo,Casa,Bethune,M9DCxKSp,2.0,,0.47,38%,7.0,2.0,1.0,2.0,77% (103/133),0.17,4.0,1.0,5.0,2.0,1.0,,9.0,0.0,1.0,3.0,48% (13/27),71% (54/76),36% (4/11),0.32,9.0,12.0,55% (6/11),20.0,10.0,3.0,0.0,1.0,0.0,2.47,-1.53
Coppa di Francia,32esimi di finale,20.12.2025,Bethune,Sochaux,2° tempo,Ospite,Sochaux,M9DCxKSp,0.0,,1.81,62%,4.0,4.0,3.0,2.0,83% (192/230),2.47,0.0,0.0,3.0,1.0,0.0,,9.0,1.0,1.0,12.0,52% (16/31),70% (55/79),0% (0/4),0.66,7.0,3.0,44% (4/9),30.0,7.0,6.0,0.0,0.0,1.0,0.17,-0.83
Coppa di Francia,32esimi di finale,20.12.2025,Fontenay,PSG,Totale,Casa,Fontenay,Y5rmGQG6,1.0,,0.58,23%,5.0,2.0,2.0,2.0,77% (191/249),0.22,2.0,1.0,5.0,0.0,0.0,,11.0,0.0,0.0,0.0,43% (20/46),60% (31/52),14% (1/7),0.07,13.0,13.0,69% (9/13),22.0,17.0,21.0,0.0,1.0,4.0,3.91,-0.09
Coppa di Francia,32esimi di finale,20.12.2025,Fontenay,PSG,Totale,Ospite,PSG,Y5rmGQG6,0.0,,3.77,77%,14.0,9.0,6.0,6.0,92% (801/870),3.91,2.0,3.0,14.0,0.0,0.0,,37.0,1.0,1.0,13.0,59% (22/37),73% (120/164),40% (6/15),1.67,24.0,0.0,40% (4/10),44.0,7.0,12.0,0.0,0.0,2.0,0.22,0.22
Coppa di Francia,32esimi di finale,20.12.2025,Fontenay,PSG,1° tempo,Casa,Fontenay,Y5rmGQG6,,,0.0,19%,0.0,0.0,0.0,1.0,71% (75/106),0.0,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,41% (13/32),50% (11/22),0% (0/2),0.02,9.0,7.0,56% (5/9),10.0,10.0,6.0,0.0,0.0,1.0,1.66,-0.34
Coppa di Francia,32esimi di finale,20.12.2025,Fontenay,PSG,1° tempo,Ospite,PSG,Y5rmGQG6,,,1.6,81%,5.0,3.0,3.0,3.0,93% (434/467),1.66,1.0,1.0,5.0,0.0,0.0,,17.0,1.0,1.0,7.0,65% (11/17),76% (74/97),33% (4/12),0.83,13.0,0.0,40% (2/5),22.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0
Coppa di Francia,32esimi di finale,20.12.2025,Fontenay,PSG,2° tempo,Casa,Fontenay,Y5rmGQG6,1.0,,0.58,28%,5.0,2.0,2.0,1.0,81% (116/143),0.22,2.0,1.0,5.0,0.0,0.0,,10.0,0.0,0.0,0.0,50% (7/14),67% (20/30),20% (1/5),0.05,4.0,6.0,100% (4/4),12.0,7.0,15.0,0.0,1.0,3.0,2.25,0.25
Coppa di Francia,32esimi di finale,20.12.2025,Fontenay,PSG,2° tempo,Ospite,PSG,Y5rmGQG6,0.0,,2.17,72%,9.0,6.0,3.0,3.0,91% (367/403),2.25,1.0,2.0,9.0,0.0,0.0,,20.0,0.0,0.0,6.0,55% (11/20),69% (46/67),67% (2/3),0.84,11.0,0.0,40% (2/5),22.0,4.0,7.0,0.0,0.0,2.0,0.22,0.22
Coppa di Francia,32esimi di finale,21.12.2025,Strasburgo,Dunkerque,Totale,Casa,Strasburgo,AkjOjAme,,,0.92,46%,8.0,5.0,4.0,2.0,88% (422/479),1.53,3.0,0.0,8.0,0.0,0.0,1.0,21.0,2.0,3.0,9.0,50% (14/28),54% (30/56),33% (3/9),0.71,18.0,14.0,53% (9/17),47.0,21.0,8.0,2.0,0.0,2.0,1.15,0.15
Coppa di Francia,32esimi di finale,21.12.2025,Strasburgo,Dunkerque,Totale,Ospite,Dunkerque,AkjOjAme,,,2.67,54%,17.0,3.0,6.0,4.0,90% (486/540),1.15,9.0,5.0,13.0,4.0,0.0,0.0,32.0,0.0,1.0,14.0,51% (19/37),78% (69/88),25% (5/20),0.82,18.0,9.0,86% (6/7),40.0,14.0,16.0,0.0,0.0,3.0,1.53,-0.47
Coppa di Francia,32esimi di finale,21.12.2025,Strasburgo,Dunkerque,1° tempo,Casa,Strasburgo,AkjOjAme,,,0.7,50%,4.0,2.0,3.0,0.0,90% (262/292),1.1,2.0,0.0,4.0,0.0,0.0,1.0,7.0,2.0,3.0,4.0,50% (7/14),50% (18/36),60% (3/5),0.65,10.0,6.0,75% (6/8),21.0,5.0,6.0,1.0,0.0,0.0,0.0,0.0
Coppa di Francia,32esimi di finale,21.12.2025,Strasburgo,Dunkerque,1° tempo,Ospite,Dunkerque,AkjOjAme,,,0.29,50%,2.0,0.0,1.0,1.0,89% (252/283),0.0,1.0,1.0,1.0,1.0,0.0,0.0,6.0,0.0,0.0,6.0,54% (13/24),74% (17/23),33% (2/6),0.23,8.0,4.0,75% (3/4),13.0,5.0,12.0,0.0,0.0,0.0,1.1,-0.9
Coppa di Francia,32esimi di finale,21.12.2025,Strasburgo,Dunkerque,2° tempo,Casa,Strasburgo,AkjOjAme,,,0.22,41%,4.0,3.0,1.0,2.0,86% (160/187),0.43,1.0,0.0,4.0,0.0,0.0,,14.0,0.0,0.0,5.0,50% (7/14),60% (12/20),0% (0/4),0.06,8.0,8.0,33% (3/9),26.0,16.0,2.0,1.0,0.0,2.0,1.15,0.15
Coppa di Francia,32esimi di finale,21.12.2025,Strasburgo,Dunkerque,2° tempo,Ospite,Dunkerque,AkjOjAme,,,2.38,59%,15.0,3.0,5.0,3.0,91% (234/257),1.15,8.0,4.0,12.0,3.0,0.0,,26.0,0.0,1.0,8.0,46% (6/13),80% (52/65),21% (3/14),0.59,10.0,5.0,100% (3/3),27.0,9.0,4.0,0.0,0.0,3.0,0.43,0.43
Coppa di Francia,32esimi di finale,21.12.2025,Nizza,St. Etienne,Totale,Casa,Nizza,jRMtrt5N,2.0,,1.29,36%,8.0,6.0,3.0,5.0,81% (325/400),2.11,1.0,1.0,8.0,0.0,0.0,,18.0,1.0,1.0,10.0,44% (19/43),59% (46/78),10% (1/10),1.1,19.0,12.0,67% (12/18),46.0,9.0,14.0,0.0,0.0,4.0,1.01,0.01
Coppa di Francia,32esimi di finale,21.12.2025,Nizza,St. Etienne,Totale,Ospite,St. Etienne,jRMtrt5N,2.0,,1.99,64%,17.0,5.0,2.0,0.0,91% (658/724),1.01,7.0,5.0,8.0,9.0,0.0,,30.0,1.0,1.0,12.0,59% (24/41),72% (107/148),14% (1/7),0.94,17.0,10.0,63% (12/19),47.0,17.0,8.0,1.0,1.0,5.0,2.11,0.11
Coppa di Francia,32esimi di finale,21.12.2025,Nizza,St. Etienne,1° tempo,Casa,Nizza,jRMtrt5N,,,0.65,40%,3.0,1.0,1.0,3.0,85% (206/241),0.38,1.0,1.0,3.0,0.0,0.0,,6.0,0.0,0.0,6.0,50% (11/22),58% (19/33),13% (1/8),0.68,12.0,6.0,69% (9/13),27.0,4.0,5.0,0.0,0.0,3.0,0.99,-0.01
Coppa di Francia,32esimi di finale,21.12.2025,Nizza,St. Etienne,1° tempo,Ospite,St. Etienne,jRMtrt5N,,,1.63,60%,10.0,4.0,1.0,0.0,92% (341/370),0.99,2.0,4.0,7.0,3.0,0.0,,19.0,0.0,1.0,6.0,55% (11/20),76% (54/71),0% (0/1),0.5,6.0,6.0,100% (6/6),21.0,11.0,4.0,0.0,1.0,1.0,0.38,-0.62
Coppa di Francia,32esimi di finale,21.12.2025,Nizza,St. Etienne,2° tempo,Casa,Nizza,jRMtrt5N,2.0,,0.64,31%,5.0,5.0,2.0,2.0,75% (119/159),1.73,0.0,0.0,5.0,0.0,0.0,,12.0,1.0,1.0,4.0,38% (8/21),60% (27/45),0% (0/2),0.42,7.0,6.0,60% (3/5),19.0,5.0,9.0,0.0,0.0,1.0,0.02,0.02
Coppa di Francia,32esimi di finale,21.12.2025,Nizza,St. Etienne,2° tempo,Ospite,St. Etienne,jRMtrt5N,2.0,,0.36,69%,7.0,1.0,1.0,0.0,90% (317/354),0.02,5.0,1.0,1.0,6.0,0.0,,11.0,1.0,0.0,6.0,62% (13/21),69% (53/77),17% (1/6),0.44,11.0,4.0,46% (6/13),26.0,6.0,4.0,1.0,0.0,4.0,1.73,0.73
Coppa di Francia,32esimi di finale,21.12.2025,Auxerre,Monaco,Totale,Casa,Auxerre,p2ozx8wQ,4.0,,1.55,40%,16.0,6.0,2.0,7.0,81% (286/355),1.84,4.0,6.0,12.0,4.0,0.0,0.0,18.0,0.0,1.0,14.0,53% (30/57),71% (69/97),27% (3/11),0.37,16.0,10.0,81% (17/21),52.0,31.0,12.0,2.0,0.0,7.0,3.59,1.59
Coppa di Francia,32esimi di finale,21.12.2025,Auxerre,Monaco,Totale,Ospite,Monaco,p2ozx8wQ,3.0,,3.71,60%,17.0,9.0,7.0,5.0,86% (472/546),3.59,6.0,2.0,15.0,2.0,1.0,1.0,33.0,0.0,0.0,10.0,55% (29/53),74% (129/174),23% (3/13),2.08,21.0,14.0,59% (13/22),55.0,11.0,13.0,1.0,0.0,5.0,1.84,0.84
Coppa di Francia,32esimi di finale,21.12.2025,Auxerre,Monaco,1° tempo,Casa,Auxerre,p2ozx8wQ,1.0,,0.93,43%,6.0,2.0,1.0,2.0,76% (142/186),1.01,0.0,4.0,5.0,1.0,0.0,0.0,9.0,0.0,1.0,5.0,53% (18/34),58% (25/43),25% (1/4),0.15,11.0,1.0,67% (4/6),24.0,10.0,4.0,1.0,0.0,4.0,1.52,0.52
Coppa di Francia,32esimi di finale,21.12.2025,Auxerre,Monaco,1° tempo,Ospite,Monaco,p2ozx8wQ,2.0,,2.18,57%,10.0,5.0,5.0,2.0,86% (216/251),1.52,5.0,0.0,10.0,0.0,0.0,1.0,18.0,0.0,0.0,1.0,48% (13/27),70% (46/66),17% (1/6),0.88,10.0,5.0,75% (9/12),24.0,6.0,7.0,1.0,0.0,1.0,1.01,0.01
Coppa di Francia,32esimi di finale,21.12.2025,Auxerre,Monaco,2° tempo,Casa,Auxerre,p2ozx8wQ,3.0,,0.62,37%,10.0,4.0,1.0,5.0,85% (144/169),0.83,4.0,2.0,7.0,3.0,0.0,,9.0,0.0,0.0,9.0,52% (12/23),81% (44/54),29% (2/7),0.22,5.0,9.0,87% (13/15),28.0,21.0,8.0,1.0,0.0,3.0,2.07,1.07
Coppa di Francia,32esimi di finale,21.12.2025,Auxerre,Monaco,2° tempo,Ospite,Monaco,p2ozx8wQ,1.0,,1.53,63%,7.0,4.0,2.0,3.0,87% (256/295),2.07,1.0,2.0,5.0,2.0,1.0,,15.0,0.0,0.0,9.0,62% (16/26),77% (83/108),29% (2/7),1.2,11.0,9.0,40% (4/10),31.0,5.0,6.0,0.0,0.0,4.0,0.83,0.83
Coppa di Francia,32esimi di finale,21.12.2025,Bourg en Bresse,Marsiglia,Totale,Casa,Bourg en Bresse,K2ID1R1D,,,0.61,30%,6.0,0.0,1.0,0.0,84% (238/282),0.0,5.0,1.0,4.0,2.0,0.0,0.0,8.0,1.0,5.0,11.0,61% (17/28),60% (15/25),17% (1/6),0.33,9.0,10.0,57% (4/7),24.0,23.0,6.0,0.0,1.0,3.0,3.43,-2.57
Coppa di Francia,32esimi di finale,21.12.2025,Bourg en Bresse,Marsiglia,Totale,Ospite,Marsiglia,K2ID1R1D,,,2.16,70%,17.0,9.0,5.0,10.0,92% (619/676),3.43,4.0,4.0,10.0,7.0,0.0,1.0,33.0,2.0,3.0,10.0,75% (21/28),80% (155/194),29% (5/17),1.56,18.0,11.0,75% (12/16),44.0,7.0,6.0,1.0,0.0,0.0,0.0,0.0
Coppa di Francia,32esimi di finale,21.12.2025,Bourg en Bresse,Marsiglia,1° tempo,Casa,Bourg en Bresse,K2ID1R1D,,,0.44,27%,4.0,0.0,0.0,0.0,79% (110/139),0.0,3.0,1.0,3.0,1.0,0.0,0.0,6.0,1.0,2.0,5.0,63% (12/19),54% (7/13),33% (1/3),0.3,6.0,6.0,50% (1/2),12.0,18.0,3.0,0.0,0.0,2.0,1.05,0.05
Coppa di Francia,32esimi di finale,21.12.2025,Bourg en Bresse,Marsiglia,1° tempo,Ospite,Marsiglia,K2ID1R1D,,,0.72,73%,9.0,3.0,1.0,6.0,92% (348/379),1.05,2.0,4.0,6.0,3.0,0.0,1.0,18.0,2.0,2.0,6.0,80% (12/15),77% (76/99),40% (4/10),0.91,12.0,5.0,57% (4/7),21.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0
