Competizione,Turno,Data,Casa,Ospite,Periodo,Lato,Squadra,ID partita,Cartellini gialli,Cartellini rossi,Goal previsti (xG),Possesso palla,Tiri totali,Tiri in porta,Grandi occasioni,Calci d'angolo,Passaggi,xG sui Tiri in porta (xGOT),Tiri fuori,Tiri fermati,Tiri dall'area di rigore,Tiri da fuori area,Pali colpiti,Gol di testa,Palloni toccati nell'area avversaria,Passaggi filtranti riusciti,Fuorigioco,Punizioni,Passaggi lunghi,Passaggi offensivi,Cross,Assist previsti (xA),Rimesse Laterali,Falli,Tackles,Contrasti vinti,Respinte difensive,Palle intercettate,Errori che hanno portato al tiro,Errori che hanno portato al gol,Parate,xGot affrontati,Gol evitati
Coppa di Francia,16esimi di finale,11.01.2026,Lilla,Lione,Totale,Ospite,Lione,dpZbOQIa,3.0,,1.97,40%,11.0,6.0,2.0,2.0,84% (334/396),2.27,4.0,1.0,6.0,5.0,1.0,,10.0,1.0,1.0,8.0,40% (21/52),74% (42/57),14% (1/7),0.85,9.0,16.0,48% (11/23),47.0,26.0,13.0,1.0,0.0,0.0,0.55,-0.45
Coppa di Francia,16esimi di finale,11.01.2026,Lilla,Lione,1° tempo,Casa,Lilla,dpZbOQIa,1.0,,0.49,58%,5.0,2.0,2.0,1.0,88% (264/301),0.55,0.0,3.0,4.0,1.0,0.0,,14.0,0.0,0.0,9.0,56% (14/25),76% (58/76),0% (0/6),0.79,5.0,3.0,50% (2/4),18.0,3.0,4.0,0.0,1.0,2.0,2.19,0.19
Coppa di Francia,16esimi di finale,11.01.2026,Lilla,Lione,1° tempo,Ospite,Lione,dpZbOQIa,2.0,,1.6,42%,6.0,4.0,2.0,1.0,83% (180/216),2.19,1.0,1.0,3.0,3.0,1.0,,7.0,1.0,0.0,3.0,42% (11/26),68% (19/28),25% (1/4),0.74,7.0,9.0,20% (2/10),20.0,8.0,6.0,1.0,0.0,0.0,0.55,-0.45
Coppa di Francia,16esimi di finale,11.01.2026,Lilla,Lione,2° tempo,Casa,Lilla,dpZbOQIa,1.0,,0.04,63%,2.0,0.0,0.0,5.0,90% (267/297),0.0,1.0,1.0,0.0,2.0,1.0,,10.0,0.0,0.0,7.0,77% (10/13),79% (84/106),18% (2/11),0.33,9.0,5.0,69% (9/13),23.0,7.0,4.0,0.0,0.0,2.0,0.08,0.08
Coppa di Francia,16esimi di finale,11.01.2026,Lilla,Lione,2° tempo,Ospite,Lione,dpZbOQIa,1.0,,0.37,37%,5.0,2.0,0.0,1.0,86% (154/180),0.08,3.0,0.0,3.0,2.0,0.0,,3.0,0.0,1.0,5.0,38% (10/26),79% (23/29),0% (0/3),0.11,2.0,7.0,69% (9/13),27.0,18.0,7.0,0.0,0.0,0.0,0.0,0.0
Coppa di Francia,16esimi di finale,12.01.2026,PSG,Paris FC,Totale,Casa,PSG,CbE12Ovq,2.0,,2.27,70%,23.0,7.0,6.0,8.0,89% (668/749),1.38,11.0,5.0,14.0,9.0,1.0,,54.0,2.0,0.0,12.0,69% (33/48),80% (191/239),26% (7/27),1.75,28.0,5.0,50% (6/12),40.0,6.0,10.0,1.0,0.0,1.0,0.87,-0.13
Coppa di Francia,16esimi di finale,12.01.2026,PSG,Paris FC,Totale,Ospite,Paris FC,CbE12Ovq,3.0,,0.55,30%,4.0,2.0,1.0,0.0,76% (248/327),0.87,2.0,0.0,3.0,1.0,0.0,,7.0,0.0,1.0,5.0,35% (18/52),55% (38/69),0% (0/1),0.28,15.0,12.0,61% (11/18),33.0,38.0,11.0,3.0,0.0,7.0,1.38,1.38
Coppa di Francia,16esimi di finale,12.01.2026,PSG,Paris FC,1° tempo,Casa,PSG,CbE12Ovq,,,0.41,70%,7.0,2.0,1.0,4.0,90% (366/408),0.3,3.0,2.0,3.0,4.0,0.0,,15.0,0.0,0.0,3.0,59% (13/22),79% (82/104),0% (0/10),0.47,11.0,2.0,29% (2/7),16.0,1.0,4.0,1.0,0.0,1.0,0.09,0.09
Coppa di Francia,16esimi di finale,12.01.2026,PSG,Paris FC,1° tempo,Ospite,Paris FC,CbE12Ovq,,,0.16,30%,3.0,1.0,0.0,0.0,79% (132/168),0.09,2.0,0.0,2.0,1.0,0.0,,5.0,0.0,0.0,2.0,36% (8/22),53% (16/30),0% (0/1),0.08,5.0,3.0,64% (7/11),17.0,18.0,7.0,1.0,0.0,2.0,0.3,0.3
Coppa di Francia,16esimi di finale,12.01.2026,PSG,Paris FC,2° tempo,Casa,PSG,CbE12Ovq,2.0,,1.86,69%,16.0,5.0,5.0,4.0,89% (302/341),1.08,8.0,3.0,11.0,5.0,1.0,,39.0,2.0,0.0,9.0,77% (20/26),81% (109/135),41% (7/17),1.28,17.0,3.0,80% (4/5),24.0,5.0,6.0,0.0,0.0,0.0,0.78,-0.22
Coppa di Francia,16esimi di finale,12.01.2026,PSG,Paris FC,2° tempo,Ospite,Paris FC,CbE12Ovq,3.0,,0.39,31%,1.0,1.0,1.0,0.0,73% (116/159),0.78,0.0,0.0,1.0,0.0,0.0,,2.0,0.0,1.0,3.0,33% (10/30),56% (22/39),0% (0/0),0.2,10.0,9.0,57% (4/7),16.0,20.0,4.0,2.0,0.0,5.0,1.08,1.08
Coppa di Francia,16esimi di finale,13.01.2026,Bayeux,Marsiglia,Totale,Casa,Bayeux,E1H8D94s,0.0,,0.27,23%,5.0,2.0,0.0,4.0,66% (133/203),0.11,3.0,0.0,2.0,3.0,0.0,0.0,10.0,0.0,2.0,14.0,35% (14/40),51% (32/63),18% (2/11),0.42,11.0,8.0,62% (16/26),45.0,13.0,11.0,1.0,2.0,6.0,8.02,-0.98
Coppa di Francia,16esimi di finale,13.01.2026,Bayeux,Marsiglia,Totale,Ospite,Marsiglia,E1H8D94s,1.0,,5.55,77%,24.0,15.0,10.0,5.0,93% (653/700),8.02,5.0,4.0,16.0,8.0,0.0,1.0,60.0,4.0,1.0,8.0,70% (16/23),79% (107/136),36% (5/14),3.44,13.0,14.0,65% (17/26),52.0,15.0,11.0,0.0,0.0,2.0,0.11,0.11
Coppa di Francia,16esimi di finale,13.01.2026,Bayeux,Marsiglia,1° tempo,Casa,Bayeux,E1H8D94s,0.0,,0.12,20%,3.0,2.0,0.0,0.0,64% (63/98),0.11,1.0,0.0,0.0,3.0,0.0,,4.0,0.0,2.0,7.0,25% (4/16),47% (16/34),0% (0/5),0.07,8.0,5.0,47% (7/15),24.0,10.0,6.0,0.0,2.0,4.0,3.35,-0.65
Coppa di Francia,16esimi di finale,13.01.2026,Bayeux,Marsiglia,1° tempo,Ospite,Marsiglia,E1H8D94s,1.0,,1.91,80%,11.0,8.0,5.0,2.0,93% (392/420),3.35,2.0,1.0,8.0,3.0,0.0,,34.0,4.0,0.0,5.0,68% (13/19),79% (70/89),25% (2/8),1.57,8.0,7.0,46% (6/13),29.0,9.0,6.0,0.0,0.0,2.0,0.11,0.11
Coppa di Francia,16esimi di finale,13.01.2026,Bayeux,Marsiglia,2° tempo,Casa,Bayeux,E1H8D94s,,,0.15,28%,2.0,0.0,0.0,4.0,67% (70/105),0.0,2.0,0.0,2.0,0.0,0.0,0.0,6.0,0.0,0.0,7.0,42% (10/24),55% (16/29),33% (2/6),0.35,3.0,3.0,82% (9/11),21.0,3.0,5.0,1.0,0.0,2.0,4.67,-0.33
Coppa di Francia,16esimi di finale,13.01.2026,Bayeux,Marsiglia,2° tempo,Ospite,Marsiglia,E1H8D94s,,,3.64,72%,13.0,7.0,5.0,3.0,93% (261/280),4.67,3.0,3.0,8.0,5.0,0.0,1.0,26.0,0.0,1.0,3.0,75% (3/4),79% (37/47),50% (3/6),1.87,5.0,7.0,85% (11/13),23.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0
Coppa di Francia,Ottavi di finale,03.02.2026,Reims,Le Mans,Totale,Casa,Reims,hjFNoA04,1.0,,1.89,54%,10.0,7.0,4.0,2.0,85% (434/508),2.95,2.0,1.0,7.0,3.0,0.0,,14.0,1.0,2.0,11.0,49% (32/65),70% (72/103),44% (4/9),0.69,25.0,6.0,27% (3/11),50.0,29.0,17.0,1.0,0.0,1.0,0.29,0.29
Coppa di Francia,Ottavi di finale,03.02.2026,Reims,Le Mans,Totale,Ospite,Le Mans,hjFNoA04,2.0,,0.53,46%,7.0,1.0,0.0,4.0,75% (308/410),0.29,3.0,3.0,3.0,4.0,0.0,,19.0,1.0,1.0,6.0,35% (19/55),60% (62/103),20% (4/20),0.7,28.0,11.0,79% (11/14),41.0,22.0,11.0,1.0,1.0,4.0,2.95,-0.05
Coppa di Francia,Ottavi di finale,03.02.2026,Reims,Le Mans,1° tempo,Casa,Reims,hjFNoA04,0.0,,0.67,60%,6.0,4.0,2.0,1.0,88% (260/297),1.19,1.0,1.0,5.0,1.0,0.0,,9.0,0.0,2.0,6.0,45% (15/33),70% (45/64),43% (3/7),0.47,11.0,2.0,25% (2/8),29.0,17.0,8.0,0.0,0.0,1.0,0.29,0.29
Coppa di Francia,Ottavi di finale,03.02.2026,Reims,Le Mans,1° tempo,Ospite,Le Mans,hjFNoA04,1.0,,0.21,40%,3.0,1.0,0.0,1.0,72% (135/187),0.29,1.0,1.0,2.0,1.0,0.0,,12.0,1.0,0.0,2.0,33% (9/27),51% (26/51),27% (3/11),0.24,12.0,6.0,67% (6/9),22.0,16.0,4.0,0.0,0.0,3.0,1.19,0.19
Coppa di Francia,Ottavi di finale,03.02.2026,Reims,Le Mans,2° tempo,Casa,Reims,hjFNoA04,1.0,,1.22,48%,4.0,3.0,2.0,1.0,82% (174/211),1.76,1.0,0.0,2.0,2.0,0.0,,5.0,1.0,0.0,5.0,53% (17/32),69% (27/39),50% (1/2),0.22,14.0,4.0,33% (1/3),21.0,12.0,9.0,1.0,0.0,0.0,0.0,0.0
Coppa di Francia,Ottavi di finale,03.02.2026,Reims,Le Mans,2° tempo,Ospite,Le Mans,hjFNoA04,1.0,,0.32,52%,4.0,0.0,0.0,3.0,78% (173/223),0.0,2.0,2.0,1.0,3.0,0.0,,7.0,0.0,1.0,4.0,36% (10/28),69% (36/52),11% (1/9),0.46,16.0,5.0,100% (5/5),19.0,6.0,7.0,1.0,1.0,1.0,1.76,-0.24
Coppa di Francia,Ottavi di finale,03.02.2026,Marsiglia,Rennes,Totale,Casa,Marsiglia,dMzblRQk,4.0,,2.02,50%,9.0,4.0,4.0,2.0,90% (432/479),2.09,4.0,1.0,7.0,2.0,0.0,,17.0,2.0,4.0,14.0,41% (14/34),73% (52/71),14% (2/14),1.36,15.0,19.0,60% (15/25),51.0,19.0,7.0,0.0,0.0,4.0,0.3,0.3
Coppa di Francia,Ottavi di finale,03.02.2026,Marsiglia,Rennes,Totale,Ospite,Rennes,dMzblRQk,4.0,,0.4,50%,9.0,4.0,0.0,3.0,87% (420/481),0.3,2.0,3.0,4.0,5.0,0.0,,17.0,1.0,1.0,19.0,52% (16/31),70% (77/110),19% (3/16),0.51,13.0,14.0,65% (11/17),51.0,12.0,3.0,1.0,1.0,1.0,2.09,-0.91
Coppa di Francia,Ottavi di finale,03.02.2026,Marsiglia,Rennes,1° tempo,Casa,Marsiglia,dMzblRQk,2.0,,0.48,54%,5.0,2.0,1.0,2.0,90% (238/264),0.57,2.0,1.0,4.0,1.0,0.0,,12.0,0.0,1.0,5.0,33% (5/15),74% (37/50),15% (2/13),0.51,11.0,8.0,57% (8/14),25.0,11.0,2.0,0.0,0.0,2.0,0.2,0.2
Coppa di Francia,Ottavi di finale,03.02.2026,Marsiglia,Rennes,1° tempo,Ospite,Rennes,dMzblRQk,1.0,,0.13,46%,4.0,2.0,0.0,0.0,85% (197/231),0.2,0.0,2.0,1.0,3.0,0.0,,6.0,0.0,1.0,8.0,50% (10/20),62% (34/55),0% (0/5),0.06,8.0,5.0,67% (6/9),27.0,11.0,2.0,1.0,1.0,1.0,0.57,-0.43
Coppa di Francia,Ottavi di finale,03.02.2026,Marsiglia,Rennes,2° tempo,Casa,Marsiglia,dMzblRQk,2.0,,1.54,45%,4.0,2.0,3.0,0.0,90% (194/215),1.52,2.0,0.0,3.0,1.0,0.0,,5.0,2.0,3.0,9.0,47% (9/19),71% (15/21),0% (0/1),0.85,4.0,11.0,64% (7/11),26.0,8.0,5.0,0.0,0.0,2.0,0.1,0.1
Coppa di Francia,Ottavi di finale,03.02.2026,Marsiglia,Rennes,2° tempo,Ospite,Rennes,dMzblRQk,3.0,,0.27,55%,5.0,2.0,0.0,3.0,89% (223/250),0.1,2.0,1.0,3.0,2.0,0.0,,11.0,1.0,0.0,11.0,55% (6/11),78% (43/55),27% (3/11),0.45,5.0,9.0,63% (5/8),24.0,1.0,1.0,0.0,0.0,0.0,1.52,-0.48
Coppa di Francia,Ottavi di finale,04.02.2026,Lione,Laval,Totale,Casa,Lione,rwmYzgnn,2.0,,1.05,73%,14.0,5.0,1.0,8.0,88% (483/552),0.97,7.0,2.0,8.0,6.0,1.0,,31.0,0.0,4.0,12.0,67% (32/48),80% (163/203),13% (3/24),0.67,18.0,11.0,60% (9/15),48.0,15.0,6.0,0.0,0.0,6.0,1.28,1.28
Coppa di Francia,Ottavi di finale,04.02.2026,Lione,Laval,Totale,Ospite,Laval,rwmYzgnn,2.0,,0.47,27%,8.0,6.0,0.0,7.0,64% (130/204),1.28,2.0,0.0,4.0,4.0,0.0,,10.0,0.0,0.0,11.0,26% (14/53),57% (42/74),8% (1/13),0.15,16.0,12.0,59% (10/17),57.0,38.0,10.0,1.0,0.0,3.0,0.97,-1.03
Coppa di Francia,Ottavi di finale,04.02.2026,Lione,Laval,1° tempo,Casa,Lione,rwmYzgnn,0.0,,0.71,80%,7.0,2.0,1.0,2.0,90% (309/344),0.17,5.0,0.0,4.0,3.0,1.0,,11.0,0.0,3.0,9.0,70% (16/23),82% (95/116),11% (1/9),0.34,9.0,4.0,60% (3/5),21.0,9.0,1.0,0.0,0.0,3.0,0.31,0.31
Coppa di Francia,Ottavi di finale,04.02.2026,Lione,Laval,1° tempo,Ospite,Laval,rwmYzgnn,1.0,,0.19,20%,3.0,3.0,0.0,3.0,59% (47/80),0.31,0.0,0.0,0.0,3.0,0.0,,2.0,0.0,0.0,4.0,20% (5/25),46% (16/35),0% (0/4),0.03,6.0,9.0,56% (5/9),21.0,13.0,6.0,1.0,0.0,2.0,0.17,0.17
Coppa di Francia,Ottavi di finale,04.02.2026,Lione,Laval,2° tempo,Casa,Lione,rwmYzgnn,2.0,,0.34,63%,7.0,3.0,0.0,6.0,84% (174/208),0.8,2.0,2.0,4.0,3.0,0.0,,20.0,0.0,1.0,3.0,64% (16/25),78% (68/87),13% (2/15),0.33,9.0,7.0,60% (6/10),27.0,6.0,5.0,0.0,0.0,3.0,0.97,0.97
Coppa di Francia,Ottavi di finale,04.02.2026,Lione,Laval,2° tempo,Ospite,Laval,rwmYzgnn,1.0,,0.28,37%,5.0,3.0,0.0,4.0,67% (83/124),0.97,2.0,0.0,4.0,1.0,0.0,,8.0,0.0,0.0,7.0,32% (9/28),67% (26/39),11% (1/9),0.12,10.0,3.0,63% (5/8),36.0,25.0,4.0,0.0,0.0,1.0,0.8,-1.2
Coppa di Francia,Ottavi di finale,04.02.2026,Nizza,Montpellier,Totale,Casa,Nizza,pphdVlGN,0.0,,2.09,65%,24.0,5.0,3.0,7.0,85% (537/631),1.55,8.0,11.0,13.0,11.0,0.0,,30.0,0.0,3.0,13.0,62% (29/47),68% (128/189),10% (3/31),1.26,25.0,16.0,67% (12/18),51.0,10.0,8.0,0.0,0.0,2.0,2.16,1.16
Coppa di Francia,Ottavi di finale,04.02.2026,Nizza,Montpellier,Totale,Ospite,Montpellier,pphdVlGN,4.0,,1.44,35%,13.0,3.0,1.0,4.0,76% (251/332),2.16,5.0,5.0,10.0,3.0,0.0,,22.0,0.0,2.0,16.0,48% (25/52),59% (40/68),45% (5/11),0.98,15.0,13.0,67% (8/12),54.0,46.0,16.0,1.0,1.0,2.0,1.55,-1.45
Coppa di Francia,Ottavi di finale,04.02.2026,Nizza,Montpellier,1° tempo,Casa,Nizza,pphdVlGN,0.0,,0.26,65%,5.0,1.0,0.0,3.0,87% (295/339),0.05,2.0,2.0,2.0,3.0,0.0,,4.0,0.0,1.0,9.0,48% (11/23),59% (38/64),0% (0/11),0.1,10.0,5.0,80% (4/5),19.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0
Coppa di Francia,Ottavi di finale,04.02.2026,Nizza,Montpellier,1° tempo,Ospite,Montpellier,pphdVlGN,2.0,,0.39,35%,5.0,0.0,0.0,1.0,78% (138/177),0.0,4.0,1.0,3.0,2.0,0.0,,7.0,0.0,0.0,5.0,50% (11/22),56% (19/34),50% (2/4),0.47,8.0,9.0,75% (3/4),24.0,11.0,8.0,0.0,0.0,1.0,0.05,0.05
Coppa di Francia,Ottavi di finale,04.02.2026,Nizza,Montpellier,2° tempo,Casa,Nizza,pphdVlGN,0.0,,1.83,65%,19.0,4.0,3.0,4.0,83% (242/292),1.5,6.0,9.0,11.0,8.0,0.0,,26.0,0.0,2.0,4.0,75% (18/24),72% (90/125),15% (3/20),1.16,15.0,11.0,62% (8/13),32.0,6.0,5.0,0.0,0.0,2.0,2.16,1.16
Coppa di Francia,Ottavi di finale,04.02.2026,Nizza,Montpellier,2° tempo,Ospite,Montpellier,pphdVlGN,2.0,,1.05,35%,8.0,3.0,1.0,3.0,73% (113/155),2.16,1.0,4.0,7.0,1.0,0.0,,15.0,0.0,2.0,11.0,47% (14/30),62% (21/34),43% (3/7),0.51,7.0,4.0,63% (5/8),30.0,35.0,8.0,1.0,1.0,1.0,1.5,-1.5
Coppa di Francia,Ottavi di finale,04.02.2026,Lorient,Paris FC,Totale,Casa,Lorient,j3jtZWGb,2.0,,1.61,48%,15.0,7.0,4.0,6.0,86% (384/447),2.11,7.0,1.0,8.0,7.0,0.0,,20.0,1.0,2.0,17.0,56% (25/45),71% (77/108),24% (4/17),1.3,13.0,9.0,88% (15/17),56.0,19.0,9.0,0.0,0.0,2.0,0.27,0.27
Coppa di Francia,Ottavi di finale,04.02.2026,Lorient,Paris FC,Totale,Ospite,Paris FC,j3jtZWGb,3.0,,0.27,52%,8.0,2.0,1.0,4.0,87% (412/472),0.27,3.0,3.0,4.0,4.0,0.0,,21.0,3.0,0.0,9.0,58% (25/43),72% (80/111),14% (3/22),1.17,17.0,17.0,53% (9/17),41.0,24.0,11.0,1.0,0.0,6.0,2.11,1.11
Coppa di Francia,Ottavi di finale,04.02.2026,Lorient,Paris FC,1° tempo,Casa,Lorient,j3jtZWGb,1.0,,0.66,55%,4.0,2.0,1.0,2.0,88% (235/267),0.62,2.0,0.0,2.0,2.0,0.0,,9.0,0.0,1.0,11.0,54% (14/26),74% (49/66),13% (1/8),0.19,8.0,6.0,88% (7/8),26.0,4.0,3.0,0.0,0.0,1.0,0.2,0.2
Coppa di Francia,Ottavi di finale,04.02.2026,Lorient,Paris FC,1° tempo,Ospite,Paris FC,j3jtZWGb,2.0,,0.15,45%,4.0,1.0,0.0,1.0,86% (183/212),0.2,2.0,1.0,3.0,1.0,0.0,,7.0,2.0,0.0,6.0,59% (10/17),71% (32/45),33% (2/6),0.82,11.0,11.0,43% (3/7),20.0,9.0,5.0,1.0,0.0,2.0,0.62,0.62
Coppa di Francia,Ottavi di finale,04.02.2026,Lorient,Paris FC,2° tempo,Casa,Lorient,j3jtZWGb,1.0,,0.95,41%,11.0,5.0,3.0,4.0,83% (149/180),1.49,5.0,1.0,6.0,5.0,0.0,,11.0,1.0,1.0,6.0,58% (11/19),67% (28/42),33% (3/9),1.11,5.0,3.0,89% (8/9),30.0,15.0,6.0,0.0,0.0,1.0,0.07,0.07
Coppa di Francia,Ottavi di finale,04.02.2026,Lorient,Paris FC,2° tempo,Ospite,Paris FC,j3jtZWGb,1.0,,0.12,59%,4.0,1.0,1.0,3.0,88% (229/260),0.07,1.0,2.0,1.0,3.0,0.0,,14.0,1.0,0.0,3.0,58% (15/26),73% (48/66),6% (1/16),0.35,6.0,6.0,60% (6/10),21.0,15.0,6.0,0.0,0.0,4.0,1.49,0.49
Coppa di Francia,Ottavi di finale,04.02.2026,Tolosa,Amiens,Totale,Casa,Tolosa,4UYSPSwo,1.0,,2.13,60%,18.0,8.0,3.0,6.0,90% (508/567),2.03,5.0,5.0,14.0,4.0,1.0,,37.0,0.0,1.0,10.0,55% (16/29),75% (110/147),18% (3/17),1.45,16.0,18.0,64% (9/14),43.0,13.0,6.0,0.0,0.0,1.0,0.12,0.12
Coppa di Francia,Ottavi di finale,04.02.2026,Tolosa,Amiens,Totale,Ospite,Amiens,4UYSPSwo,1.0,,0.27,40%,5.0,1.0,0.0,4.0,84% (316/378),0.12,3.0,1.0,3.0,2.0,0.0,,14.0,2.0,1.0,18.0,57% (30/53),75% (66/88),21% (3/14),0.44,17.0,10.0,60% (6/10),37.0,26.0,4.0,1.0,0.0,7.0,2.03,1.03
Coppa di Francia,Ottavi di finale,04.02.2026,Tolosa,Amiens,1° tempo,Casa,Tolosa,4UYSPSwo,,,0.95,63%,8.0,4.0,1.0,3.0,91% (292/321),1.3,1.0,3.0,8.0,0.0,0.0,,21.0,0.0,1.0,3.0,53% (8/15),80% (69/86),29% (2/7),0.92,7.0,9.0,60% (3/5),19.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0
Coppa di Francia,Ottavi di finale,04.02.2026,Tolosa,Amiens,1° tempo,Ospite,Amiens,4UYSPSwo,,,0.13,37%,2.0,0.0,0.0,2.0,83% (159/191),0.0,1.0,1.0,1.0,1.0,0.0,,3.0,1.0,0.0,9.0,45% (13/29),60% (21/35),50% (2/4),0.21,8.0,3.0,0% (0/2),16.0,10.0,0.0,0.0,0.0,3.0,1.3,0.3
Coppa di Francia,Ottavi di finale,04.02.2026,Tolosa,Amiens,2° tempo,Casa,Tolosa,4UYSPSwo,1.0,,1.18,56%,10.0,4.0,2.0,3.0,88% (216/246),0.73,4.0,2.0,6.0,4.0,1.0,,16.0,0.0,0.0,7.0,57% (8/14),67% (41/61),10% (1/10),0.53,9.0,9.0,67% (6/9),24.0,9.0,3.0,0.0,0.0,1.0,0.12,0.12
Coppa di Francia,Ottavi di finale,04.02.2026,Tolosa,Amiens,2° tempo,Ospite,Amiens,4UYSPSwo,1.0,,0.14,44%,3.0,1.0,0.0,2.0,84% (157/187),0.12,2.0,0.0,2.0,1.0,0.0,,11.0,1.0,1.0,9.0,71% (17/24),85% (45/53),10% (1/10),0.23,9.0,7.0,75% (6/8),21.0,16.0,4.0,1.0,0.0,4.0,0.73,0.73
Coppa di Francia,Ottavi di finale,04.02.2026,Troyes,Lens,Totale,Casa,Troyes,CIvkXAoB,3.0,,1.61,41%,14.0,8.0,3.0,6.0,77% (258/334),1.7,5.0,1.0,11.0,3.0,1.0,0.0,24.0,0.0,3.0,10.0,53% (25/47),67% (91/135),35% (7/20),1.34,20.0,12.0,54% (7/13),42.0,18.0,15.0,1.0,0.0,4.0,4.08,0.08
Coppa di Francia,Ottavi di finale,04.02.2026,Troyes,Lens,Totale,Ospite,Lens,CIvkXAoB,3.0,,2.97,59%,15.0,9.0,7.0,8.0,84% (410/491),4.08,2.0,4.0,13.0,2.0,0.0,2.0,26.0,0.0,5.0,12.0,58% (34/59),75% (101/134),28% (5/18),2.14,29.0,10.0,33% (5/15),48.0,25.0,8.0,0.0,0.0,6.0,1.7,-0.3
Coppa di Francia,Ottavi di finale,04.02.2026,Troyes,Lens,1° tempo,Casa,Troyes,CIvkXAoB,2.0,,0.27,33%,3.0,2.0,0.0,2.0,73% (100/137),0.22,1.0,0.0,2.0,1.0,0.0,0.0,6.0,0.0,2.0,5.0,57% (13/23),62% (33/53),13% (1/8),0.11,10.0,9.0,50% (4/8),23.0,10.0,8.0,0.0,0.0,2.0,1.97,0.97
Coppa di Francia,Ottavi di finale,04.02.2026,Troyes,Lens,1° tempo,Ospite,Lens,CIvkXAoB,0.0,,0.92,67%,6.0,3.0,2.0,3.0,85% (240/281),1.97,1.0,2.0,5.0,1.0,0.0,1.0,10.0,0.0,1.0,9.0,63% (15/24),81% (65/80),31% (4/13),0.81,16.0,5.0,43% (3/7),27.0,10.0,7.0,0.0,0.0,1.0,0.22,-0.78
Coppa di Francia,Ottavi di finale,04.02.2026,Troyes,Lens,2° tempo,Casa,Troyes,CIvkXAoB,1.0,,1.34,49%,11.0,6.0,3.0,4.0,80% (158/197),1.48,4.0,1.0,9.0,2.0,1.0,0.0,18.0,0.0,1.0,5.0,50% (12/24),71% (58/82),50% (6/12),1.23,10.0,3.0,60% (3/5),19.0,8.0,7.0,1.0,0.0,2.0,2.11,-0.89
Coppa di Francia,Ottavi di finale,04.02.2026,Troyes,Lens,2° tempo,Ospite,Lens,CIvkXAoB,3.0,,2.05,51%,9.0,6.0,5.0,5.0,81% (170/210),2.11,1.0,2.0,8.0,1.0,0.0,1.0,16.0,0.0,4.0,3.0,54% (19/35),67% (36/54),20% (1/5),1.33,13.0,5.0,25% (2/8),21.0,15.0,1.0,0.0,0.0,5.0,1.48,0.48
Coppa di Francia,Ottavi di finale,05.02.2026,Strasburgo,Monaco,Totale,Casa,Strasburgo,dOLEmWVi,1.0,,3.27,45%,17.0,7.0,6.0,3.0,81% (315/387),4.32,5.0,5.0,10.0,7.0,0.0,1.0,25.0,2.0,1.0,16.0,53% (20/38),71% (52/73),38% (6/16),2.62,7.0,10.0,76% (13/17),59.0,19.0,12.0,1.0,0.0,5.0,1.52,0.52
Coppa di Francia,Ottavi di finale,05.02.2026,Strasburgo,Monaco,Totale,Ospite,Monaco,dOLEmWVi,4.0,,0.92,55%,17.0,6.0,0.0,3.0,84% (392/467),1.52,8.0,3.0,12.0,5.0,2.0,0.0,28.0,0.0,0.0,10.0,47% (18/38),75% (104/138),13% (2/16),0.84,24.0,16.0,52% (14/27),56.0,20.0,10.0,0.0,0.0,4.0,4.32,1.32
Coppa di Francia,Ottavi di finale,05.02.2026,Strasburgo,Monaco,1° tempo,Casa,Strasburgo,dOLEmWVi,1.0,,1.85,52%,11.0,5.0,4.0,3.0,85% (194/228),2.68,2.0,4.0,7.0,4.0,0.0,1.0,17.0,0.0,1.0,9.0,61% (11/18),73% (36/49),38% (5/13),1.93,5.0,7.0,67% (2/3),30.0,4.0,6.0,1.0,0.0,3.0,0.22,0.22
Coppa di Francia,Ottavi di finale,05.02.2026,Strasburgo,Monaco,1° tempo,Ospite,Monaco,dOLEmWVi,4.0,,0.45,48%,6.0,3.0,0.0,0.0,83% (187/224),0.22,1.0,2.0,4.0,2.0,0.0,0.0,10.0,0.0,0.0,7.0,29% (6/21),68% (28/41),0% (0/2),0.14,5.0,9.0,47% (8/17),29.0,11.0,7.0,0.0,0.0,4.0,2.68,1.68
Coppa di Francia,Ottavi di finale,05.02.2026,Strasburgo,Monaco,2° tempo,Casa,Strasburgo,dOLEmWVi,,,1.42,39%,6.0,2.0,2.0,0.0,76% (121/159),1.64,3.0,1.0,3.0,3.0,0.0,,8.0,2.0,0.0,7.0,45% (9/20),67% (16/24),33% (1/3),0.69,2.0,3.0,79% (11/14),29.0,15.0,6.0,0.0,0.0,2.0,1.3,0.3
Coppa di Francia,Ottavi di finale,05.02.2026,Strasburgo,Monaco,2° tempo,Ospite,Monaco,dOLEmWVi,,,0.47,61%,11.0,3.0,0.0,3.0,84% (205/243),1.3,7.0,1.0,8.0,3.0,2.0,,18.0,0.0,0.0,3.0,71% (12/17),78% (76/97),14% (2/14),0.7,19.0,7.0,60% (6/10),27.0,9.0,3.0,0.0,0.0,0.0,1.64,-0.36
